text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
who's that coming down the thoroughfare,144.08,8.14,148.15,0.0,-0.1555555555555555,0.7,0.20739151810031684,-0.03319432444747527,0.42364124030685346
the sunshine flashing on his ring,148.8,5.36,151.48000000000002,0.4939,0.0,0.7,0.20849309969280372,-0.03243335212152958,0.4234843446553171
bowing left and right and here and there,154.16,4.64,156.48,0.0,0.1428571428571428,0.7,0.21000035572769646,-0.03139365740137774,0.42337285064976526
you're delightful just floating,156.8,6.48,160.04000000000002,0.5859,0.7371988682603154,0.5,0.21096721122755488,-0.030727544544427013,0.42337875401933345
that's chester the trombone king,158.8,7.68,162.64,0.0,0.0,0.7,0.21161799825775557,-0.030279464860284766,0.42342517620401915
he gets his shirt straight from paris,163.28,6.8,166.68,0.2263,0.2,0.3,0.21253733701652294,-0.029646684353933816,0.4235636873927829
cigarettes from the night he talks,166.48,6.72,169.84,0.0,0.0,0.7,0.21317915424701153,-0.02920486280358268,0.4237249411294817
like an eyebrow but he plays chicago,170.08,5.2,172.68,0.5023,0.0,0.6,0.2136986143150913,-0.02884703132226712,0.4239068972021796
style he gets his shoes,173.2,6.08,176.23999999999998,0.0,0.0,0.3,0.2142737153049997,-0.028450274071985283,0.42418119100951224
made london and the real crocodile,175.28,7.12,178.84,0.0,0.2,0.4,0.21464069903518201,-0.02819646019690049,0.4244118114831774
but he plays trombone,179.28,7.2,182.88,0.3612,0.0,0.3,0.21512291944147233,-0.027861427636812226,0.4248167455514351
chicago style and his sometimes,182.4,8.559,186.6795,0.0,0.0,0.3,0.2154796264144794,-0.027611264715190646,0.4252445798561525
play sweetie but sweet or high he's,186.48,7.2,190.08,0.7783,0.255,0.4,0.21572011749675102,-0.02743987170002853,0.4256619454636932
always got that real got bucket beat,190.959,4.081,192.9995,0.0,0.2,0.7,0.2158677928253881,-0.027331697746418547,0.42604340956300496
he's got a,193.68,4.479,195.9195,0.0,0.0,0.4,0.21596162363183574,-0.027259026897547313,0.4264439265558639
neat latin mustache and the girls love,195.04,5.04,197.56,0.802,0.5,0.7,0.21599086914705515,-0.0272336084311134,0.4266764244812962
he plays trombone chicago style,200.08,7.6,203.88,0.25,0.0,0.7,0.21594733374084588,-0.027237578643117714,0.4276141184340192
a trombone baby munich baby,204.48,7.61,208.285,0.0,0.0,0.6,0.21577204150031906,-0.02733418697173563,0.42829825537795624
chicago style,207.68,17.109,216.2345,0.0,0.0,0.4,0.2151598166893799,-0.02769782891409083,0.4295685919388841
nylon mute huh run out and have that,226.48,4.56,228.76,0.0,0.0,0.3,0.21344147268934552,-0.028744983142627183,0.4315665451286401
take it twinkle toes got it helium hips,238.48,3.44,240.2,0.0,0.0,0.7,0.21109227143094794,-0.030180720116513585,0.4332546258200165
this boy is diseased,240.64,3.59,242.435,0.0,-0.6,0.4,0.21054876240550213,-0.030512126120661433,0.43355702219155484
is this the one daughter shh you cover,246.799,3.761,248.6795,0.0,0.0,-0.7,0.20888686618629293,-0.03152293490097793,0.4343384247053202
up my partner's taps,249.28,4.08,251.32,0.0,0.0,0.4,0.2081213876445616,-0.03198714014091389,0.4346367550588597
they both propose to me verna we're both,250.56,4.319,252.7195,0.0,0.0,0.5,0.20770072575175869,-0.03224185618289198,0.43478625836463
crazy about you we've been fighting over,253.36,2.239,254.4795,-0.5994,-0.6,0.4,0.20715709886179734,-0.03257062125356704,0.4349653092552542
you all week,254.879,3.441,256.5995,0.0,0.0,0.2,0.20648079894724278,-0.032978975906285284,0.435167066125054
really yeah i won harold's gonna marry,255.599,4.801,257.9995,0.7548,0.2,0.7,0.2060213962476716,-0.03325595628616088,0.43529156837836047
well you see what i got lined up for you,264.4,3.44,266.12,0.2732,0.0,0.7,0.2031587223580034,-0.03497441860723697,0.4358630519926083
boy what is it a dane,266.0,4.08,268.04,0.0,0.0,0.2,0.2024331646322932,-0.0354079308996839,0.4359572535458755
what else would i line up for you what's,267.84,4.079,269.87949999999995,0.0,0.0,0.2,0.2017207968754318,-0.035832766288742046,0.4360315790490153
wrong with her oh she's a dog,270.08,4.0,272.08,-0.4767,-0.5,-0.7,0.20084663497206431,-0.03635301909531469,0.4360992129613592
bailey yeah cut it down to two encores,271.919,11.921,277.8795,0.0258,-0.1555555555555555,0.7,0.19842932574065894,-0.037785580987182925,0.436159487047927
let's move,274.08,9.76,278.96,0.0,0.0,0.7,0.19796098588921424,-0.038062107989578646,0.4361507887758084
there he goes one of my best pupils had,289.6,3.92,291.56,0.6369,0.7371988682603154,0.7,0.19209275874506956,-0.04149941720575873,0.4355362939538743
a tough time getting the lad out of his,292.08,2.48,293.32,-0.128,-0.3888888888888889,-0.7,0.19121458392178983,-0.04200949808413818,0.4353693098627842
feet but there he is,293.52,2.72,294.88,0.0,0.0,0.7,0.1904244610889042,-0.04246749248125319,0.4352034197848016
i'll never forget we were down and,294.56,4.079,296.5995,0.1695,-0.1555555555555555,0.4,0.18954085444184945,-0.04297862339471393,0.43500066778783675
don't bend the wardrobe is this the boat,298.639,3.761,300.5195,0.0,0.0,0.2,0.18747715701024206,-0.04416809833355373,0.4344580148016729
that popped the question,300.639,4.881,303.0795,0.0,0.0,0.8,0.18609283749384659,-0.04496265376044675,0.43404120809756674
both of them did eunice harold darling,302.4,5.12,304.96,0.5859,0.0,0.9,0.18505774178492992,-0.045555028065288,0.4337025532645044
this is the happiest day of my life,305.52,3.84,307.44,0.6369,0.0,0.8,0.18366929146783523,-0.04634730369743277,0.4332127355402636
and then why spoil it with a wedding but,307.52,3.92,309.48,0.0,0.0,-0.7,0.18250742907445497,-0.0470082531429493,0.4327720893569803
darling i want to marry you,309.36,4.64,311.68,0.6249,0.0,0.7,0.18123464656314325,-0.04773019034372694,0.43225776076112815
good job well fine i'll be best man see,311.44,2.81,312.845,0.875,0.7055555555555556,0.9,0.18055239467350684,-0.04811626691138673,0.43196863715808687
boy have i got something cooked up for,322.24,5.12,324.8,0.0,0.0,0.6,0.17322807694242717,-0.05222169018813642,0.42829452392324857
you yeah put it in the deep freeze,323.759,3.601,325.5595,0.34,0.0,-0.7,0.172743264182775,-0.05249092448752154,0.4280155342912085
did the similar situation occur in,327.84,3.52,329.6,0.0,0.0,0.2,0.1701258871815884,-0.05393911703087193,0.42643486099144995
allentown in 47,329.44,3.36,331.12,0.0,0.0,0.3,0.16912476509432497,-0.05449066619580098,0.42579737681337615
thanks for the memory let's get out of,331.36,8.37,335.545,0.4404,0.2,0.4,0.16615977423509867,-0.05611651478630271,0.42380418788323987
this will drive him crazy when it,352.4,3.84,354.32,-0.34,-0.6,-0.7,0.15277461863448652,-0.06331519294662703,0.41290944174474986
doesn't come back,353.6,2.64,354.92,0.0,0.0,-0.7,0.15232620374423694,-0.06355238610075668,0.41249201312028844
you come back here,356.4,11.44,362.12,0.0,0.0,0.7,0.14684984435026274,-0.06642850124982018,0.40712561394927355
boy may not have his teeth in today,410.4,13.44,417.12,0.0,0.0,0.3,0.09984385808194443,-0.08953645078063822,0.34110832390711426
gentlemen i've told you there are no two,426.0,4.88,428.44,-0.296,0.0,0.4,0.08919778895361512,-0.09436808659829396,0.3211912727657608
actors traveling together on this train,427.759,5.28,430.399,0.0,0.0,0.4,0.08732702840650719,-0.09520125122213094,0.31749821144133833
there's one of them pilot the belly,430.88,5.7,433.73,0.0,0.0,0.2,0.08412770559083323,-0.09661498619943494,0.31104741597462443
gunner bailing out,433.039,9.821,437.9495,0.0,0.0,0.4,0.08004270680500883,-0.09839954050362935,0.3025616922050806
wouldn't listen to me would you let,449.759,3.761,451.6395,0.0,0.0,-0.7,0.06655597730275234,-0.10412473742164186,0.2725325399326992
stowaway on a boat to frisco i said,451.44,4.319,453.5995,0.0,0.0,0.7,0.06459772373676541,-0.1049343962536996,0.26791154384154625
no no you said let's hop a rattler you,453.52,3.679,455.3595,0.2235,0.0,0.4,0.06283379121894812,-0.1056589389395979,0.26369167879591404
take the upper you said i'll take the,455.759,1.921,456.7195,0.0,0.0,-0.7,0.06146725141444084,-0.10621712598680637,0.26038492146942926
you had a sub blower besides look at the,457.68,3.12,459.24,0.0,0.0,0.3,0.05892672474530389,-0.10724755672473867,0.2541497183947249
money i saved you on tips boy,459.36,3.92,461.32,0.4215,0.0,-0.7,0.05682263209547943,-0.10809374811220086,0.2488989074740185
get plenty of fresh air you said not me,460.8,4.16,462.88,0.3182,0.3,0.7,0.055240176646951036,-0.1087258162077714,0.24489777280867614
i said hide underneath you said they'll,463.28,2.479,464.5195,-0.1779,0.0,-0.7,0.05357310735207169,-0.1093876289949074,0.2406340912562941
never find you,464.96,2.88,466.4,0.0,0.0,-0.7,0.051656076192777435,-0.11014350717675839,0.23566915384488693
i said you're gonna ride inside keep an,465.759,3.761,467.6395,0.0,0.0,0.4,0.05038968374446928,-0.11063979321862978,0.23235278725180303
eye out i said you know what kills me,467.84,2.16,468.92,-0.5423,0.0,-0.7,0.04907909623435809,-0.11115083316592772,0.22888995010896113
what's the matter,469.52,1.92,470.48,0.0258,0.0,-0.5,0.04747932683095235,-0.11177108036870717,0.22462172258728394
you never listen to me that's what kills,470.0,3.68,471.84,-0.5423,0.0,-0.8,0.04608190583003953,-0.11230965941759921,0.22086070516924994
me and where are we now we're lost yeah,471.44,4.56,473.72,-0.0258,0.0,-0.7,0.04414602789628984,-0.11305077688776874,0.2156093143852805
that's where we are yeah yeah come on we,473.68,3.519,475.4395,0.5267,0.0,0.7,0.04237127764476507,-0.1137250831636353,0.21076253041047255
got some traveling to do,476.0,2.96,477.48,0.0,0.0,0.4,0.04026018073266025,-0.11452074545355992,0.2049700882047351
on your feet elbow nose come on here,477.199,3.761,479.0795,0.0,0.0,0.4,0.03860159678120701,-0.11514091422656539,0.20040814986969452
drop that beak today i met you there,478.96,3.359,480.6395,-0.2732,0.0,0.4,0.0369808627713953,-0.11574269675912642,0.19594867288792364
were vultures in the sky i should have,480.96,2.48,482.2,-0.3182,0.0,-0.7,0.035356592201798105,-0.11634156558902645,0.19148477873935466
taken that for an omen,482.319,3.201,483.9195,0.0,0.0,-0.7,0.03356339450687354,-0.11699776925405257,0.18657101198850473
those were bluebirds now stop worrying,483.44,3.12,485.0,-0.5574,0.0,0.7,0.03243477602977031,-0.11740809687098464,0.18349002304044162
i'll get you out of this,485.52,3.2,487.12,0.0,0.0,0.7,0.030216388881999574,-0.1182085513230808,0.17747032982049177
no don't look don't get me out of things,486.56,4.319,488.7195,-0.296,0.0,-0.7,0.028539239215947903,-0.11880832868428791,0.17295963900051228
stop getting me into things will you,488.72,5.12,491.28,-0.296,0.0,-0.7,0.025848475397470583,-0.11976081809225235,0.16581509033597336
look harold,490.879,2.961,492.3595,0.0,0.0,0.3,0.02471190639154129,-0.12015950111629146,0.1628374334201667
no i'll be done french poodle no,494.319,5.521,497.0795,-0.5267,0.0,0.3,0.01972794377341951,-0.12188188801158163,0.1501285994262902
those are sheep we're saved i don't,497.84,3.12,499.4,0.4215,0.0,0.4,0.017269372045723347,-0.12271582743017412,0.14410684865469703
trust you or the sheep,499.84,2.479,501.0795,0.5106,0.0,0.2,0.01548666694322213,-0.12331394022894077,0.1398596278469712
don't you see harold whoever there's,500.96,2.72,502.32,0.0,0.0,-0.7,0.014168218502963428,-0.1237527076479098,0.13678834375662938
sheep there's a farm wherever there's a,502.319,2.801,503.7195,0.0,0.0,0.4,0.012679062816430713,-0.12424459698529502,0.13339540280585818
farm there's a farmer and wherever,503.68,2.88,505.12,0.0,0.0,0.2,0.011187059158100622,-0.12473347986868266,0.13008134304614663
there's a farmer there's a farmer's,505.12,2.639,506.4395,0.0,0.0,0.2,0.009779750198756933,-0.12519096753330025,0.12703792970380026
now you're getting me into trouble again,507.759,4.64,510.079,-0.4019,-0.2,-0.7,0.005890291187869498,-0.12643677780738485,0.11907597930308798
come on let's walk don't run,509.12,4.479,511.3595,0.0,0.0,0.4,0.0045192315890566276,-0.12686936933114798,0.1164368013437423
you know for a couple of guys on the,512.399,4.401,514.5995,0.0,0.0,0.3,0.0010442957905270785,-0.12795024814353448,0.11013493184761519
land we're in pretty good company,513.599,3.201,515.1995000000001,0.7269,0.475,0.7,0.00039990541028525877,-0.12814821999179243,0.10902513005109986
where we're poor,516.959,18.88,526.399,-0.4767,-0.4,-0.7,-0.01167413998085962,-0.13171160096902249,0.09126644872451117
little lambs who have lost,520.719,15.12,528.279,-0.3182,-0.1875,-0.7,-0.01370869760788743,-0.13228415735821122,0.08878060264823003
that was helpful wasn't it fred waring,538.16,11.679,543.9995,0.4215,0.0,0.7,-0.030789884807136025,-0.136758563060544,0.07226436228799625
must have played through here,540.32,9.519,545.0795,0.34,0.0,0.6,-0.031967035779379545,-0.13704434141140298,0.07135435409015133
boy am i tired of that whiffenpoof song,560.64,3.92,562.6,-0.4404,-0.4,-0.7,-0.05110293055898037,-0.14125696215046332,0.058799236885001736
one more whiff and uh poof,562.88,3.76,564.76,0.0,0.5,0.4,-0.053465116576239674,-0.14171828988933313,0.05739517422756389
we may be dirty but we're healthy every,564.56,3.6,566.3599999999999,0.3818,-0.0499999999999999,0.5,-0.055215008822132955,-0.14205139919923035,0.05635455957426247
time they dip the sheep they dip dust,566.64,2.96,568.12,0.0,0.0,-0.7,-0.05713993536150232,-0.14240924819787462,0.05520399162981392
hey why don't we stick with them we may,568.16,3.52,569.92,0.0,0.0,0.2,-0.059108580431911084,-0.1427658380269832,0.054015487770117915
get sheared too,569.6,6.72,572.96,0.0,0.0,0.4,-0.06243310384667136,-0.14334620691202307,0.05196530725330961
i begin to like it what have we here,571.68,6.04,574.6999999999999,0.3612,0.0,0.6,-0.06433565668531846,-0.14366585566588136,0.050758640372245076
those are for argyle socks,576.32,5.199,578.9195000000001,0.0,0.0,0.3,-0.06894790398560936,-0.14440238887940923,0.047695098157688576
oh let's get out of here,581.519,10.32,586.679,0.0,0.0,0.6,-0.07742128345414098,-0.1456100861457863,0.041345219506000966
ah here we are here we are,593.44,4.959,595.9195000000001,0.0,0.0,0.5,-0.08748984675777105,-0.14678975123203766,0.03202849302744845
90 attractive openings there for a fella,596.72,3.44,598.44,0.4404,0.7371988682603154,0.7,-0.09023067401955198,-0.14706091220761677,0.02906149996249982
if he likes work huh who's next to,598.399,2.721,599.7595,0.4215,0.0,0.2,-0.09166441224974764,-0.14719400695251172,0.027424665523789582
that's this for me you can't cook well i,601.12,3.839,603.0395,-0.2057,0.0,-0.7,-0.09522483990841107,-0.1474981336835155,0.023089398279122042
can learn while you wash the dishes,603.519,2.481,604.7595,0.0,0.0,0.7,-0.0970897435824936,-0.14764221226622226,0.0206552623111795
buddy oh no no,604.959,2.481,606.1995,0.2235,0.0,-0.7,-0.09864983430468886,-0.1477545940676121,0.018528439307542128
i'll cook and you'll wash the dishes you,606.0,3.2,607.6,0.0,0.0,0.2,-0.10016593672100713,-0.14785663040369446,0.01638362525597745
can stack them behind your ears to dry,607.44,5.2,610.0400000000001,0.0,-0.2333333333333333,0.2,-0.10280413483223079,-0.1480171375219681,0.012474029847911936
go see here that's your remates,609.2,3.44,610.9200000000001,0.0,0.0,-0.5,-0.1037545055600644,-0.14806959929122465,0.011012074074413616
scratch scratch there goes the daily,613.6,3.52,615.36,0.0,0.0,-0.7,-0.10853911399626302,-0.1482898458026302,0.0032417841105371924
what a pity just when i was going to let,617.12,3.36,618.8,-0.296,-0.1,-0.7,-0.11223222448156787,-0.14840873115211725,-0.0031971704626214794
you have your way too,618.56,3.279,620.1995,0.0,0.0,0.3,-0.11373072655581967,-0.14844396771457558,-0.005912497062235511
say i haven't looked for work since i,620.48,2.96,621.96,0.0,0.0,-0.7,-0.11561221073474866,-0.1484773931005856,-0.009401716105445214
was night watchman advancer that's,621.839,2.801,623.2395,0.0,0.0,0.4,-0.11697701596909947,-0.1484940102324117,-0.01198655587776393
before we were in the coffee truck,623.44,2.639,624.7595,0.0,0.0,0.7,-0.11859532991165622,-0.14850529236454688,-0.015108052736418041
business it's these electric razors,624.64,2.319,625.7995,0.0,0.0,0.2,-0.11970062258718667,-0.1485076872533672,-0.017274156404490766
there's nothing like them huh,626.079,2.641,627.3995,-0.2755,0.0,0.7,-0.12139779937071202,-0.1485028688176134,-0.020652285053210186
aristocrats take a mowing machine to get,626.959,3.201,628.5595,0.0,0.0,-0.7,-0.1226256741385768,-0.14849289228990442,-0.023134321738222424
this hedge knocked up right,628.72,4.88,631.1600000000001,0.0,0.2857142857142857,0.6,-0.12537004184291872,-0.14845055889763545,-0.0287916556007734
we're hiding uh how long can you hold,630.16,4.0,632.16,-0.296,-0.05,-0.7,-0.12642217400467623,-0.1484268741157682,-0.030998987029595703
your breath,633.6,5.12,636.16,0.0,0.0,0.7,-0.1306117626656071,-0.14829051779823646,-0.03998380510004327
junior my breath well i you,634.16,4.56,636.4399999999999,0.2732,0.0,0.2,-0.13090384841036465,-0.14827845920033753,-0.04062116703005211
oh prince ken iraq,640.56,5.839,643.4794999999999,0.0,0.0,0.2,-0.13819156565526816,-0.14786537840507763,-0.05692508954167807
back again eh you must help me i need,643.68,3.92,645.64,0.4019,0.0,-0.7,-0.14040527967045394,-0.14769560429070078,-0.06201036463899741
sea divers again,646.399,3.761,648.2795,0.0,0.0,0.7,-0.14309395345964465,-0.14746031127217993,-0.068253828738101
not a flaming chance and you know it,647.6,4.4,649.8000000000001,-0.1877,0.0,0.7,-0.1446345535620045,-0.14731072485910882,-0.07186012398856025
four divers shipped out to your island,650.16,2.64,651.48,0.0,0.0,0.4,-0.146329159133403,-0.14713340929815652,-0.07584854370118106
and never came back fine men too,652.8,6.159,655.8795,-0.1511,0.2083333333333333,0.3,-0.15071354079762297,-0.1466085429640474,-0.08628357591127708
but they met with accidents accidents my,656.0,4.16,658.08,-0.7096,0.0,-0.7,-0.15286743977905654,-0.1463127785242815,-0.09148067497586305
we all know about boga ten okatan is a,660.16,3.84,662.0799999999999,0.0,0.0,0.4,-0.15669406411765593,-0.1457175498402534,-0.10085281452314697
then why don't you get your own people,664.0,3.68,665.84,0.0,0.6,-0.7,-0.16016246624159905,-0.14508935966723474,-0.10953342296273633
to dive if bogata is only a blooming,665.44,3.76,667.32,0.0,0.0,0.5,-0.1614875051818717,-0.14482361396641213,-0.11290581038648467
legend people of that two are,667.68,2.719,669.0395,0.0,0.0,0.3,-0.16299525815355095,-0.14450163414926886,-0.11678700071136712
superstitious and,669.2,4.319,671.3595,0.0,0.0,0.4,-0.16497121907357593,-0.1440445096480061,-0.12195341027981486
still believe in witchcraft there ain't,670.399,5.601,673.1995000000001,0.0,0.0,-0.7,-0.1664869420411277,-0.14366328032958295,-0.125987218048994
no witchcraft and there men in,673.519,4.481,675.7595,-0.296,0.0,0.4,-0.16851377473140702,-0.1431051432754629,-0.13149507281476047
look here prince you couldn't get any,676.0,4.56,678.28,0.0,0.0,-0.7,-0.17040869892488694,-0.14252381279619925,-0.13678675831325093
diver in australia to take on your job,678.0,10.0,683.0,0.0,0.0,0.4,-0.17366061827664672,-0.14134924911329388,-0.14629885703164364
not for all the beer in darwin,680.56,9.2,685.16,0.0,0.0,-0.7,-0.17500812212605946,-0.14077392671853758,-0.15045936543199115
whale buster looks like the briny deep,688.0,3.68,689.84,0.3612,0.0,0.7,-0.17759375467413246,-0.13944478211867606,-0.15900698046662032
for us huh up along upstairs now will,689.76,3.36,691.4399999999999,0.0,0.0,0.4,-0.1783658095022563,-0.13896417495360866,-0.16177075097546653
you complete the necessary arrangements,691.68,2.24,692.8,0.0,0.05,0.2,-0.17897464265725724,-0.1385450656879384,-0.16405212077943016
oh why me why don't you go up no,693.92,3.28,695.56,-0.296,0.0,-0.7,-0.18007084386009575,-0.13766439252938545,-0.16848117044337338
remember you're a much younger man than,697.2,3.68,699.0400000000001,0.0,0.0,0.4,-0.1811730481144624,-0.13649592390319476,-0.17365890764741596
i am who isn't,698.88,4.959,701.3595,0.0,0.0,0.2,-0.1817246299956671,-0.13568078643011153,-0.1768417996505336
i'll belong now,700.88,2.959,702.3595,0.0,0.0,0.7,-0.18191536967325792,-0.13532032301686997,-0.17814466793267678
excuse me sir yes but are you a deep sea,707.2,3.439,708.9195000000001,0.25,-0.025,0.2,-0.18242251121988687,-0.13281914961376445,-0.1855860811856044
well i'm just a graduate of uc uw that's,710.639,4.561,712.9195,0.2732,0.0,0.3,-0.18206673018664346,-0.13117695544665917,-0.189127167022645
uh university of california,713.6,4.96,716.08,0.0,0.0,0.4,-0.18143615037978383,-0.12981822948598154,-0.19139522120668695
underwater oh an american,715.2,4.72,717.5600000000001,0.0,0.0,0.2,-0.18103875910139222,-0.12916389484802687,-0.1923011251970296
then perhaps you would be interested in,718.56,3.92,720.52,0.4019,0.25,0.2,-0.18005524692032487,-0.12782148704823962,-0.19382183608771103
a job that would bring you rich rewards,719.92,5.68,722.76,0.7717,0.375,0.8,-0.17914888079882105,-0.12677636299940295,-0.19472069921508087
well of course candidly rich rewards do,722.48,4.799,724.8795,0.8316,0.375,0.7,-0.17816719952173757,-0.12576482840585707,-0.1953766091642015
remove a good deal of the dullness from,725.6,2.08,726.64,0.128,0.7,0.6,-0.17726285743829606,-0.1249082472333963,-0.19578081329947555
mere work i guess yes that's true what's,727.68,4.08,729.7199999999999,0.6705,-0.075,0.2,-0.17549350539870212,-0.12337477784877877,-0.1961891497982469
the pitch sunken treasure,729.44,4.48,731.6800000000001,0.296,0.0,0.7,-0.17424798988552903,-0.12237638869754504,-0.19625622989053712
treasure well i'll have it up for you in,731.76,3.92,733.72,0.5106,0.0,0.4,-0.1728567198879614,-0.12131911160799684,-0.19617130443928782
a jiffy i must tell you one thing though,733.92,2.0,734.92,0.0,0.0,0.3,-0.17199444726015287,-0.12068871200035612,-0.19604919005143684
i don't do the actual diving myself i,735.92,4.0,737.92,0.0772,0.0,0.3,-0.16970180398781198,-0.11908591887812228,-0.1955161731704417
have another boy for that i remain on,738.399,2.0,739.399,0.0,0.0,0.4,-0.16850202923431837,-0.11828197123881938,-0.19513659251740195
and i operate the pump oh but excellent,740.399,6.081,743.4395,0.7227,0.7371988682603154,0.7,-0.1650030233135829,-0.11604089399770198,-0.1937211639881847
yes sir i'll have that treasure up and,747.2,3.199,748.7995000000001,0.5994,0.0,0.7,-0.1598978190080749,-0.11297142911465677,-0.19103109856774633
two shakes of a lamb's tail,748.8,3.039,750.3195,0.0,0.0,0.3,-0.15836147665637756,-0.11208191125169259,-0.1901085150048481
and believe me i know how to shake a,750.399,3.601,752.1995000000001,-0.1779,0.0,0.5,-0.1564108398541253,-0.11097053121570923,-0.18887414862726326
lamb's tail oh there's one little thing,751.839,3.44,753.5590000000001,0.0,-0.1875,0.4,-0.1549669137597895,-0.11015931822473357,-0.18791889389266908
i must explain,754.0,3.68,755.84,0.0,0.0,0.4,-0.15248444120090077,-0.10878443134754848,-0.1862016082884976
you see i'm not actually the diver i'm,755.279,3.36,756.959,0.0,0.0,0.2,-0.15124040239442607,-0.10810376974796368,-0.1853080833305629
the pump man,757.68,2.88,759.12,0.0,0.0,0.7,-0.14879174021467048,-0.10677810660034469,-0.1834904413471236
i have a friend who does the diving is,758.639,3.841,760.5595,0.5423,0.0,0.4,-0.14712847616579408,-0.10588707956192175,-0.1822142357763876
your friend experienced oh he's been,760.56,3.6,762.3599999999999,0.4939,0.7371988682603154,0.5,-0.14501401472963146,-0.10476389678701264,-0.1805467924910274
underwater half his life he used to be a,762.48,10.64,767.8000000000001,0.0,-0.1666666666666666,0.4,-0.13841807384575552,-0.1013144468103226,-0.17505473515432765
lifeguard in a car wash,764.16,10.88,769.6,0.0,0.0,0.4,-0.13617483971243383,-0.10015558542446618,-0.17309643956299856
where is this island the euros prince a,773.12,3.76,775.0,0.0,0.0,0.3,-0.1292966184343069,-0.0966309261018507,-0.1668389023572639
few days journey across the sea on the,775.04,4.08,777.0799999999999,0.0,-0.2,0.4,-0.1265974148406037,-0.09525525568489758,-0.16428669834470677
road to bali you will love that too,776.88,7.12,780.4399999999999,0.6369,0.5,0.7,-0.12219183741348882,-0.09301351012266279,-0.16001261814175907
it is an island paradise girls huh,779.12,7.92,783.08,0.6369,0.0,0.7,-0.11869955867454529,-0.09123630865754137,-0.1565332602576901
could it be a paradise without girls,784.0,5.44,786.72,0.6369,0.0,0.3,-0.11385474402163455,-0.08876493316311718,-0.1515782649452079
welcome to the club oh i must cable,787.04,4.72,789.4,0.4588,0.7371988682603154,0.3,-0.11027578296068483,-0.08693107133724182,-0.1478250378047152
mother to send my other lips,789.44,4.399,791.6395,0.0,-0.125,0.5,-0.10728362144073833,-0.08539013938809602,-0.14462772029260507
boy did i make a terrific deal i knew,791.76,4.16,793.84,0.4767,0.0,0.8,-0.1043469072245249,-0.08386909448033665,-0.14143740475994226
you'd do it you little genius you did it,793.839,6.8,797.239,0.0,-0.1875,0.8,-0.0998271592432406,-0.08150733438855494,-0.13642626519268133
good congratulations to deal boys,795.92,6.4,799.12,0.7783,0.7,0.7,-0.09733946935223695,-0.080194557874783,-0.13361546164959406
well these threads are a little beat if,800.639,2.961,802.1195,0.2732,-0.1875,-0.7,-0.09340053929333748,-0.07809365949827524,-0.12908720239430604
we're showing off the paradise we better,802.32,2.639,803.6395,0.7964,0.5,0.6,-0.0914205579366174,-0.07702587481884213,-0.12677430439974996
slip into our linens huh,803.6,2.96,805.08,0.0,0.0,0.3,-0.08955580759229108,-0.07601219505364228,-0.12457305711785918
