text,start,duration,time_midpoint,vader,textblob,llama3
joke no if you can run yeah well I got,690.27,7.06,693.8,0.5106,0.0,0.7
on that server,696.61,2.49,697.855,0.0,0.0,0.2
what do pee fifteen seconds to get under,697.33,14.82,704.74,0.0,0.0,-0.7
that server put your feet up I suppose,699.1,14.13,706.1650000000001,0.0,0.0,0.3
you realize you're laying yourself open,712.15,3.3,713.8,0.0,0.0,-0.7
to a charge of criminal assault no and,713.23,3.11,714.785,-0.8555,-0.4,-0.7
I'm not interested,715.45,5.46,718.1800000000001,-0.3089,-0.125,-0.7
hey now perhaps we'll be good enough to,716.34,5.98,719.33,0.4404,0.35,0.3
explain or quite extraordinary behavior,720.91,5.58,723.6999999999999,0.0,0.3333333333333333,0.7
certainly that's why I came here did you,722.32,6.36,725.5,0.34,0.21428571428571427,0.3
and Vivian often talk about me not often,726.49,4.35,728.665,0.0,0.0,-0.7
no I don't suppose you would I'm at a,728.68,3.36,730.3599999999999,-0.296,0.0,-0.7
job if I didn't be very much to you but,730.84,3.03,732.355,0.0,0.26,-0.7
it meant a great deal to me you probably,732.04,3.54,733.81,0.6249,0.8,0.7
wouldn't believe this but I can remember,733.87,3.63,735.6850000000001,0.0,0.0,0.4
exactly I mean detail of every minute of,735.58,4.23,737.695,0.0,-0.3125,0.2
every day since I knew I was going to,737.5,4.8,739.9,0.0,0.0,-0.7
America and have to leave her I can,739.81,3.81,741.7149999999999,-0.0516,0.0,0.6
remember exactly how she looked when I,742.3,3.45,744.025,0.0,0.25,-0.7
told her she was wearing on your,743.62,4.86,746.05,0.0,0.0,0.3
breakfast didn't stay but a match until,745.75,4.83,748.165,0.0,0.0,0.2
it started the dinner the way can be,748.48,6.0,751.48,0.0,0.0,0.2
done then I said Vivian Thurlow to get,750.58,5.58,753.37,0.0,0.0,0.3
if they want to put open a couple of,756.16,2.61,757.4649999999999,0.0772,0.0,0.4
deals and make arrangements with New,757.42,5.07,759.9549999999999,0.0,0.13636363636363635,0.3
York office well you'll go No why not I,758.77,6.18,761.86,-0.0258,0.0,0.2
say I can take you with me but Lee,762.49,4.74,764.86,0.0,0.0,0.4
shorty okay do you want me to go without,764.95,2.85,766.375,0.296,0.5,0.3
side down but if it's your job oh I get,767.8,7.14,771.37,0.0,-0.15555555555555559,0.4
it you're not so ridiculously jealous,772.69,4.04,774.71,0.643,-0.3333333333333333,-0.7
that you're still thinking about Paul,774.94,4.83,777.355,0.0,0.0,-0.7
nothing ridiculous worth it I promised I,776.73,4.99,779.225,0.4486,-0.016666666666666663,0.6
wouldn't see him again,779.77,5.11,782.3249999999999,0.0,0.0,-0.7
there's only stupid collabs sure you can,781.72,5.08,784.26,-0.2732,-0.09999999999999998,-0.7
forget that now,784.88,4.139,786.9495,-0.2263,0.0,-0.5
describe means promotion nothing then,786.8,5.64,789.62,0.0,0.0,0.2
there may be a fool not to take it karna,789.019,5.521,791.7795,-0.4404,0.0,0.7
will you be away about five or six,792.44,5.519,795.1995000000001,0.0,0.0,0.2
months that's not very long I write you,794.54,4.0,796.54,0.0,0.019230769230769232,0.2
get all the guessing you,802.7,4.25,804.825,0.0,0.0,-0.7
I knew everything was alright that it,816.92,5.08,819.4599999999999,0.25,0.0,0.7
really custard round,819.5,5.37,822.185,0.0,0.0,0.4
stage lasted exactly,822.0,2.87,823.435,0.0,0.25,0.2
near the mail mr. Warren oh thanks,827.86,6.69,831.205,0.4404,0.15000000000000002,0.4
and in this funny video,853.62,7.48,857.36,0.5228,0.25,0.7
you still take a cable in you mrs.,884.85,6.27,887.985,0.0,0.0,0.3
thanks for long letter stop and mailing,891.12,5.62,893.93,0.1779,0.07500000000000001,0.4
your bottle of ink and fountain pen stop,895.06,2.76,896.4399999999999,-0.296,0.0,-0.7
please use them,896.74,3.78,898.63,0.3182,0.0,0.5
stop looking forward to seeing you,897.82,8.31,901.975,-0.296,0.0,-0.7
fondest love D right away sir in the end,900.52,6.96,904.0,0.6369,0.39285714285714285,0.6
I couldn't stand it any longer,906.13,2.94,907.6,0.0,0.0,0.2
so I put in a transatlantic telephone,907.48,4.14,909.55,0.0,0.0,-0.8
call all one weekend I tramped down down,909.07,4.89,911.515,0.0,-0.15555555555555559,-0.7
the office waiting for it come true but,911.62,4.67,913.955,0.2263,0.35,0.4
Vivian is that you do not happen to have,925.15,7.29,928.795,0.0,0.0,0.2
nothing available for now but darling I,929.23,7.34,932.9,0.7351,0.4,0.7
wrote to you yesterday and on Jordan,932.44,4.13,934.505,0.0,0.0,0.4
I mean so terribly busy yes you see,939.69,6.41,942.895,-0.3925,-0.10625,-0.7
mothers in town I've had to take her out,942.6,7.27,946.235,0.0,0.0,0.4
I know darling but someday,946.1,3.77,947.985,0.34,0.0,0.4
alright darling I'll try,951.019,3.87,952.954,0.7003,0.0,0.5
I miss you terribly - no no I'll write,957.529,9.891,962.4745,-0.5126,0.5,0.7
you every day from now on yes I promise,963.68,6.19,966.775,0.6124,0.0,0.7
you look enough but I didn't care,972.189,4.09,974.234,-0.5334,0.0,-0.7
I'd spoken to Vivian and I was happy,974.6,3.87,976.535,0.5719,0.8,-0.7
that shows you the sort of fool I was,976.279,4.381,978.4695,-0.4927,0.0,0.7
about but we could to her letters,978.47,4.41,980.675,0.0,0.0,0.3
arrived regularly,980.66,14.27,987.795,0.0,0.0,0.6
I knew paradise in love,994.93,6.36,998.11,0.8555,0.5,0.8
one night I came upon a note atlas on an,998.55,4.45,1000.775,0.0,0.0,0.4
FBI and they are laughing up at Mavis,1001.29,4.17,1003.375,0.4939,0.0,-0.7
video and beside her with his arms round,1003.0,4.86,1005.43,0.0,-0.2,0.5
her also laughing a bear was mr. Richard,1005.46,2.83,1006.875,0.4939,0.0,0.3
I went back to my office to think of,1015.79,7.95,1019.765,0.0,0.0,0.2
what I should do I know I said staring,1021.25,5.19,1023.845,0.0,0.0,0.3
at the picture bars it seemed to me that,1023.74,4.469,1025.9745,0.0,0.0,0.3
both of you were mocking me but I was,1026.44,5.31,1029.095,-0.2144,0.0,-0.7
thousands of miles of wet helpless is,1028.209,4.951,1030.6845,-0.4588,-0.1,-0.8
then that I began to plan what I should,1031.75,5.339,1034.4195,0.0,0.0,0.2
do every detail and it was then that I,1033.16,7.35,1036.835,0.0,0.0,0.3
made up my mind how to kill you what did,1037.089,8.421,1041.2995,-0.6908,0.0,-0.9
you say I said I was going to kill you,1040.51,8.43,1044.725,-0.6908,0.0,0.7
and I won't yell you can lift your voice,1045.51,5.83,1048.425,0.0,0.0,0.8
I'm gonna gag you remember that you,1048.94,3.45,1050.665,-0.34,0.0,-0.8
won't be able to peep your life for the,1051.34,3.48,1053.08,0.0,0.5,-0.7
Hank ship halfway down your first I must,1052.39,3.6,1054.19,0.0,0.04722222222222221,-0.7
have met think you can get away with,1054.82,3.24,1056.4399999999998,0.0,0.0,-0.7
this if I'm found injured you'll be the,1055.99,3.57,1057.775,-0.4019,0.0,0.7
first person they look for if you are,1058.06,5.04,1060.58,0.0,0.25,-0.7
found injured okay about now make a,1059.56,5.43,1062.275,-0.2023,0.5,0.3
bargain with you you'll set me free now,1063.1,3.3,1064.75,0.6249,0.4,0.4
and I'll go away to modern say nothing,1064.99,3.63,1066.805,0.0,0.2,-0.7
about all this nonsense although I could,1066.4,4.41,1068.605,-0.481,0.0,-0.7
prefer charges you know anything you're,1068.62,5.34,1071.29,-0.2732,0.0,-0.7
very against this isn't nonsense I'm in,1070.81,4.86,1073.24,0.3089,0.2,-0.7
deadly earnest I'll just try to scare me,1073.96,2.25,1075.085,0.0258,-0.2,0.6
that's all,1075.67,2.04,1076.69,0.0,0.0,0.2
oh no you were more scared later on I,1076.21,3.47,1077.945,-0.659,0.25,-0.7
said tubercle yeah you're going to die,1077.71,3.87,1079.645,-0.4019,0.0,-0.7
you're not going to like it one little,1079.68,5.08,1082.22,-0.2755,-0.1875,-0.7
bit missus a fool can't get away with,1081.58,4.95,1084.0549999999998,-0.4404,0.0,-0.7
murder nobody can but I'm going to,1084.76,3.42,1086.47,-0.431,0.0,-0.8
commit the perfect murder there's no,1086.53,4.26,1088.66,-0.25,1.0,-0.7
such thing oh yes that is the perfect,1088.18,3.9,1090.13,0.7506,0.5,0.8
man is the man that nobody ever hears,1090.79,2.88,1092.23,0.0,0.0,-0.7
about because nobody thinks it is,1092.08,3.18,1093.6699999999998,0.0,0.0,0.8
murdered that's impossible,1093.67,4.17,1095.755,-0.6597,-0.6666666666666666,-0.7
I admit it is a little difficult but I,1095.26,3.81,1097.165,-0.0525,-0.34375,0.3
wanna scheme it is good enough to be,1097.84,3.12,1099.4,0.4404,0.35,0.7
worth the risk and I think it's time to,1099.07,4.44,1101.29,-0.0516,0.3,0.3
think it out when I was in America and,1100.96,5.07,1103.495,0.0,0.0,0.2
you were with Vivian it's bound to be a,1103.51,4.68,1105.85,0.0,0.0,-0.8
hell and if it always is I won't you,1106.03,4.23,1108.145,-0.6808,0.0,0.6
have a lawyer and I know they'll be,1108.19,4.08,1110.23,0.0,0.0,0.4
applauding it somewhere and that floor,1110.26,3.36,1111.94,0.4767,0.0,0.7
lens on the gallows the sores you're,1112.27,2.85,1113.695,0.0,0.0,-0.7
standing there however that's where,1113.62,2.73,1114.985,0.0,0.0,0.2
you're going to help me don't talk,1115.12,2.67,1116.455,0.4019,0.0,-0.7
nonsense why should I help you for your,1116.35,3.48,1118.09,0.0,0.0,-0.7
own sake I'm going to tell you exactly,1117.79,4.41,1119.995,0.0,0.425,-0.9
how I propose to kill you and I promise,1119.83,4.8,1122.23,-0.5267,0.0,0.3
you if you can find one flaw in my,1122.2,4.26,1124.3300000000002,0.0,0.0,0.4
method one thing with one incriminate me,1124.63,5.96,1127.61,0.0,0.0,-0.7
I let you go any back hard I'm sorry,1126.46,6.47,1129.695,-0.1779,-0.2638888888888889,-0.7
they're really going through with it yes,1130.59,4.21,1132.695,0.4019,0.2,0.7
no joking aren't you,1132.93,3.01,1134.4350000000002,-0.1695,0.0,-0.7
it's a pity you're not a little more,1134.8,3.41,1136.505,-0.296,0.16458333333333333,-0.7
subtle you'd appreciate the situation,1135.94,5.22,1138.55,0.4019,-0.3333333333333333,0.4
another usually has to act alone you can,1138.21,3.7,1140.06,-0.25,-0.25,0.2
trust no one,1141.16,2.9,1142.61,0.2732,0.0,0.3
but in my method I have you to help me,1141.91,6.63,1145.225,0.5499,0.0,-0.8
weigh in considering every detail you,1144.06,5.59,1146.855,0.0,0.0,0.4
can't find a mistake,1148.54,2.76,1149.92,0.2584,0.0,0.7
and I have the comfort of knowing that,1149.65,3.21,1151.255,0.3612,0.0,0.2
my planners been approved by an astute,1151.3,4.32,1153.46,0.4215,0.55,0.7
Lloyd okay well I don't know where they,1152.86,4.71,1155.215,0.4588,0.5,0.2
want to fight me or to kill me whichever,1155.62,4.41,1157.8249999999998,-0.7906,0.0,-0.8
it is you won't gain your objective your,1157.57,4.44,1159.79,-0.4168,0.0,-0.7
wife isn't only interested in me but a,1160.03,3.93,1161.995,-0.1603,0.125,0.3
plenty of others too and you can't kill,1162.01,7.17,1165.595,0.5773,0.0,0.5
him order for such a mouse very clever,1163.96,7.23,1167.575,0.5095,0.10833333333333334,0.7
of you to get me to lose my temper it's,1169.18,4.74,1171.55,-0.6705,0.0,-0.7
true I tell you let me look at your,1171.19,7.17,1174.775,0.4215,0.35,0.5
cheap Miri alone,1173.92,6.96,1177.4,-0.25,0.4,0.2
nice still lucky it's only a surface,1178.36,4.62,1180.6699999999998,0.6808,0.3111111111111111,0.5
read nature take your dirty hands off me,1180.88,3.69,1182.725,-0.4404,-0.6,-0.7
and leave a telltale bruise on the cheek,1182.98,6.42,1186.19,-0.0516,0.0,-0.7
of your taking all this trouble that's,1184.57,5.64,1187.39,-0.481,-0.2,0.4
all right now,1189.4,3.06,1190.93,0.0,0.2857142857142857,0.4
now you lie still now I show you,1190.21,5.04,1192.73,0.0,0.0,0.5
something really interesting fun why,1192.46,5.03,1194.975,0.763,0.4,0.8
this is a little invention of my own,1215.57,8.38,1219.76,0.0,0.20625,0.7
I'll give you a demonstration it's quite,1218.96,5.62,1221.77,0.1027,0.0,0.2
I put the end of this tube in there I,1224.58,8.42,1228.79,0.0,0.0,0.7
then put the pillow slip over your head,1228.68,6.7,1232.03,0.0,0.0,-0.7
you're the open end tuck around your,1233.0,3.67,1234.835,0.0,0.0,0.4
neck can you hear me,1235.38,3.3,1237.0300000000002,0.0,0.0,0.2
then I put the free end of the tubing,1236.67,3.27,1238.305,0.5106,0.4,0.2
into the guest head over there and turn,1238.68,1.68,1239.52,0.0,0.0,0.2
on the gas,1239.94,3.48,1241.68,0.0,0.0,0.6
ahh you get the idea so she'll be able,1240.36,6.06,1243.39,0.0,0.5,0.5
to breathe quite now be sensible what,1243.42,7.05,1246.9450000000002,0.0,0.0,0.2
about you help me copper I'll do,1246.42,5.55,1249.1950000000002,0.4019,0.0,0.4
anything I'll leave the country for good,1250.47,3.45,1252.195,0.4019,0.7,-0.7
I never come back I'll give you an,1251.97,3.09,1253.515,0.0,0.0,-0.7
opinion I've got in the world,1253.92,4.53,1256.1850000000002,0.0,0.0,0.7
okay let me live you don't understand,1255.06,7.14,1258.63,0.2263,0.3181818181818182,0.4
Fenton I love you you just created the,1258.45,7.38,1262.14,0.7351,0.5,0.8
only precious thing I ever had now,1262.2,6.69,1265.545,0.5719,0.25,-0.7
listen it's how listen I will I'll help,1265.83,5.97,1268.8149999999998,0.4019,0.0,0.4
you I will I promise you good possibly,1268.89,4.17,1270.975,0.6369,0.35,0.4
you've noticed the flower vase I'd be,1271.8,2.76,1273.18,0.0,0.0,0.4
very careful not to hurt your Macchio,1273.06,3.23,1274.675,0.5674,-0.13,0.7
that's my used silk scarves too bad,1274.56,4.98,1277.05,-0.5423,-0.6999999999999998,-0.7
you're going to be a suicide and I put,1276.29,4.54,1278.56,-0.6705,0.0,0.3
your head in this pillowcase and turn on,1279.54,2.49,1280.785,0.0,0.0,-0.7
the guests are going to struggle and,1280.83,3.33,1282.495,-0.3182,0.0,-0.7
strain every muscle me about it now I'm,1282.03,3.42,1283.74,-0.0516,0.0,-0.9
gonna kill you in this room oh now I,1284.16,3.84,1286.0800000000002,-0.6908,0.0,0.4
just want you unconscious a nice tip off,1285.45,3.75,1287.325,0.4767,0.6,-0.7
the scars on your blood is still,1288.0,3.24,1289.62,0.0,0.0,0.3
circulating I don't want it to coagulate,1289.2,3.33,1290.865,-0.0572,0.0,0.4
and I get you to the kitchen where your,1291.24,2.12,1292.3,0.0,0.0,0.4
head in the guesser,1292.53,3.42,1294.24,0.0,0.0,0.2
Harlen then I leave the second the,1293.36,4.93,1295.8249999999998,-0.0516,0.0,0.2
unfinished letter by our side you began,1295.95,3.6,1297.75,0.0,0.0,0.7
writing the second letter than I stopped,1298.29,4.11,1300.345,-0.2263,0.0,0.7
you do remember yes yes I remember,1299.55,3.84,1301.47,0.6597,0.0,0.6
Vivian darling I love you but I realized,1303.39,3.96,1305.37,0.6124,0.5,0.7
to deliver your feelings out for me now,1306.21,3.12,1307.77,0.0,0.0,0.8
you still love your husband and always,1307.35,4.11,1309.405,0.6369,0.5,-0.9
will I cannot bear to be near you and,1309.33,4.02,1311.34,0.0,0.1,-0.7
know that you can never be mine if what,1311.46,4.47,1313.695,0.0,0.0,0.0
I'm about to do may seem carda to you it,1313.35,4.71,1315.705,0.0,0.0,0.3
is the only way out that's why I stopped,1315.93,3.6,1317.73,-0.2263,0.0,-0.7
you any suggestions,1318.06,4.37,1320.245,0.0,0.0,0.2
never think I once give it time to think,1319.53,5.61,1322.335,0.0,0.0,-0.7
nobody can make me the perfect that must,1322.43,4.84,1324.85,0.5719,1.0,0.4
be applauded somewhere there must be go,1325.14,6.72,1328.5,0.3612,0.0,0.7
ahead think I cut yours anything wrong,1327.27,8.73,1331.635,-0.6369,-0.5,0.2
Oh what do you say when you're doing,1331.86,5.37,1334.5449999999998,0.0,0.0,0.4
this evening if a questioner,1336.0,3.9,1337.95,0.0,0.0,0.2
oh that's easy arrived in London by air,1337.23,4.65,1339.555,0.4404,0.43333333333333335,0.4
I reported my office telephoned Vivian,1339.9,4.43,1342.115,0.0,0.0,0.6
she was out so I don't alone,1341.88,5.0,1344.38,0.2509,0.0,-0.7
went straight home to bed anyway a man,1344.33,3.87,1346.265,0.2263,0.2,0.2
gone before somebody's head in the gas,1346.88,2.179,1347.9695000000002,0.0,0.0,-0.7
up and Kenny,1348.2,3.329,1349.8645,0.0,0.0,0.4
don't forget you're not proved they,1349.059,3.61,1350.864,0.1695,0.0,-0.7
won't find any drugs in you when they,1351.529,5.611,1354.3345,0.0,0.0,0.7
open you up fingerprints gloves motive I,1352.669,5.701,1355.5195,0.0,0.0,0.4
never met you I've never heard of you,1357.14,2.85,1358.565,0.0,0.0,-0.7
never knows that I've found out about,1358.37,2.12,1359.4299999999998,0.0,0.0,-0.7
somebody must have seen you come in here,1360.49,3.4,1362.19,0.0,0.0,-0.5
I hadn't taken care of that I should be,1362.39,7.23,1366.005,-0.3875,0.0,-0.7
enough marks on my wrists silk scarves,1363.89,12.24,1370.01,0.0,0.0,0.2
any other suggestions well good-bye,1369.62,8.73,1373.985,0.2732,-0.125,-0.7
Fenton you were a bit of a failure as a,1376.13,5.07,1378.6650000000002,-0.5106,-0.3166666666666667,0.6
lawyer I'm glad my life in defending our,1378.35,5.299,1380.9995,0.4588,0.5,0.7
big-big you see there's nobody here,1549.49,5.85,1552.415,0.0,0.0,0.3
darling relax what I don't see is why,1557.019,4.54,1559.289,0.7717,0.0,0.4
you've got a key to his flat if there,1560.24,3.21,1561.845,0.0,-0.0125,0.4
was really nothing between you it's no,1561.559,3.901,1563.5095,-0.296,0.2,-0.7
use my pretending Jimmy you're right,1563.45,4.74,1565.82,0.1027,0.2857142857142857,0.7
there was something between us but it's,1565.46,5.25,1568.085,0.0,0.0,-0.7
all over now I haven't seen him or,1568.19,4.439,1570.4095,0.0,0.0,-0.7
spoken to him since I met you and you,1570.71,4.349,1572.8845,0.0,0.0,-0.7
expect me to believe that you must Jimmy,1572.629,3.361,1574.3094999999998,0.0,0.0,0.2
because it's true,1575.059,2.641,1576.3795,0.4215,0.35,0.8
do you think I'd come up here tonight if,1575.99,3.569,1577.7745,0.0,0.0,0.3
it wasn't you wouldn't have come at all,1577.7,4.62,1580.01,0.0,0.0,0.7
if I hadn't made you cross not I'm gonna,1579.559,5.161,1582.1395,0.0,0.0,-0.7
try and cover it up naturally I didn't,1582.32,4.14,1584.39,0.0,0.1,-0.7
want you to know I hadn't found that key,1584.72,4.049,1586.7445,0.0772,0.0,-0.7
in your bag II wouldn't I tell you what,1586.46,8.969,1590.9445,0.0,0.0,0.7
do you know I'm glad you know the truth,1588.769,9.12,1593.329,0.6486,0.5,0.3
now I don't want there to be any secrets,1595.429,3.12,1596.989,-0.0572,0.0,0.5
between us,1597.889,3.201,1599.4895,0.0,0.0,0.5
it's far too important to me for that,1598.549,4.891,1600.9945,0.2023,0.25,0.8
and anyway it's not a crime to have had,1601.09,4.059,1603.1195,0.431,0.0,0.2
an affair and then found out that you,1603.44,3.05,1604.965,0.0,0.0,-0.7
made a mistake,1605.149,3.421,1606.8594999999998,-0.34,0.0,-0.5
you know why I wanted to be certain,1606.49,3.039,1608.0095,0.2732,0.21428571428571427,0.7
