text,start,duration,time_midpoint
goodbye and God speed you I am but his,818.36,6.67,821.695
I'd rather eat the bills scum from an,859.199,3.521,860.9594999999999
African slaver Adam don't let that,860.72,4.039,862.7395
temper get you the Lash again if I must,862.72,3.799,864.6195
hang I'll hang but I'll go to the Gallas,864.759,4.44,866.979
with clean guts at least hey you what,866.519,4.88,868.9590000000001
kind of stinking maggots meat is this,869.199,4.44,871.419
wers bers there's that dainty crumb,871.399,4.161,873.4795
Mercy complaining about the taste of the,873.639,4.64,875.9590000000001
king's Bounty again watch it Bounty,875.56,4.399,877.7594999999999
Bounty me ey the king's allowance is,878.279,3.36,879.959
Thro a day for food not mucked from the,879.959,3.921,881.9195
sees of White Chapel making trouble,881.639,4.681,883.9795
again ain't Mercy I'm asking only what a,883.88,6.959,887.3595
man's legally entitled to here smell,886.32,6.05,889.345
here you Governor what sort of a kingdom,907.88,4.959,910.3595
is this where a man's condemned before,910.6,3.919,912.5595000000001
he's heard and starved before they hang,912.839,4.841,915.2595
him who's that quarrelsome fell Adam,914.519,5.041,917.0395
Mercy he was taken in a pate Ship by his,917.68,4.24,919.8
Majesty's frigate wasp he's always,919.56,3.92,921.52
escaping so that's why we keep him in,921.92,4.12,923.9799999999999
Chains he's got a liting of tigers's,923.48,4.12,925.54
po this ain't exactly a flower garden is,929.8,5.279,932.4395
it oh forgive me gther these are two of,932.68,5.599,935.4794999999999
me officers Mr Bo Governor lers Mr,935.079,5.801,937.9794999999999
Lorenzo Governor,938.279,4.68,940.619
lers Spanish,940.88,6.199,943.9795
blood a pretty lot of Sinners capan do,942.959,5.921,945.9195
you think there is anyone down there,947.079,4.641,949.3995
knows us I hope not Governor would you,948.88,4.36,951.06
be good enough to tell them what we're,951.72,2.239,952.8395
for give heed you you Vermin here's news,953.959,7.521,957.7194999999999
to your advantage is the hangman dead,959.079,4.961,961.5595
then out with it then Jack nasty face is,961.48,4.359,963.6595
it that a mother's turn into an honest,964.04,4.479,966.2795
woman Silence You mutinous dogs if,965.839,4.56,968.119
another man speaks I'll Trice him up by,968.519,4.44,970.739
the thumbs and Flame,970.399,6.481,973.6395
Roar Governor is that the way to win the,972.959,6.44,976.179
love of these unfortunate,976.88,5.84,979.8
gentlemen now then me bullies would you,979.399,6.281,982.5395
rather do The Gallows dance and hang in,982.72,5.039,985.2395
Chains till the crows pick your eyes,985.68,3.36,987.3599999999999
from your rotting,987.759,4.841,990.1795
skulls or would you feel the roll of a,989.04,6.4,992.24
stout ship Beneath Your Feet,992.6,6.479,995.8395
Again I a vessel the adventure Galley,995.44,6.68,998.7800000000001
and the King's commissioned a sailor and,999.079,5.24,1001.699
for those who show a loyal and a stout,1002.12,6.92,1005.58
heart there's a royal pardon in the,1004.319,4.721,1006.6795
offing which of you knows the Waters of,1009.44,5.68,1012.2800000000001
Madagascar I,1013.079,6.601,1016.3795
do would you have him unlock governor,1015.12,8.0,1019.12
water unlock,1019.68,3.44,1021.4
him look here then I want men with iron,1023.88,6.88,1027.32
in their blood and steel in their Senus,1027.36,5.36,1030.04
and the first up here is the first,1030.76,4.079,1032.7995
enlisted Governor if your wers ready,1032.72,3.0,1034.22
would you be good enough to have them,1034.839,3.881,1036.7794999999999
lower the ropes lower,1035.72,11.68,1041.56
here they come make ready,1055.0,3.0,1056.5
Lads lay your hands down there I'll make,1064.919,4.681,1067.2595000000001
man other one,1071.64,3.44,1073.3600000000001
now thanks,1076.88,3.52,1078.64
next one come,1091.039,2.801,1092.4395
on name Peter Shao Peter Shao regardless,1096.799,6.76,1100.179
of the fact that I'm your captain you,1101.4,4.72,1103.76
will always address a gentleman as C,1103.559,7.081,1107.0995
come I sir make your,1106.12,4.52,1108.3799999999999
boy name Adam Merc oh so it's,1117.52,5.36,1120.2
you Mercy that's a comical handle for a,1122.96,5.88,1125.9
blade of Fortune Mercy it's also,1125.96,5.0,1128.46
something the world needs more of fire,1128.84,3.719,1130.6995
and death a philosopher you speak,1130.96,4.12,1133.02
cultured will you by any chance stable,1132.559,6.401,1135.7595
boy to a Noble House perhaps,1135.08,6.04,1138.1
I was also master gunner to a Buccaneer,1138.96,5.32,1141.6200000000001
you may have heard of Captain Avery,1141.12,6.12,1144.1799999999998
Aver's master,1144.28,5.399,1146.9795
gunner we've need of a master gunner Mr,1147.24,4.88,1149.68
Bo and from what I've heard uh Avery was,1149.679,4.921,1152.1395
a shrewd hand at picking,1152.12,5.28,1154.76
him the bir's yours for as long as you,1154.6,6.28,1157.74
can handle it I can handle it swivel gun,1157.4,5.04,1159.92
a long time I'll forit a guinea for,1160.88,3.799,1162.7795
every mess you forit your neck if you,1162.44,4.8,1164.8400000000001
miss while you're on my ship Make Your,1164.679,5.561,1167.4595000000002
and you can,1171.28,6.0,1174.28
write we'll give you a nice bath you,1173.4,6.0,1176.4
draw a uniform befitting the master,1177.28,6.639,1180.5995
gunner on board next man name bom you,1179.4,8.2,1183.5
blue and sirom you,1183.919,7.081,1187.4595000000002
living make your,1187.6,3.4,1189.3
he's over there,1217.36,5.57,1220.145
sir thanks man that's all sir our compl,1224.799,5.641,1227.6195
poy I thought you yes you thought I was,1233.32,5.479,1236.0594999999998
dead I can hardly believe my eyes you,1247.36,4.48,1249.6
mean you don't want to believe them a,1250.32,3.719,1252.1795
comec Mr POI is that kind or is that,1251.84,4.36,1254.02
fair as Fair as what you did that day,1254.039,4.321,1256.1995
you abandoned me on a behmer reef if you,1256.2,4.16,1258.28
please Mr POI it is not the time to talk,1258.36,4.6,1260.6599999999999
about that oh it's the time all right,1260.36,5.36,1263.04
unless you want me to know in which case,1262.96,6.0,1265.96
your present Voyage is over before it's,1265.72,6.72,1269.08
begun no no no no POI Mr Bo would you,1268.96,5.599,1271.7595000000001
take over please Mr Lorenzo take the,1272.44,5.98,1275.43
deck watch come to my,1274.559,12.48,1280.799
my heart bleeds when I think of one of,1304.72,4.52,1306.98
your delicate Constitution having to,1306.96,5.12,1309.52
fend for yourself on a coral reef Mr Po,1309.24,5.319,1311.8995
come off it,1312.08,2.479,1313.3194999999998
Kev I know why am Mar me for so there'll,1316.159,5.681,1318.9995000000001
be only three of you to share instead of,1320.039,5.681,1322.8795
four it's true a hostile wind did blow,1321.84,6.68,1325.1799999999998
us away from your Reef between friends,1325.72,4.559,1327.9995000000001
we might have sailed back did exactly,1328.52,4.159,1330.5995
what you would have done Mr POI so no,1330.279,6.841,1333.6995
more of your sentimental nonsense,1332.679,4.441,1334.8995
please now that we are four again what,1337.72,6.88,1341.16
then we're not,1341.0,9.559,1345.7795
four we're two boil and lenzo D,1344.6,8.959,1349.0794999999998
"clouds £20,000 a piece in their hands",1350.559,6.36,1353.739
would only be spent in sinful ways and,1353.559,6.0,1356.559
you propose to remove them from the path,1356.919,3.841,1358.8395
Temptation how a knife in the dark I'm,1360.76,6.48,1364.0
not a violent man Mr POI I detest,1364.88,4.2,1366.98
violence people have such an awkward,1367.24,5.08,1369.78
habit of getting in my,1369.08,3.24,1370.6999999999998
way I am an ambitious man Mr POI and an,1372.72,6.839,1376.1395
ambitious man and if he be bold enough,1377.159,5.081,1379.6995000000002
can carve himself a,1379.559,5.681,1382.3995
kingdom I'm going to be a lord my,1382.24,5.6,1385.04
friend and that for a commoner like,1385.24,5.039,1387.7595000000001
myself takes a deal of,1387.84,6.16,1390.9199999999998
money and that's why there could be to,1390.279,4.841,1392.6995
share before we raise old England again,1395.12,7.0,1398.62
you cold gutted shark,1398.96,6.44,1402.18
flatterer I'm that's your back again Mr,1406.64,6.08,1409.68
POI you have no idea how gratifying it,1409.52,7.399,1413.2195
is to have a congenial soul to confide,1412.72,6.64,1416.04
you oh there's something I ought to tell,1419.36,5.76,1422.24
you I have left with a TR a sealed,1422.6,4.88,1425.04
letter containing an exact and complete,1425.12,4.679,1427.4595
account of certain previous happenings,1427.48,4.64,1429.8
only to be opened in case just in case,1429.799,5.281,1432.4395
of course you should happen to return to,1432.12,6.679,1435.4595
England without me of course my dear,1435.08,8.56,1439.36
fellow very sensible of you now I know,1438.799,7.081,1442.3395
you'll have a happy,1443.64,5.68,1446.48
Voyage I shall,1445.88,3.44,1447.6000000000001
too I look up my,1459.32,3.68,1461.1599999999999
gentlemen the toast to the king and,1534.399,5.041,1536.9195
since proposing it is the privilege of,1537.48,4.36,1539.66
the youngest present the honor Falls to,1539.44,4.64,1541.76
Mercy Mr Mercy we're waiting no sir,1546.48,5.319,1549.1395
since I have little love for the king,1550.2,3.079,1551.7395000000001
I'll neither propose his health nor,1551.799,4.76,1554.179
drink it nevertheless you are on a king,1553.279,5.201,1555.8795
ship kingship of the Devils it's all the,1556.559,5.401,1559.2595
same to me sir I owe him nothing you owe,1558.48,5.72,1561.34
him your neck Mr Mercy if it were not,1561.96,5.439,1564.6795
for his Bounty you'd be dancing daintily,1564.2,6.199,1567.2995
on air at whopping I owe my reprieve to,1567.399,5.201,1569.9995
you Captain so to you I'll drink in,1570.399,5.481,1573.1395
gladly but not to William you stand up,1572.6,5.319,1575.2595
and drink to his Majesty's Health as a,1575.88,4.72,1578.24
king's officer should or by fire and,1577.919,4.721,1580.2795
Flame I'll have you ship back to nug on,1580.6,5.0,1583.1
the first vessel we,1582.64,2.96,1584.1200000000001
Gentlemen The King The,1591.919,4.12,1593.979
King let kill,1616.0,5.44,1618.72
curious do you suppose his majesty put,1618.6,5.679,1621.4395
him on board to spy us out well we found,1621.44,5.64,1624.26
him chained to a pillar at nug it,1624.279,4.4,1626.479
wouldn't be too hard for the king to,1627.08,4.04,1629.1
plant him there yes but why would he,1628.679,5.321,1631.3395
speak so openly against the king your,1631.12,5.559,1633.8995
wits are even duller than usual Mr,1634.0,5.08,1636.54
Lorenzo have you never heard of the,1636.679,4.88,1639.1190000000001
serpent that takes the color of its,1639.08,4.719,1641.4395
background the better to,1641.559,4.961,1644.0394999999999
Shadwell yes,1646.52,6.399,1649.7195
sir you have a knowledge of Highborn,1650.08,4.68,1652.4199999999998
people and those at the court shed will,1652.919,5.081,1655.4595000000002
have you ever seen Mr Mercy before not,1654.76,5.56,1657.54
before this void sir he's as high of,1658.0,4.84,1660.42
spirit as a gentleman of quality I like,1660.32,5.52,1663.08
him uh would you find out who he is and,1662.84,6.12,1665.8999999999999
where he comes from as you wish her,1665.84,4.52,1668.1
night good evening,1692.76,4.88,1695.2
Shadel excuse me sir but you sea fair in,1694.84,4.24,1696.9599999999998
men always seem to be looking at,1697.64,4.0,1699.64
something that I never can see we are,1699.08,4.199,1701.1795
looking for something just over the,1701.64,4.32,1703.8000000000002
horizon you know sir I recognized you,1703.279,5.041,1705.7995
for gentleman The Moment I Saw You,1705.96,5.599,1708.7595000000001
what are you a valid doing at se the,1708.32,6.44,1711.54
captain employed me to make him socially,1711.559,5.081,1714.0995
acceptable,1714.76,4.799,1717.1595
sir I'm afraid we are too far out for me,1716.64,5.96,1719.6200000000001
to swim back but if I can be of service,1719.559,6.441,1722.7794999999999
to you sir did the captain send you here,1722.6,7.72,1726.4599999999998
yes sir why he wants to know who or what,1726.0,8.0,1730.0
you are sir who do they think I,1730.32,6.839,1733.7395
am possibly his pie placed on board by,1734.0,7.32,1737.66
his Majesty they seemed uneasy to,1737.159,8.24,1741.279
H this uh this Captain kid how long have,1741.32,5.56,1744.1
you known him have you sailed with him,1745.399,7.52,1749.1589999999999
before Oh no sir all I know is he's uh,1746.88,10.639,1752.1995000000002
well among other things a merchant,1752.919,7.401,1756.6195
Captain a spy that's strange why should,1757.519,6.121,1760.5795
they be afraid to be spyed,1760.32,9.0,1764.82
on good night Shon good night s,1763.64,5.68,1766.48
who is he where's he from he's a nobody,1776.799,5.72,1779.6589999999999
sir he was employed by persons of,1780.039,4.401,1782.2395
quality where he learned his speech and,1782.519,4.88,1784.959
his manners,1784.44,2.959,1785.9195
oh what about that dinero that we buried,1793.84,4.679,1796.1795
in the cave good as it there let's get,1796.559,3.881,1798.4995
it and get it back where we can spend it,1798.519,5.121,1801.0795
that stays where it is for a while why,1800.44,5.76,1803.3200000000002
we've got a fatter prize sailing right,1803.64,5.12,1806.2
into our pockets,1806.2,5.0,1808.7
now here's our present,1808.76,4.519,1811.0194999999999
position here's,1811.2,6.079,1814.2395000000001
Madagascar here's Kut in June the great,1813.279,7.52,1817.039
gallion the queda merchant sails from,1817.279,7.64,1821.099
Calicut to England we should meet her,1820.799,7.961,1824.7794999999999
about here she stuffed from ke to,1824.919,5.64,1827.739
gunnels with treasure to the value of,1828.76,3.2,1830.36
million and we are to give her safe,1831.96,6.559,1835.2395000000001
Passage through the Pirate,1835.76,5.519,1838.5194999999999
Seas by uh safe passage you mean where,1838.519,4.841,1840.9395
to take her captain no no no don't be,1841.279,4.161,1843.3595
greedy Mr poy I grant that most of what,1843.36,4.08,1845.3999999999999
inner may find its way into our pockets,1845.44,3.92,1847.4
but let's be fair the king poor,1847.44,4.599,1849.7395000000001
gentleman will expect something but,1849.36,6.88,1852.8
however we do it it must be done legal,1852.039,7.64,1855.859
like and and honest stick to ways you're,1856.24,6.0,1859.24
familiar with why you pox rattled,1859.679,4.12,1861.739
villain I can be as honest as any man if,1862.24,6.08,1865.28
I have the incentive who yes my Lord,1863.799,7.36,1867.479
Blaine Lord Blain's name is not to be,1868.32,5.52,1871.08
mentioned Among Us Mr poy he's dead so's,1871.159,4.921,1873.6195
his crew and so's ours and there's none,1873.84,4.16,1875.9199999999998
outside this cabin that knows what,1876.08,5.479,1878.8194999999998
became of them and if you all enjoy,1878.0,8.159,1882.0795
living you will remember that,1881.559,7.72,1885.4189999999999
well here's to our meeting with the,1886.159,6.12,1889.219
Quida Merchant qua Merchant qu merant qu,1889.279,5.64,1892.099
Merchant God bless her God bless her,1892.279,3.601,1894.0795
yours love,1894.919,20.91,1905.374
for wind fresh from West nor West sir,1946.08,5.319,1948.7395
course snow East by East night dark but,1949.32,5.199,1951.9195
clear very well Mr,1951.399,3.12,1952.9589999999998
V down it's Mr B and the handman,2002.0,6.96,2005.48
dead if I find the man that's,2017.48,5.76,2020.3600000000001
responsible for this I'll hang,2019.6,3.64,2021.4199999999998
him fish the yard and reset,2024.08,4.439,2026.2994999999999
it what do you suppose happen,2034.559,6.351,2037.7345
someone's been tampering with these,2038.399,5.731,2041.2645
lines we are gathered together to Bid,2060.679,8.48,2064.919
Farewell to a gallant Seaman and a stout,2063.919,8.081,2067.9595
comrade here was a man,2069.159,5.92,2072.119
Shipmates whose heart the flinty,2072.0,6.04,2075.02
mountains could not match who always,2075.079,5.681,2077.9195
took better than he gave whose,2078.04,5.799,2080.9395
benevolence was such the orphans might,2080.76,5.8,2083.6600000000003
and the rich man's gold alike found,2083.839,4.361,2086.0195
refuge in his,2086.56,5.119,2089.1195
pocket a jealous Providence has removed,2088.2,6.76,2091.58
him from our and I esteem it a privilege,2091.679,6.041,2094.6995
to commit his body to the Deep,2094.96,7.68,2098.8
we shall all mourn him I we shall mourn,2097.72,7.56,2101.5
him but take comfort my friends we shall,2102.64,7.52,2106.4
never see his like again rest in,2105.28,8.36,2109.46
peace pop him,2110.16,3.48,2111.8999999999996
over Pity Mr Mercy a great pity but the,2114.68,5.439,2117.3995
ship's work must go on move your gear,2117.56,4.72,2119.92
into poor Mr Bo's cabin you will take,2120.119,5.681,2122.9595
his place as Master as,2122.28,7.2,2125.88
sh don't tell me after all this time at,2164.359,5.041,2166.8795
se My in Revolt is not from the movement,2166.96,4.44,2169.18
of the vessel sides occasioned by the,2169.4,3.679,2171.2395
Endure the manners I say nothing off sir,2173.079,6.561,2176.3595
but I'm a dors man and when I find a,2176.88,5.0,2179.38
common ship Master the presumption to,2179.64,4.32,2181.7999999999997
copy himself the code of arms of one of,2181.88,4.68,2184.2200000000003
our best daure families can you wonder,2183.96,5.32,2186.62
if I'm physically upset whose Crest was,2186.56,5.64,2189.38
he copying credited or not sir the Blain,2189.28,6.4,2192.48
Crest are you certain perfectly sir,2192.2,6.08,2195.24
Crest is on a ring in his desk pardon me,2195.68,4.24,2197.7999999999997
sir I must joined the captain he's,2198.28,4.12,2200.34
inspecting the cast of pickled,2199.92,5.96,2202.9
deels with Mr,2202.4,3.48,2204.14
Mercy do your new duties include rubbing,2301.119,6.48,2304.359
my desk shoot me Captain and your head,2304.76,5.359,2307.4395000000004
goes with it I'm here by the king's,2307.599,6.161,2310.6795
orders so he did plant you on board do,2310.119,4.921,2312.5795000000003
you think he'd let a man sail with a,2313.76,2.48,2315.0
crew and you get cut throats and not,2315.04,3.76,2316.92
keep tabs on him and with good reason if,2316.24,5.0,2318.74
anything ever wak a piracy this does and,2318.8,5.76,2321.6800000000003
murder Captain Bo's death was no,2321.24,7.04,2324.7599999999998
accident by the way uh what ship was,2324.56,5.88,2327.5
sunk here the 12,2328.28,6.68,2331.6200000000003
apostles why the 12 apostles Mr,2330.44,7.44,2334.16
Mercy as's bla ring his name's on it and,2334.96,4.96,2337.44
he commanded the 12 apostles that'll,2337.88,3.6,2339.6800000000003
make interesting telling in London when,2339.92,4.6,2342.2200000000003
we get back Captain if you get back when,2341.48,6.119,2344.5395
I get back for if I,2344.52,3.079,2346.0595
don't on the other hand on the other,2348.8,5.799,2351.6995
hand what since a man doesn't exactly,2351.8,7.519,2355.5595000000003
Grow Rich in the king's pay oh h a,2354.599,8.881,2359.0395000000003
crooked Rogue so you have your price how,2359.319,6.441,2362.5395
much an equal share in what's buried,2363.48,4.24,2365.6
here share that with you I'll be hanged,2365.76,4.559,2368.0395000000003
if I do you'll be hanged if you don't of,2367.72,7.28,2371.3599999999997
all the slamy,2370.319,4.681,2372.6594999999998
blackards and if you do share Mr King's,2376.2,5.32,2378.8599999999997
Informer what guarantee is there that,2379.16,5.0,2381.66
you won't still turn evidence for the,2381.52,5.36,2384.2
crown if I go in with you I'm equally,2384.16,5.36,2386.8399999999997
guilty and if we are caught we hang,2386.88,5.32,2389.54
together but I can keep you from being,2389.52,5.88,2392.46
caught what more could you,2392.2,5.04,2394.72
you know Mr,2397.24,4.04,2399.2599999999998
Mercy I've wondered sometimes if ever,2398.64,5.28,2401.2799999999997
I'd meet a more unscrupulous blackard,2401.28,3.68,2403.1200000000003
myself and I have well let's be sensible,2404.96,8.2,2409.06
about this who knows we might be useful,2409.079,8.121,2413.1395
