text,start,duration,time_midpoint
annoyed on esteban is easily annoying,376.8,4.56,379.08
don't underestimate him andre i remember,379.039,4.481,381.2795
that in this race for glory's always,381.36,4.48,383.6
just behind you ready to ask you if you,383.52,4.48,385.76
should lose a single step i have learned,385.84,4.24,387.96
that if my wits are quick my feet will,388.0,4.24,390.12
be quick enough,390.08,5.76,392.96
you've learned something else today,392.24,3.6,394.04
why your sister's husband was sent to,395.919,4.241,398.0395
another world,397.52,2.64,398.84
one life is little enough to pay for all,401.52,6.16,404.59999999999997
ferrara so long as it's not mine,403.759,6.081,406.7995
you are a complete rogue,412.08,5.92,415.03999999999996
i need someone that can follow my mind,415.44,4.159,417.5195
who can keep his eyes fixed on the,418.0,3.199,419.5995
ultimate goal,419.599,4.081,421.6395
one kingdom,423.68,2.799,425.0795
jesuit borgia,426.479,4.401,428.67949999999996
think of a chief minister to a great new,429.039,3.521,430.79949999999997
kingdom what prize on earth could even,430.88,3.68,432.71999999999997
with but the great,432.56,5.28,435.2
know only one law,434.56,3.28,436.2
the outcome justifies the act,438.0,6.319,441.1595
have you the stomach for greatness,441.919,5.921,444.8795
the stomach and the appetite,444.319,5.841,447.2395
and bring me alfonso this this promise,447.84,4.4,450.03999999999996
to marry the crates here,450.16,4.319,452.3195
and i'll be certain of it,452.24,3.76,454.12
your lordship will find me a most,454.479,4.641,456.79949999999997
efficient cupid,456.0,3.12,457.56
try some of your shafts on my cousin,460.08,3.6,461.88
she's waiting for you,463.68,3.04,465.2
arrange the necessary passage just,488.24,4.76,490.62
oh angela my love i've been commissioned,504.479,4.801,506.8795
to leave immediately for ferrara,506.8,4.56,509.08
yes i know,509.28,4.319,511.43949999999995
it will take you away from me,511.36,4.559,513.6395
yet you're pleased only because the,513.599,5.961,516.5795
reward is great,515.919,3.641,517.7395
oh i love you,521.2,3.92,523.1600000000001
i love you andrea,522.88,5.04,525.4
but i don't trust you,525.12,4.8,527.52
you're too ambitious,527.92,3.44,529.64
if i'm ambitious it's only to make,529.92,3.44,531.64
myself worthy of your love,531.36,6.039,534.3795
for without your love i'm nothing,533.36,4.039,535.3795
what do you think of that,611.44,3.68,613.2800000000001
it's not signed,618.88,2.959,620.3595
would you paint it would be any better,620.16,3.679,621.9995
if it was signed leonardo da vinci which,621.839,4.321,623.9995
would be worth more never mind,623.839,3.761,625.7195
it's not for sale i need it in my,626.16,4.44,628.38
what do you think of this,634.24,2.96,635.72
it's not signed either it doesn't need,647.519,3.041,649.0395
would you sell it,650.56,2.8,651.9599999999999
i will uh risk uh 50 duplicates,658.399,5.44,661.119
i risked my life let,661.76,4.24,663.88
cesare borja pay for that he does in,663.839,3.361,665.5195000000001
opportunities,666.0,3.279,667.6395
how i die is his problem how i live is,667.2,4.72,669.5600000000001
my own uh 60. i'm a poor man on an,669.279,5.12,671.8389999999999
expensive mission 75 and that's my life,671.92,4.32,674.0799999999999
my lowest price is 100 ducats and only,674.399,4.56,676.679
out of love for you 90.,676.24,4.56,678.52
it's worth more than that to me i'll buy,678.959,2.731,680.3245
your painting,680.8,4.749,683.1745
what a moment,685.68,2.48,686.92
did you like,687.04,3.12,688.5999999999999
did you see your eardrums like an angel,688.16,4.32,690.3199999999999
from heaven to find you bargaining like,690.16,5.919,693.1195
a fish not for myself but for the client,692.48,6.56,695.76
oh then it's worth the price no doubt if,696.079,6.681,699.4195
beauty has a price,699.04,3.72,700.9
will you let me have this for a hundred,706.079,3.121,707.6395
accept it as a tribute to your own,710.48,3.84,712.4
you mean that you'll give me this,714.32,2.88,715.7600000000001
beautiful thing,715.839,3.68,717.6790000000001
if your highness would honor me,717.2,4.0,719.2
did you hear that and he doesn't even,719.519,3.041,721.0395
you have greatness of soul,722.56,4.399,724.7594999999999
i will hang it in a place of honor in my,725.04,4.08,727.0799999999999
own bedroom but we'll always recall your,726.959,4.0,728.959
generosity to me,729.12,4.8,731.52
and to my good husband,730.959,2.961,732.4395
well mr have you nothing appropriate to,737.279,3.041,738.7995
forgive my silence i,740.32,3.44,742.0400000000001
i was just thinking with envy and,742.399,4.161,744.4795
admiration of your husband,743.76,4.96,746.24
i was also deploring the fact that,746.56,3.76,748.4399999999999
while your highness has a memento of our,748.72,3.14,750.2900000000001
meeting i have nothing,750.32,4.16,752.4000000000001
you're not hinting for a gift in return,754.48,6.32,757.64
hinting is hardly the word for it,757.36,5.919,760.3195000000001
i will keep this as a saints relic,770.639,4.961,773.1195
in memory of the divine hand that wore,773.76,2.48,775.0
isn't it time you presented this,778.48,3.68,780.32
gentleman in magnificondry or silly,779.76,4.4,781.96
captain to his excellency duke treasure,782.16,4.5,784.41
and gorgeous,784.16,5.84,787.0799999999999
distant kinsmen,791.12,3.839,793.0395
my family is of naples my great uncle,792.639,4.481,794.8795
was raimundo or cine count of nola oh,794.959,3.281,796.5994999999999
now you please present me i have the,798.24,4.56,800.52
honor to present camilla,800.48,4.4,802.6800000000001
wife of his excellency marc antonio,802.8,4.719,805.1595
verano lord of titans,804.88,4.079,806.9195
who is very pleased to have exchanged,807.519,3.76,809.399
souvenirs with you but you do my husband,808.959,4.241,811.0794999999999
and me the honor of waiting on us oh,811.279,3.281,812.9195
unfortunately,813.2,4.96,815.6800000000001
i leave for ferrara you go at all,814.56,6.24,817.68
armed with an olive branch,818.16,6.119,821.2194999999999
a pleasant journey,820.8,3.479,822.5395
how long have you known this gentleman,830.959,3.201,832.5595
three years about what do you make of it,834.16,6.0,837.16
a soldier who knows art,837.92,5.76,840.8
and orsini are related to the orcini,840.16,6.16,843.24
the servant of the borders going alone,843.68,4.719,846.0395
to borges enemies,846.32,4.48,848.5600000000001
he has too many faces,848.399,4.721,850.7595
i find him interesting i hope you may,850.8,4.88,853.24
not find him dangerous man or not he,853.12,5.18,855.71
don't be a fool they'll be a fool,926.399,4.641,928.7195
to kill you if you kill me you'll never,928.959,6.12,932.0189999999999
know why i attacked you,931.04,4.039,933.0595
on your feet,945.759,2.561,947.0395
walk in front of me toward the light,948.56,4.04,950.5799999999999
oh a face like yours shouldn't be hidden,960.56,3.44,962.28
in the dark,962.8,2.8,964.1999999999999
it's beautiful,964.0,3.519,965.7595
been called everything but that,965.6,5.12,968.16
only by the unartistic,967.519,4.24,969.639
there's design in your face,971.759,6.0,974.759
a hundred twisted curves and angles,974.8,6.64,978.12
torch it into a pattern of exquisite,977.759,6.161,980.8395
you have evil and artistic hands,981.44,4.72,983.8000000000001
that face those hands your voice and,983.92,4.159,985.9995
manner of speaking,986.16,3.84,988.0799999999999
you are of course of gentle birth what,988.079,3.521,989.8394999999999
is my birth got to do with you i'd like,990.0,2.8,991.4
to know something about the people i,991.6,2.159,992.6795000000001
why rake over the past of a hired,993.759,3.921,995.7195
assassin because it may determine our,995.839,4.24,997.9590000000001
now tell me who employed you to,1001.519,3.44,1003.239
assassinate me,1003.04,3.76,1004.92
i never sell my wares until i know the,1004.959,4.401,1007.1595
price how much is your life worth,1006.8,3.68,1008.64
because that's all i promise to pay,1010.48,4.88,1012.9200000000001
now you're unarmed and i'm not squeamish,1012.959,5.68,1015.799
besides you deserve to die,1015.36,3.279,1016.9995
i'm waiting for a fresh topic of,1020.079,4.361,1022.2595
conversation,1021.44,3.0,1022.94
did i hear you said you've dusty paid,1025.199,4.401,1027.3995
you to draw my blood,1026.72,2.88,1028.16
in advance how much you were expensive,1029.76,4.799,1032.1595
they paid without bargaining yes you're,1032.319,6.76,1035.699
distinctly not wanted in ferrara,1034.559,4.52,1036.819
you know why,1039.52,2.559,1040.7995
i never cut a throat without knowing,1042.319,4.88,1044.759
whose it is or why i'm cutting it,1044.0,5.12,1046.56
the mere idea of a marriage between,1047.199,4.48,1049.439
alfonso destroy and lucretia borgia,1049.12,4.32,1051.28
blisters their pride,1051.679,5.521,1054.4395000000002
the ladies had too public a life,1053.44,3.76,1055.3200000000002
well having lost you one employment i,1058.559,3.441,1060.2794999999999
should find you another,1060.48,3.84,1062.4
it amuses me to think of entering,1064.32,3.68,1066.1599999999999
ferrara the master of the man who was,1065.919,3.841,1067.8395
hired to kill me,1068.0,3.76,1069.88
such insolence is stimulating but have,1069.76,4.08,1071.8
you thought of what will happen to me,1071.76,3.919,1073.7195
same thing that'll happen to me,1073.84,3.68,1075.6799999999998
we live or die together and i intend to,1075.679,3.681,1077.5195
i'll bear your service while the bond,1079.36,4.08,1081.3999999999999
lasts and warn you when i'm quitting,1081.12,4.64,1083.4399999999998
fair enough,1083.44,3.84,1085.3600000000001
what's the bed we leave in the early,1085.76,4.919,1088.2195
morning for ferrara,1087.28,3.399,1088.9795
there's a fine in at crispino,1107.44,4.4,1109.64
with a beautiful kitchen,1109.6,4.319,1111.7595
would your logic wish to spend the night,1111.84,3.28,1113.48
that's a prosperous looking farm,1115.12,3.52,1116.8799999999999
why shouldn't it be,1118.64,3.76,1120.5200000000002
that's the widow zappos,1120.16,4.399,1122.3595
why do you turn down your nose at it ah,1122.4,5.6,1125.2
to answer that would be really a story,1124.559,5.521,1127.3195
there was the father,1128.0,3.679,1129.8395
a blacksmith,1130.08,4.56,1132.36
and his good wife mona maria,1131.679,6.24,1134.799
they had a son who was more than bright,1134.64,6.159,1137.7195000000002
so the poor foolish parents saved their,1137.919,4.64,1140.239
money to send him to pardon to study,1140.799,4.0,1142.799
with the great masters some six years,1142.559,4.24,1144.6789999999999
ago he disappeared,1144.799,3.361,1146.4795
next we heard,1146.799,3.361,1148.4795
he had become abandoned down south in,1148.16,4.32,1150.3200000000002
the reynolds father's dead huh yes,1150.16,4.96,1152.64
almost two years they say from a broken,1152.48,3.6,1154.28
the old lady lives alone yes,1156.08,6.08,1159.12
and keeps her thoughts to herself,1159.039,5.52,1161.799
only the old woman and god know how much,1162.16,4.72,1164.52
gold she has hid away,1164.559,4.721,1166.9195
every dew cut of it stolen by her banded,1166.88,4.64,1169.2
where does she hide her gold,1173.039,4.64,1175.359
who knows where an old woman hides her,1175.36,3.36,1177.04
in pots buried in the earth in sugar,1178.72,5.68,1181.56
bowls under her bed in her skirts,1181.36,5.52,1184.12
women can find always places to confound,1184.4,3.76,1186.2800000000002
they spend their lives confounding us,1188.16,5.12,1190.72
we'll stop tonight at crespino,1190.72,5.959,1193.6995
yes your excellency,1193.28,3.399,1194.9795
what do you want,1231.28,13.53,1238.045
my goodness just like a gentleman,1260.159,6.561,1263.4395000000002
with a sword,1264.559,4.961,1267.0394999999999
and real furious,1266.72,5.12,1269.28
so beautiful,1269.52,4.08,1271.56
you're the one who's beautiful you,1271.84,3.68,1273.6799999999998
haven't changed a bit,1273.6,4.079,1275.6395
now thanks to you,1275.52,4.8,1277.92
for six years i worry and wait and wait,1277.679,4.161,1279.7595000000001
mina you're not going to waste our,1280.32,4.239,1282.4395
precious time schooling,1281.84,7.16,1285.4199999999998
how soon must you go sunrise,1284.559,4.441,1286.7794999999999
if only he could have waited i do well,1300.96,4.24,1303.08
now i assure you,1303.28,4.72,1305.6399999999999
right for you stop it,1305.2,5.52,1307.96
come sit down,1308.0,2.72,1309.36
do all painters wear swords and,1316.32,4.239,1318.4395
i live by a different art now,1320.559,3.441,1322.2794999999999
people call me the mother of a bandit,1324.0,4.64,1326.32
perhaps they're right but at least no,1326.64,4.159,1328.7195000000002
common bandit i work for one who dreams,1328.64,4.56,1330.92
of stealing all italy his name is chezry,1330.799,4.88,1333.239
why didn't you tell me that because you,1337.2,2.719,1338.5595
would have taken the money i sent you,1338.72,2.48,1339.96
and come to rome to see me are you,1339.919,2.88,1341.3590000000002
ashamed of your mother no but you'd,1341.2,3.76,1343.0800000000002
never found me why not well i have,1342.799,4.0,1344.799
another name now,1344.96,3.92,1346.92
names are important mamina to open,1348.88,4.159,1350.9595000000002
certain doors the one i took belongs to,1350.799,5.76,1353.679
the dead branch of a famous family,1353.039,5.12,1355.599
i can't tell you that yet but it's,1358.159,3.441,1359.8795
brought me good luck,1360.159,3.921,1362.1195
i am at home in many great palaces,1361.6,4.4,1363.8
there's a title in the offing a great,1364.08,3.52,1365.84
marriage the founding of a princely,1366.0,5.039,1368.5195
house what do you say to that,1367.6,3.439,1369.3194999999998
when you my son andreas,1373.6,4.959,1376.0794999999998
painted this madonna you were depending,1376.24,5.679,1379.0795
on yourself and the light god gave you,1378.559,5.6,1381.359
now to be a grand senior you depend on,1381.919,4.88,1384.3590000000002
sham and trickery,1384.159,4.561,1386.4395000000002
you don't understand,1388.72,4.56,1391.0
times have changed a new world is being,1390.799,3.521,1392.5595
sham and trickery are only weapons of,1394.32,3.44,1396.04
we live or die succeed or fail by only,1397.76,5.45,1400.485
one law the end justifies the means,1399.919,5.361,1402.5995
holy mother of god forgiving this,1405.28,4.0,1407.28
blasphemy stop him from following his,1407.2,4.56,1409.48
sinful path even if you must wither his,1409.28,5.48,1412.02
idiotic nonsense,1416.08,4.719,1418.4395
or i swear i'll never come here again,1417.919,5.681,1420.7595000000001
no do i want you to come back,1420.799,7.041,1424.3195
unless it be as my true son andrea,1423.6,6.0,1426.6
and i suppose you'll reject the money i,1427.84,4.319,1429.9995
send you to,1429.6,2.559,1430.8795
i don't want your money,1432.559,6.22,1435.6689999999999
forgive my son,1440.72,3.8,1442.6200000000001
reinforcing of the breach,1481.84,3.8,1483.74
my lord father,1486.64,3.36,1488.3200000000002
i've offset the softness of the bronze,1488.0,4.0,1490.0
your grace,1490.0,3.6,1491.8
one message of mighty belly requesting,1492.0,3.52,1493.76
the audience with your lordship bring,1493.6,4.319,1495.7595
dismiss these men return to the,1498.64,4.56,1500.92
boundaries,1500.72,2.48,1501.96
front back,1503.44,2.56,1504.72
this is a rare assassin,1511.6,3.8,1513.5
you bring me news,1519.6,2.959,1521.0794999999998
come closer,1525.52,3.24,1527.1399999999999
who is the man you bring with you,1529.36,4.88,1531.8
it's a long story my lord,1534.24,4.88,1536.68
then as your mission,1536.48,4.36,1538.66
answer is simple yes or,1539.12,4.72,1541.4799999999998
no i have the honor to present to your,1540.84,4.439,1543.0594999999998
excellencies,1543.84,4.319,1545.9995
the lord andrea orsini i am honored to,1545.279,5.121,1547.8395
be in the presence of your ex,1548.159,3.361,1549.8395
arrest this man,1551.52,3.72,1553.3799999999999
you will hang by the heels for this i,1557.6,3.92,1559.56
beg your lordship not to be offended by,1559.76,3.84,1561.68
mr bailey's regrettable failure you are,1561.52,5.519,1564.2794999999999
impudent sir shall we say tolerant,1563.6,5.439,1566.3194999999998
you will not live to return to your,1567.039,4.481,1569.2795
master one must be practical about these,1569.039,4.0,1571.039
things your grace,1571.52,3.84,1573.44
my lord chaser is forces six hundred,1573.039,4.721,1575.3995
lancers ten thousand foot,1575.36,4.319,1577.5194999999999
are even now within striking distance of,1577.76,4.08,1579.8
your peaceful duchy this is hardly the,1579.679,4.961,1582.1595
time for one to murder his emissary,1581.84,4.319,1583.9995
even if he had thought it necessary to,1584.64,2.96,1586.1200000000001
send one for other than the most,1586.159,3.601,1587.9595000000002
affectionate of reason,1587.6,4.64,1589.9199999999998
my lord father this visceral cine has a,1589.76,6.159,1592.8395
rare spirit then you enjoy it,1592.24,6.319,1595.3995
you are not welcome here mr rossini i,1595.919,4.561,1598.1995000000002
advise you to leave as quickly as,1598.559,3.281,1600.1995
guards back to your post,1601.84,5.28,1604.48
as for you mr belly comes with me and is,1604.24,4.48,1606.48
also under the protection of chaser,1607.12,2.88,1608.56
do not try my patience too far,1610.0,4.559,1612.2795
it's always best to do as my lord father,1612.72,4.559,1614.9995000000001
commands i beg a moment the lord,1614.559,4.081,1616.5995
i have long looked forward to this,1617.279,3.441,1618.9995
as a soldier to bow before your,1621.919,3.201,1623.5195
lordship's genius,1623.36,4.24,1625.4799999999998
your grace is a man of fame,1625.12,3.919,1627.0794999999998
the whole world waits with anxious,1627.6,3.92,1629.56
wonder for your next invention,1629.039,4.801,1631.4395
from highest castle to humblest hut the,1631.52,4.56,1633.8
question is ever the same,1633.84,4.079,1635.8795
what new type of cannon will the genius,1636.08,5.12,1638.6399999999999
alfonzo deste next devise,1637.919,4.321,1640.0795
because upon canon defends the future of,1642.24,3.6,1644.04
and upon war,1645.84,4.64,1648.1599999999999
depends the future of history,1647.279,5.921,1650.2395
who then can deny that history may well,1650.48,4.88,1652.92
nominate alfonso desti,1653.2,5.92,1656.16
as the greatest man of his age,1655.36,3.76,1657.24
you're a man of intelligence,1661.279,4.081,1663.3195
i'll show you something that'll make,1664.08,3.28,1665.72
your blood run cold,1665.36,3.52,1667.12
i'll show you something that'll make,1667.36,3.23,1668.975
yours run hot,1668.88,5.3,1671.5300000000002
who builds this first may well open the,1679.679,2.801,1681.0795
each of those tubes are gone,1682.48,4.4,1684.68
in each gun a shot,1684.799,3.681,1686.6395
all to be sent against the enemy in,1686.88,3.2,1688.48
rapid fire,1688.48,5.679,1691.3195
it is absolutely irresistible,1690.08,6.319,1693.2395
one hundred thousand ducats and that's,1694.159,4.561,1696.4395000000002
not all there's steel as well as gold in,1696.399,5.201,1698.9995
this dowry the lances of duke chaser,1698.72,4.4,1700.92
enough to protect the rights of ferrara,1701.6,3.679,1703.4395
against any state,1703.12,4.88,1705.56
but the supreme dowry is herself,1705.279,4.561,1707.5595
her beauty and the love she bears your,1708.0,2.96,1709.48
excellence,1709.84,2.4,1711.04
she's only seen me once then she was,1712.24,2.88,1713.68
little more than an infant childhood,1713.6,3.12,1715.1599999999999
impressions are the most lasting,1715.12,3.36,1716.8
especially when they are fed to maturity,1716.72,4.48,1718.96
by constant curiosity,1718.48,7.079,1722.0195
you are her first and only love,1721.2,4.359,1723.3795
i risk my life when i tell you this,1727.44,4.08,1729.48
but it was she who said to me one day,1729.84,3.12,1731.3999999999999
and i quote,1731.52,3.6,1733.32
it might very well be that alfonzo desti,1732.96,4.4,1735.16
with his brilliant mind,1735.12,4.32,1737.28
fits the role of italy's supreme ruler,1737.36,5.6,1740.1599999999999
better than my brother chasery,1739.44,4.959,1741.9195
one stroke of the pen my lord and you,1742.96,3.28,1744.6000000000001
have brought glory to ferrara and joy to,1744.399,4.241,1746.5194999999999
two hundred thousand,1748.64,4.8,1751.0400000000002
amend the document and sign the lord,1750.88,4.799,1753.2795
and i wager that your noble father is as,1753.44,4.959,1755.9195
unable to resist that heroic figure,1755.679,4.48,1757.919
as the beautiful lucrative is unable to,1758.399,5.081,1760.9395
resist yours,1760.159,3.321,1761.8195
i'm very very pleased with myself andrea,1777.12,6.08,1780.1599999999999
i'm a man of extraordinary fine,1781.039,5.76,1783.919
judgments so i tell you how i know this,1783.2,6.719,1786.5595
because i chose you to go to ferrara and,1786.799,4.801,1789.1995
you did well,1789.919,4.161,1791.9995000000001
remarkably well,1791.6,6.76,1794.98
i congratulate myself,1794.08,4.28,1796.22
this new problem,1811.039,4.481,1813.2795
will be more profitable for you,1813.12,4.72,1815.4799999999998
and more amusing,1815.52,4.96,1818.0
what you win is yours subjects to my,1817.84,4.64,1820.1599999999999
control of course,1820.48,3.76,1822.3600000000001
and it includes,1822.48,5.4,1825.18
a rare jewel,1824.24,3.64,1826.06
my garden is filled with beautiful women,1839.679,4.321,1841.8395
and you stand here like a brooding,1841.84,5.199,1844.4395
nemesis i was thinking good practice,1844.0,4.559,1846.2795
makes perfect,1847.039,2.721,1848.3995
i should listen now you might learn,1848.559,4.401,1850.7595
something come along,1849.76,3.2,1851.36
the obvious is always a deceitful,1853.12,3.2,1854.7199999999998
temptation in the world of practical,1854.799,3.041,1856.3195
affairs for example,1856.32,3.28,1857.96
the obvious solution to the problems i'm,1857.84,3.28,1859.48
about to present to you might be an,1859.6,3.76,1861.48
assassin's blade,1861.12,4.559,1863.3995
in the back of that,1863.36,4.159,1865.4395
gentle old man,1865.679,3.6,1867.479
as a matter of fact your good friend don,1867.519,4.721,1869.8795
esteban has already suggested it,1869.279,5.841,1872.1995
and i question its wisdom it has value,1872.24,4.64,1874.56
except that it's,1875.12,4.72,1877.4799999999998
now there is the jewel,1881.519,6.321,1884.6795
imagine all that beauty wasted on a,1887.84,6.0,1890.84
husband old enough to be a grandfather,1890.159,3.681,1891.9995000000001
spring in the lap of winter,1896.159,6.081,1899.1995000000002
which you're the man to correct that,1899.279,4.0,1901.279
we'll have to climb high to get to her,1903.279,5.12,1905.839
the duchy is an eagle's nest sitting,1906.0,5.039,1908.5195
atop a mountain,1908.399,3.841,1910.3194999999998
is there anything about what you're,1911.039,2.321,1912.1995
running for,1912.24,3.439,1913.9595
your plans for cheetah del monte very,1913.36,3.52,1915.12
i want it by next spring,1916.88,3.519,1918.6395
you launch your plans to invade the,1919.12,3.439,1920.8394999999998
marches in the summer you see captain,1920.399,4.321,1922.5594999999998
what a quick mind he has now where do we,1922.559,4.96,1925.039
start our conquest of chitta del monte,1924.72,4.0,1926.72
the husband,1927.519,5.64,1930.339
an old wall is more easily breached,1928.72,4.439,1930.9395
host has designated the noble,1952.0,3.44,1953.72
messerocini to be our guided mentor,1953.44,3.68,1955.28
while we're in rome,1955.44,3.76,1957.3200000000002
from what i know of the noble metro,1957.12,2.96,1958.6
there should be no one more competent to,1960.08,4.0,1962.08
guard us from evil than hate you've met,1961.84,4.559,1964.1195
before maloma,1964.08,4.88,1966.52
have we miss your sin,1966.399,4.64,1968.7189999999998
an unfair question madonna,1968.96,4.079,1970.9995000000001
i could play the gallant and answer,1971.039,3.681,1972.8795
yes a thousand times each time i've,1973.039,3.921,1974.9995
looked on beauty or i could be cautious,1974.72,4.079,1976.7595000000001
and sly and say that,1976.96,3.839,1978.8795
madonna's memory will guide my answer,1978.799,4.961,1981.2794999999999
you would not be easy to forget,1980.799,4.321,1982.9595
a man's ego demands that he be,1983.76,3.6,1985.56
completely remembered if ever met,1985.12,3.84,1987.04
therefore in self-defense i must assume,1987.36,3.12,1988.9199999999998
madonna means that,1988.96,2.7,1990.31
we have never met,1990.48,2.72,1991.84
there you have a perfect illustration of,1993.2,4.079,1995.2395000000001
the language of diplomacy somebody asked,1995.2,3.839,1997.1195
me now these two have never met and i,1997.279,4.321,1999.4395
assure you i couldn't answer yes or no,1999.039,4.721,2001.3995
does it really matter my lord of course,2001.6,4.4,2003.8
not making this all seen his pardon one,2003.76,3.919,2005.7195
meets and forgets thousands of people in,2006.0,3.519,2007.7595
the course of a lifetime,2007.679,4.48,2009.919
it is my pleasure as well as my duty,2009.519,4.321,2011.6795
to make our association in rome a,2012.159,4.4,2014.3590000000002
memorable one,2013.84,2.719,2015.1995
we came to rome for our soul's sake and,2017.6,3.919,2019.5594999999998
in god's keeping and we ask for no,2019.84,3.76,2021.72
better protection nevertheless it is,2021.519,3.681,2023.3595
gratifying to know that we have your,2023.6,3.919,2025.5594999999998
excellencies protection as well if only,2025.2,3.92,2027.16
against those who think themselves,2027.519,3.52,2029.279
beyond god's will but there's been no,2029.12,3.76,2031.0
link between us to create friendship and,2031.039,3.681,2032.8795
trust we must correct that we must,2032.88,3.679,2034.7195000000002
exchange ambassadors,2034.72,4.24,2036.84
well it's the only solution,2036.559,4.0,2038.559
i will appoint an ambassador before your,2038.96,3.599,2040.7595000000001
lordship leaves rome,2040.559,4.801,2042.9595
as a matter of fact i point him now,2042.559,5.441,2045.2794999999999
mr andrea orsini,2045.36,6.719,2048.7194999999997
one of the most amiable former young men,2048.0,4.079,2050.0395
we shall welcome you to our court as a,2053.359,4.0,2055.359
friend messer,2055.44,4.56,2057.7200000000003
i am dedicated to your senior service,2057.359,5.601,2060.1594999999998
from this moment on,2060.0,2.96,2061.48
the journey has been fatiguing,2063.28,4.0,2065.28
may we have your lordships permission to,2065.679,4.601,2067.9795
the problem suits you uniquely,2074.8,4.48,2077.04
it will not be easy,2077.44,3.36,2079.12
i will deliver to your magnificence,2079.28,3.52,2081.0400000000004
cheetah del monte and the loyalty of its,2080.8,4.799,2083.1995
people by spring to be taken by romantic,2082.8,6.24,2085.92
conquest we borders are not,2085.599,3.441,2087.3195
somewhere in between we'll worry about,2094.48,3.84,2096.4
her when the time comes,2096.56,3.519,2098.3195
you promised we would be married on his,2098.32,3.84,2100.2400000000002
return from marriage is a formality,2100.079,3.52,2101.8390000000004
which can be accomplished at any time,2102.16,4.56,2104.44
problems of state come first,2103.599,4.881,2106.0395000000003
is this agreeable to you,2106.72,5.96,2109.7
my lord demands i obey,2108.48,4.2,2110.58
our reason were there once you've made,2116.16,3.919,2118.1195
the old man's wife love you not not to,2118.079,3.76,2119.9590000000003
be too difficult for your aunts and,2120.079,3.601,2121.8795
barely to make a widow of her i'm told,2121.839,4.721,2124.1994999999997
he's quite a subtle rascal,2123.68,4.48,2125.9199999999996
excellent women are the gauge of a man's,2128.16,4.11,2130.2149999999997
you are an artist barely you have the,2135.28,4.64,2137.6000000000004
touch of the courtier the breeding of a,2137.359,4.081,2139.3995
gentleman you're born for great,2139.92,3.76,2141.8
enterprise white sits,2141.44,3.52,2143.2000000000003
you overrate me a thousand-fold no could,2145.76,5.52,2148.5200000000004
you have allied yourself with a more,2148.88,4.959,2151.3595
promising patron than,2151.28,4.799,2153.6795
captain orcini's,2153.839,4.0,2155.839
