text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
that what you say,982.74,3.839,984.6595,0.0,0.0,0.5,-0.17030200749335056,-0.11098051135820095,-0.1866802187631933
12 mile Reef,984.019,4.901,986.4695,0.0,0.0,0.5,-0.1702146079314785,-0.11056505416046872,-0.18568663153375992
we're going to pick the Glades Mike,986.579,4.38,988.769,0.0,0.0,0.6,-0.17009052852817008,-0.11003274047540898,-0.18442267071297205
what's the matter with you Mike you,988.92,4.32,991.08,0.0258,0.0,-0.7,-0.16995100508983813,-0.10949272917472551,-0.18315079928913683
forget the hook box who's scared of hot,990.959,5.401,993.6595,-0.5859,0.25,0.4,-0.16977756582773207,-0.10888406566547053,-0.18172965864060622
boats is I'm scared,993.24,5.519,995.9995,-0.4404,0.0,-0.7,-0.16960393095625131,-0.10832656619148404,-0.18043945109415818
we don't belong in the Glades who said,996.36,3.539,998.1295,0.0,0.0,-0.7,-0.16943228339715552,-0.1078147118082619,-0.17926447438219983
Tony you don't understand,999.899,3.661,1001.7295,0.0,0.0,-0.7,-0.16911243552752964,-0.10694019312315317,-0.1772780944375404
long time ago before you born you papa,1003.56,5.88,1006.5,0.0,-0.05,0.4,-0.16863030744782098,-0.10576334467596109,-0.17464666059230904
need plenty other greats we come to,1006.8,4.56,1009.08,0.0,-0.125,0.6,-0.16834152553180626,-0.10511844784574971,-0.1732247732921178
thought funny Englishmen go to Key West,1009.44,4.8,1011.84,0.4404,0.125,0.7,-0.16801055323873199,-0.10442208953593174,-0.1717052890218903
and they work the graves,1011.36,4.86,1013.79,-0.296,0.0,0.2,-0.16776286339043858,-0.103926103105432,-0.17063302296351532
in all days is a plenty sponges,1016.22,6.239,1019.3395,0.0,0.0,-0.7,-0.16699447126402467,-0.10249671308170244,-0.16758907892935848
any place you go not for everybody we,1019.339,4.86,1021.769,0.0,0.0,0.4,-0.16662817699672636,-0.10186273015905334,-0.16626083905269326
don't have no trouble,1022.459,4.921,1024.9195,-0.2337,0.1,0.2,-0.16612572634655465,-0.10103325939583067,-0.16454319899891723
but now all the beds are big,1024.199,6.421,1027.4095,0.0,0.0,0.6,-0.16570648885254277,-0.10037188385527593,-0.16318995847398493
is no sponge left except in deep water,1027.38,6.84,1030.8000000000002,-0.296,0.0,-0.7,-0.1651039193611719,-0.09946318597893036,-0.16135418428101422
like 12 mile Ray for or blades,1030.62,5.059,1033.1495,0.3612,0.0,0.3,-0.16466482522838755,-0.09882804608398321,-0.16008716550962873
but they can't,1034.22,3.959,1036.1995,0.0,0.0,-0.7,-0.16406920742485165,-0.09799697271901392,-0.15844923788918736
Englishmen whatever you call them he,1035.679,4.601,1037.9795,0.0,0.0,0.3,-0.1637086430279415,-0.09750855835281103,-0.15749716981179124
we are going to pick the glaze but Mike,1040.28,5.82,1043.19,0.0,0.0,0.5,-0.16260071888535024,-0.0960646692263768,-0.15472803254323098
if they catch us they're not going to,1043.52,5.52,1046.28,0.0,0.0,0.7,-0.16190846175189824,-0.09519855273575036,-0.15309946891230958
catch us why do you worry so much,1046.1,5.16,1048.6799999999998,-0.4404,0.2,-0.7,-0.1613536314210536,-0.09452086260759923,-0.1518421608928944
there are ten thousand little keys in,1049.04,4.5,1051.29,0.0,-0.09375,0.4,-0.16073393382026707,-0.09377899246229965,-0.15048282389647025
the Glades we start before the sun comes,1051.26,5.46,1053.99,0.0,0.0,0.7,-0.16007571003195403,-0.09300624864723411,-0.14908583551972854
up by noon we have finished at this work,1053.54,5.46,1056.27,0.0,0.0,0.6,-0.1595068624241289,-0.09234956592428067,-0.1479138241357497
and then we hide like a little mouse in,1056.72,6.48,1059.96,0.2023,-0.1875,0.4,-0.15856224959620702,-0.09127884308049279,-0.14603269933128285
his home two weeks we come home if we're,1059.0,7.2,1062.6,0.0,0.0,0.2,-0.15786919765327698,-0.09050685839957685,-0.14469935860764443
lucky if we're lucky Tony got the cross,1063.2,5.16,1065.78,0.6808,0.2222222222222222,0.6,-0.15701647326115772,-0.08957048733219912,-0.14310788126928628
didn't he the bishop blessed the boat,1066.2,3.96,1068.18,0.5994,0.0,0.2,-0.15636067972232773,-0.0888591636954945,-0.1419177899992106
didn't he how much more luck do we need,1068.36,3.9,1070.31,0.5095,0.5,-0.7,-0.15577036027781832,-0.08822457018116882,-0.1408698407129042
I'm gonna work bottom pop don't forget,1070.16,3.899,1072.1095,0.1695,0.0,0.4,-0.15526589599095017,-0.08768605379080127,-0.13999073565771097
you promise me I'm gonna find the most,1072.26,3.779,1074.1495,0.3182,0.5,0.8,-0.15468802175327862,-0.08707294500359263,-0.13900124904720465
beautiful sponges you ever saw oh whoa,1074.059,4.081,1076.0995,0.5994,0.6974697510607052,0.8,-0.15413004946108058,-0.08648430677017568,-0.13806266850101417
200 strings and you're going to pay me,1076.039,4.321,1078.1995,-0.1027,0.0,0.3,-0.15352345329436334,-0.08584759878487118,-0.13706003574121783
and my hand's going to stop each ah the,1078.14,3.18,1079.73,-0.296,0.0,0.7,-0.15307788005053893,-0.0853817543552703,-0.13633476051421517
first thing we're gonna do when we get,1080.36,2.58,1081.65,0.0,0.25,-0.7,-0.1525150538990541,-0.08479522373716358,-0.13543156551074106
home is kiss you off how do you like,1081.32,4.7,1083.6699999999998,0.6486,0.0,-0.7,-0.1519186239568377,-0.08417560680181907,-0.13448951021535402
that you old skin twist,1082.94,3.08,1084.48,0.0,0.1,-0.7,-0.1516783121274461,-0.08392642159780968,-0.1341141576831337
and sub the engine is too much noise,1106.34,7.8,1110.24,0.0,0.2,-0.7,-0.14384765671998545,-0.07579605151597159,-0.12297695022481071
is the safest place to break in no place,1111.22,4.12,1113.28,0.128,0.0,0.7,-0.14292001280739572,-0.0748116884914063,-0.12177589410251605
I remember up north 33 feet I go,1115.34,6.0,1118.34,0.0,0.0,-0.7,-0.14138531614248256,-0.07316236114228343,-0.11983565524963938
downstairs too long I get the bench if,1118.34,4.86,1120.77,0.0,-0.05,-0.7,-0.14065396471958425,-0.07236556663207752,-0.11893084005307512
they don't pack me in ice to freeze my,1121.34,4.68,1123.6799999999998,0.0516,0.0,-0.8,-0.1397840485605292,-0.07140743457509773,-0.11787083162762689
blood I be dead right now you can't,1123.2,5.16,1125.78,-0.6486,0.0428571428571428,-0.7,-0.1391602966099589,-0.07071337056273701,-0.11712169808601636
scare me I'm going down we'll see what,1126.02,4.2,1128.12,-0.4939,-0.1555555555555555,-0.7,-0.13846915773318189,-0.06993743138560338,-0.11630238583715109
do you mean we'll see you promised,1128.36,4.14,1130.4299999999998,0.3612,-0.3125,0.4,-0.13779084104258926,-0.06916884008078193,-0.11550935958491007
listen Tony we gotta get out of here,1130.22,4.14,1132.29,0.0,0.0,0.4,-0.1372474759310718,-0.06854812475229426,-0.11488209125064451
fast we got no time to pull around who's,1132.5,3.24,1134.12,-0.296,0.2,0.3,-0.1367152840084833,-0.06793583300642274,-0.11427465488573775
gonna fool around I'm gonna work bottom,1134.36,4.26,1136.49,-0.4404,0.0,0.5,-0.13602954530699776,-0.06714055750789108,-0.113502147683331
same as you you promised me pop I know I,1135.74,5.28,1138.38,0.3612,0.0,0.2,-0.13548546902038106,-0.06650451106123392,-0.11289744138784726
know I keep away from it you can go down,1138.62,4.14,1140.6899999999998,0.0,-0.1555555555555555,0.3,-0.13482377393589473,-0.06572493961893712,-0.11217186926293095
when we work up north you can't do that,1141.02,4.92,1143.48,0.0,0.0,0.0,-0.13402930903149354,-0.06478023499471103,-0.11131510428681997
to me pop you gave me a ward you said,1142.76,5.76,1145.64,0.0,0.0,-0.7,-0.13341771554245865,-0.06404653087241309,-0.11066632183729065
every sound like a bullet,1145.94,6.8,1149.34,0.3612,0.4,0.4,-0.13237694751994855,-0.06278512186884827,-0.10958396625098198
I might might look over there,1148.52,4.22,1150.63,0.0,0.0,0.2,-0.13201608025576927,-0.06234399272694383,-0.10921509700658565
oh mate I know like,1156.88,6.46,1160.11,0.3612,0.0,0.2,-0.12939435098366445,-0.05908175790095911,-0.1066354237822837
what you know like okay,1160.28,5.22,1162.89,0.5267,0.5,0.4,-0.1286351779153049,-0.058118539556418235,-0.10592156664010728
he don't fly just because he like to fly,1163.34,4.38,1165.53,0.3612,0.6974697510607052,0.6,-0.1279180815499909,-0.05720118734892006,-0.10526103431884666
something scared him,1165.5,4.98,1167.99,-0.4404,0.0,-0.7,-0.12725315443971844,-0.056344120540760184,-0.10466053101013735
oh he just finished feeding,1167.72,4.38,1169.91,0.0,0.0,0.4,-0.12673632635809826,-0.05567370712747362,-0.10420175069284207
he's going home,1170.48,6.8,1173.88,0.0,0.0,0.4,-0.1256734378481721,-0.05428347124051093,-0.1032801909395045
come on rig me I go down okay all right,1172.1,5.18,1174.6899999999998,0.1027,0.21005291005291,0.4,-0.12545750548965062,-0.05399917035573394,-0.10309658269328588
say what I tell you they don't care,1273.26,3.24,1274.88,-0.3875,0.0,0.4,-0.10015635596701655,-0.017718680830055865,-0.08933303138485892
how far out Mike is,1276.5,5.7,1279.35,0.0,0.1,-0.7,-0.09904523276172529,-0.01607568605555777,-0.08901188540730133
a couple hundred feet too far signals to,1279.44,5.4,1282.14,0.0,0.1,0.3,-0.09835038851143578,-0.015050339510774318,-0.08881879564611983
come up point four because I know like,1282.2,4.04,1284.22,0.3612,0.0,-0.7,-0.09783161522951415,-0.014286049060654157,-0.0886782911509631
to give a cigarettes,1284.84,5.209,1287.4444999999998,0.0,0.0,0.3,-0.09702598714544766,-0.013101503599725586,-0.0884659583192338
he's got Mike's house,1330.86,3.559,1332.6395,0.0,0.0,0.4,-0.08544833065652961,0.003403382544931586,-0.08592096349806222
not Johnny don't shoot they don't shoot,1337.72,4.42,1339.93,0.0694,0.0,0.4,-0.0835102526984049,0.006036953106208949,-0.08553364618043446
don't try any tricks or else chaperone,1340.1,4.439,1342.3194999999998,0.0951,0.0,-0.7,-0.08286955892281175,0.006897674805982062,-0.08540499892304175
too do like you say,1342.14,4.2,1344.24,0.3612,0.0,0.7,-0.08235256482527242,0.0075885301158220494,-0.08530075795522268
that's right,1344.539,2.941,1346.0095,0.0,0.2857142857142857,0.7,-0.0818745621833479,0.008224312813425987,-0.08520395006970533
let's do what I tell you and everything,1346.34,3.48,1348.08,0.0,0.0,0.8,-0.08131318697253566,0.008967301820690426,-0.08508963369829893
will be fine,1347.48,4.5,1349.73,0.2023,0.4166666666666667,0.7,-0.08086419746555272,0.009558649561260568,-0.0849976477117638
we want your sponges,1349.82,5.339,1352.4895,0.0772,0.0,0.5,-0.08011000066531385,0.010546109998432491,-0.08484185852862583
all of them why you not done,1351.98,6.5,1355.23,0.0,0.0,-0.7,-0.07935681057859431,0.011524824398089412,-0.08468446331935671
put down the gun put it down,1355.159,3.321,1356.8195,-0.34,-0.1555555555555555,-0.7,-0.07891799922426225,0.01209156633708447,-0.0845918309937338
pick the Glades and this is what you get,1399.559,3.421,1401.2695,0.0,0.0,0.3,-0.06596856048805053,0.027612958836719083,-0.08135794913042434
your Greeks ought to know better than,1401.419,2.88,1402.8590000000002,0.4404,0.5,-0.7,-0.06547789884588535,0.028154362243169688,-0.08121077070089253
coming to our Waters where do you get,1402.98,3.92,1404.94,0.0,0.0,0.2,-0.06483228266068225,0.028861551221982914,-0.08101389114083705
that stuff your water,1404.299,2.601,1405.5995,0.0,0.0,-0.7,-0.06462690456321017,0.029085281058543883,-0.08095048622989946
condition makes its own laws keep out of,1408.679,3.541,1410.4495000000002,0.0,0.6,-0.7,-0.06310492394337791,0.03072474094961058,-0.08046876188993406
The Glades the next time we bring you,1410.96,2.64,1412.28,0.0,0.0,0.4,-0.06252509059441488,0.031340778157755086,-0.08027966211678689
down to the water line you and Arnold,1412.22,3.36,1413.9,0.0,-0.1555555555555555,0.3,-0.06200942123064693,0.03188469914072126,-0.08010886399432986
bring the Gwyneth in let's go,1413.6,4.559,1415.8795,0.0,0.0,0.7,-0.061376075524673335,0.032547677698495064,-0.07989567872935217
anytime he's like The Glades,1415.58,4.02,1417.59,0.3612,0.0,0.4,-0.060825892671172284,0.03311908571902744,-0.07970740911242209
the same thing,1418.159,39.411,1437.8645,0.0,0.0,0.5,-0.05408922987425382,0.039781807662976634,-0.07716337586796526
hey long arm come here,1465.02,6.12,1468.08,0.0,-0.05,0.3,-0.04323584668565594,0.04929044683331223,-0.07210760103073871
look what Thomas has got,1468.02,6.38,1471.21,0.0,0.0,0.7,-0.04205051626621111,0.050243553789006856,-0.07148368461178525
me give me,1471.14,3.26,1472.7700000000002,0.0,0.0,0.5,-0.04145522059317819,0.05071620871923303,-0.07116507473977575
