text,start,duration,time_midpoint,vader,textblob,llama3
are you talking about I've never been,711.6,4.38,713.7900000000001,0.0,0.0,-0.7
happier in my life I love a Squall uh,712.86,4.74,715.23,0.8225,0.5,0.7
such a sad thing especially when the,715.98,3.24,717.6,-0.4767,-0.16666666666666666,-0.7
lovers are in love but there wasn't any,717.6,3.78,719.49,0.5859,0.5,-0.7
that was from good stuff you can't hide,719.22,4.619,721.5295,0.5296,0.7,0.7
it usually my Mary's so happy so gay,721.38,5.0,723.88,0.6948,0.32222222222222224,0.7
believe me,723.839,2.541,725.1095,0.0,0.0,0.7
how happy I am I'll dancing or even,735.5,4.899,737.9495,0.5719,0.8,0.6
stand on my head,738.12,4.32,740.28,0.0,0.0,0.4
all right now Igor we've all had a good,740.399,5.241,743.0195,0.4404,0.4928571428571428,0.7
cry play something cheerful,742.44,3.2,744.0400000000001,0.4215,0.4,0.6
catches my arms,831.26,4.019,833.2695,0.0,0.0,0.7
now is the time tactful but firm my boy,844.04,5.46,846.77,0.0,-0.2,0.7
and we'd better like both of them mind,853.16,4.96,855.64,0.6597,0.5,0.5
if I join you,856.74,5.039,859.2595,0.296,0.0,0.7
oh excuse me I I just remembered,858.12,6.06,861.15,0.0772,-0.05,0.2
something I've got to tell gusto,861.779,4.68,864.119,0.0,0.0,0.6
the subtle touch in case you don't get,864.18,4.32,866.3399999999999,0.0,-0.3333333333333333,0.4
it he wants us to be alone Mary I'm,866.459,3.481,868.1995,-0.25,0.2,0.4
sorry about all those phone calls just,868.5,2.31,869.655,-0.0772,-0.5,0.3
there is too much pepper I merely,873.0,3.3,874.65,0.0,-0.15,-0.7
mentioned the situation to the justices,874.86,2.94,876.33,0.0,0.0,0.2
this morning I didn't want them to call,876.3,2.4,877.5,-0.0572,0.0,-0.7
your attitude is so ridiculous it's not,878.7,6.72,882.0600000000001,-0.5009,-0.3333333333333333,-0.7
ridiculous jealousy is always ridiculous,881.82,5.16,884.4000000000001,-0.743,-0.3333333333333333,0.5
the three days I've been trying to tell,885.42,2.82,886.8299999999999,0.0,0.0,-0.7
you the reason we're not getting married,886.98,3.18,888.57,0.0,0.25,-0.7
is because I wasn't jealous gel it's,888.24,4.8,890.64,0.357,0.0,0.2
even more ridiculous no it isn't look,890.16,4.739,892.5295,-0.6453,0.08333333333333334,0.3
Philip when people have known each other,893.04,3.539,894.8095,0.0,-0.125,0.45
for a long time and have had a lot of,894.899,3.781,896.7895,0.0,-0.05,0.4
dates together there have to become a,896.579,4.141,898.6495,0.0,0.0,0.4
habit with each other I didn't realize,898.68,3.48,900.42,0.0,-0.125,0.4
that's what had happened to us until I,900.72,3.059,902.2495,0.0,0.0,-0.7
saw you with Miss Wentworth and,902.16,3.119,903.7195,-0.1531,0.0,0.6
discovered I wasn't the least bit,903.779,3.481,905.5195,0.0,-0.3,0.7
annoyed what's that supposed to prove,905.279,4.321,907.4395,-0.3818,-0.4,-0.7
just this a woman shouldn't marry a man,907.26,4.319,909.4195,0.0,0.0,-0.7
if she isn't at least a little bit upset,909.6,3.479,911.3395,-0.323,-0.24375,0.7
when he breaks a date with her and goes,911.579,3.181,913.1695,0.0,0.0,-0.7
out with another woman a beautiful woman,913.079,3.481,914.8195,0.5994,0.85,-0.8
and at the time I didn't even know it,914.76,3.3,916.41,0.0,0.0,0.3
was a business date Mary that's a,916.56,3.42,918.27,0.0,0.0,0.2
defense mechanism an unconscious,918.06,3.54,919.83,0.128,0.0,0.3
manifestation of your jealousy please,919.98,4.2,922.08,0.0,0.0,-0.7
Philip I've had a rough day the justices,921.6,6.0,924.6,0.0,-0.1,-0.7
Gustav you Paxton Paxton I didn't talk,924.18,6.12,927.24,0.0,0.0,-0.7
to anyone named Paxton well I did 23,927.6,4.979,930.0895,0.2732,0.0,0.2
times he insisted upon speaking to the,930.3,4.08,932.34,0.0,0.0,0.3
president all day long it was yes Mr,932.579,4.021,934.5895,0.4019,-0.05,0.6
Paxton no Mr Paxton I'm sorry Mr Paxton,934.38,3.959,936.3595,-0.3612,-0.5,0.2
no you may not speak to me Mr Paxton I,936.6,3.12,938.16,-0.296,0.0,-0.7
was dying to say you're a pain in the,938.339,4.381,940.5295,-0.5106,0.0,-0.7
neck Mr Paxton if it were up to Mia,939.72,5.46,942.45,-0.296,0.0,0.5
young lady do you know the meaning of,942.72,4.44,944.94,0.0,0.1,0.3
the word Bumble them,945.18,4.32,947.34,0.0,0.0,0.2
Bumble them young lady is the pomposity,947.16,4.679,949.4995,0.0,0.1,-0.7
of petty officials Little People in,949.5,3.66,951.33,-0.2023,-0.1875,-0.7
little jobs who think the world will,951.839,3.541,953.6095,0.0,-0.1875,0.3
stop turning without them I beg your,953.16,4.32,955.32,-0.296,0.0,-0.7
pardon you're just switchboard thinking,955.38,3.48,957.12,0.3182,0.0,0.3
that you have the right to decide who,957.48,2.76,958.86,0.0,0.2857142857142857,0.8
may or may not speak to the president,958.86,4.86,961.29,0.0,0.0,0.2
the fish Peddler for the tenth time is I,960.24,5.64,963.06,0.0,0.0,0.2
am not a fish Peddler and for the tenth,963.72,3.9,965.67,0.0,0.0,0.2
time Mr Paxton the president of the,965.88,3.42,967.59,0.0,0.0,0.2
United States is not interested in fish,967.62,4.8,970.02,0.1386,-0.125,-0.7
Paxton how do you do the president is,969.3,4.74,971.67,0.0,0.0,0.4
interested in his Navy isn't he well,972.42,3.0,973.92,0.223,0.25,0.4
what's the name he got to do with it no,974.04,3.78,975.93,-0.296,0.0,0.7
look here please it's his Navy that,975.42,4.26,977.55,0.3182,0.0,0.6
won't let me get near Coco panga at all,977.82,4.379,980.0095,0.0,0.1,0.7
to study my fish is what you just said,979.68,4.5,981.93,0.0,0.0,-0.7
intelligible to you Mr Paxton of course,982.199,3.541,983.9695,0.34,0.0,0.7
it is well then there's someone who can,984.18,2.58,985.47,0.2732,0.0,0.4
help you a lot more than the president,985.74,3.899,987.6895,0.4019,0.5,0.7
who a psychiatrist,986.76,5.879,989.6995,0.0,0.0,0.2
as an Arden admirer of the female sex,992.82,4.8,995.22,0.4215,0.0,0.7
may I say without a doubt that you are,995.459,4.021,997.4695,0.2755,0.0,0.7
the most insufferable specimen that has,997.62,3.6,999.42,0.0,0.5,-0.9
ever been my Misfortune to encounter,999.48,3.659,1001.3095,0.0,0.0,-0.7
you've said just about it that's all I,1001.22,4.08,1003.26,0.0,0.0,-0.7
intend to say except for one more thing,1003.139,4.62,1005.449,0.0,0.5,0.4
Miss number please I'll get through to,1005.3,4.08,1007.34,0.25,0.0,0.4
the president in spite of you and your,1007.759,4.281,1009.8995,-0.5267,0.0,0.4
bumbled up,1009.38,2.66,1010.71,0.0,0.0,-0.7
Mary who was there,1012.139,3.361,1013.8195,0.0,0.0,0.4
that's a man who's going to spend the,1014.06,5.42,1016.77,0.0,0.0,0.2
rest of his life in a telephone booth oh,1015.5,3.98,1017.49,0.0,0.0,-0.7
morning Mary how's the parking situation,1025.28,3.899,1027.2295,0.0,0.0,0.4
pretty good you won't have any trouble,1027.199,2.471,1028.4345,0.8104,0.25,0.7
this early,1029.179,1.921,1030.1395,0.0,0.1,0.2
if you're selling mackerel I don't want,1032.9,3.659,1034.7295,-0.0572,0.0,-0.7
any I've been waiting around to tell you,1034.699,4.021,1036.7095000000002,0.0,0.0,0.7
how sorry I am about last night all,1036.559,3.961,1038.5395,-0.0772,-0.25,-0.7
right you're sorry now if you're pardon,1038.72,3.479,1040.4595,0.25,-0.10714285714285715,0.2
me my behavior was inexcusable I,1040.52,3.24,1042.14,0.0,0.0,-0.7
couldn't sleep all night thinking about,1042.199,3.301,1043.8495,0.0,0.0,-0.7
it perhaps you better go home now and,1043.76,3.78,1045.65,0.4404,0.5,-0.7
try to get some sleep this is to tell,1045.5,4.559,1047.7795,0.0,0.0,0.3
you how sorry I am and this is to ask,1047.54,3.44,1049.26,-0.0772,-0.5,0.4
you to forgive me,1050.059,2.161,1051.1395,0.2732,0.0,0.7
