text,start,duration,time_midpoint,vader,textblob,llama3
you're telling everyone you know,318.56,6.32,321.72,0.0,0.0,-0.7
that i'm on your mind each place you go,321.759,5.841,324.6795,0.0,0.0,0.8
they can't believe that you're in love,324.88,5.28,327.52,0.6369,0.5,0.5
i have always placed you far,330.96,5.92,333.92,0.0,0.1,-0.7
i just can't imagine that you love,336.88,5.599,339.6795,0.6369,0.5,-0.7
and after all is said done to think that,342.479,8.0,346.479,0.0,0.0,0.2
i'm the lucky one i can't believe that,346.72,5.97,349.70500000000004,0.4215,0.3333333333333333,0.7
you're in love with me,350.479,6.05,353.504,0.6369,0.5,0.8
it wasn't much of a club really,361.12,4.16,363.2,0.0,0.2,-0.7
you know the kind a joint where you,363.28,3.52,365.04,0.5267,0.6,0.3
could have a sandwich and a few drinks,365.28,2.96,366.76,0.0,-0.2,0.4
and run interference for your girl on,366.8,4.16,368.88,0.0,0.0,0.7
the dance floor,368.24,2.72,369.6,0.0,0.0,0.4
i pondered the piano in there every,372.0,3.759,373.8795,0.0,0.0,0.7
night from eight until a place closed up,373.36,4.64,375.68,0.0,-0.1,-0.7
which usually meant four in the morning,375.759,6.081,378.7995,0.0,-0.25,0.5
a good job as jobs went in those days,378.0,3.84,379.92,0.4404,0.7,0.2
there was sue,385.68,3.04,387.2,0.0,0.0,-0.5
who made working there a little like,387.199,3.44,388.919,0.2975,-0.1875,0.3
working in heaven,388.72,3.84,390.64,0.5106,0.0,0.8
but how we felt about each other well,390.639,4.481,392.8795,0.3919,-0.125,0.4
that was nothing very unusual in that,392.56,4.24,394.68,0.0,0.26,0.2
i was an ordinary healthy guy and she,395.12,3.199,396.7195,0.4019,0.125,0.4
was an ordinary healthy girl and when,396.8,2.88,398.24,0.4019,0.125,0.2
you add those two together you get an,398.319,3.281,399.9595,0.0,0.0,0.5
ordinary healthy romance,399.68,3.84,401.6,0.743,0.125,0.7
which is the old story,401.6,3.039,403.1195,0.0,0.1,0.2
but somehow,404.639,3.741,406.5095,0.0,0.0,0.2
the most wonderful thing in the world,405.919,9.761,410.7995,0.6115,0.75,0.9
all in all i was a pretty lucky guy,415.68,4.6,417.98,0.7184,0.29166666666666663,0.7
mr patarovsky i presume it's beautiful,430.8,5.44,433.52,0.5994,0.85,0.7
you're going to make carnegie hall yada,433.919,3.28,435.559,0.0,0.0,0.7
as a janitor,437.199,3.601,438.9995,0.0,0.0,0.2
i'll make my debut in the basement i,438.88,3.759,440.7595,0.0,0.0,-0.7
don't blame you for being bitter darling,440.8,3.76,442.68,0.4653,-0.1,0.4
but you mustn't give up hope,442.639,4.161,444.7195,-0.4782,0.0,0.7
by someday yeah someday if i don't get,444.56,4.24,446.68,0.296,0.0,-0.7
arthritis first in the meantime let's,446.8,3.81,448.705,0.0,0.25,0.2
blow this trap,448.8,8.79,453.195,-0.3182,0.0,-0.7
like to get something to eat hon i don't,469.759,3.921,471.7195,0.3612,0.0,-0.7
think so al i lose my appetite working,471.199,4.241,473.3195,-0.4522,0.0,-0.7
in this flea bag,473.68,3.16,475.26,0.0,0.0,-0.7
let's go home,475.44,4.479,477.6795,0.0,0.0,-0.7
okay i can't stand much more of that,476.84,4.12,478.9,0.2263,0.5,0.4
did you see that drunk tonight trying to,480.96,5.2,483.56,-0.34,-0.5,-0.7
paw me no what drunk does it matter what,482.72,5.199,485.3195,-0.0165,-0.5,-0.7
say what's the matter with you tonight,487.919,2.321,489.0795,0.0258,0.0,-0.7
that's the third time you started to,490.24,3.44,491.96,0.0,0.0,-0.7
tell me something then stop,491.44,3.52,493.2,-0.296,0.0,0.2
we shouldn't have any secrets from each,493.68,2.639,494.9995,0.0,0.0,0.7
other soon,494.96,2.4,496.16,0.0,-0.125,0.5
next week we're gonna make with the ring,496.319,2.241,497.4395,0.0,0.0,0.8
and the license you and me will be a,497.36,2.88,498.8,0.0,0.0,0.5
team yes that's right,498.56,3.359,500.2395,0.4019,0.2857142857142857,0.7
in the bush league,500.24,5.44,502.96,0.0,0.0,-0.7
i don't get you we've been struck out,501.919,6.081,504.9595,-0.25,0.0,-0.7
it's a funny way to talk darling don't,505.68,4.56,507.96,0.7717,0.25,0.7
you want to marry me ah look i love you,508.0,4.8,510.4,0.6705,0.5,0.8
you know i do and i want to marry you,510.24,3.52,512.0,0.0772,0.0,0.8
but not now,513.76,4.159,515.8395,0.0,0.0,-0.5
only after we've made good,515.279,5.521,518.0395,0.4404,0.35,0.6
sunday i'm going away i know you'll,517.919,5.36,520.5989999999999,0.0,0.0,-0.7
think it's silly that's why i hesitated,520.8,3.599,522.5994999999999,-0.296,-0.5,-0.7
to tell you,523.279,3.041,524.7995,0.0,0.0,0.2
but i'm going to california,524.399,4.481,526.6395,0.0,0.0,0.6
i want to try my luck in hollywood,526.32,4.0,528.32,0.5106,0.0,0.6
that's the most stupid thing i ever,528.88,2.399,530.0794999999999,-0.5709,-0.14999999999999997,0.4
don't you know millions of people go out,531.279,2.641,532.5995,0.0,0.0,-0.9
there every year and wind up polishing,532.64,3.12,534.1999999999999,0.0,0.0,0.2
cuspadores i thought you had better,533.92,3.44,535.64,0.4404,0.5,-0.7
sense you sound as if you don't think i,535.76,3.199,537.3595,0.0,0.4,-0.7
have any talent that has nothing to do,537.36,3.84,539.28,0.4215,0.0,-0.7
with it i'll make out all right maybe,538.959,4.081,540.9994999999999,0.0,0.2857142857142857,0.3
but what about me doesn't mean anything,541.2,3.12,542.76,0.0,-0.3125,-0.7
to you that you're busting up all our,543.04,3.04,544.56,0.0,0.0,-0.7
plans we may not see each other for,544.32,4.24,546.44,0.0,-0.125,-0.7
years it won't be that long,546.08,7.439,549.7995000000001,0.0,-0.05,-0.7
i thought you love me i do you know i do,548.56,4.959,551.0395,0.6369,0.5,0.8
here we are,556.0,2.64,557.32,0.0,0.0,0.5
al oh can't you see my side of it,561.519,3.76,563.399,0.0,0.0,0.4
we both aren't,565.279,3.12,566.8389999999999,0.0,0.0,-0.5
and we've got all the time in the world,566.88,4.24,569.0,0.0,0.0,0.7
to settle down,568.399,4.241,570.5195,0.0,-0.15555555555555559,0.4
really darling,571.12,3.36,572.8,0.624,0.2,0.7
what i'm doing is the only sane thing to,572.64,3.68,574.48,0.0,0.0,0.8
i hate the thought of being so far away,577.12,3.2,578.72,-0.5719,-0.35000000000000003,-0.8
from you but,579.12,4.719,581.4795,0.0,0.0,0.5
but we'll be together again someday,580.32,4.88,582.7600000000001,0.0,0.0,0.7
maybe you'll decide to come out too,583.839,2.721,585.1995000000001,0.0,0.0,0.3
aren't you going to kiss me good night,589.68,5.839,592.5994999999999,0.6908,0.7,0.7
sure why not,592.48,3.039,593.9995,0.3182,0.5,0.5
good night,596.48,3.24,598.1,0.4404,0.7,0.8
say roberts you hit the jackpot this,698.88,4.72,701.24,0.0,0.0,0.7
time 10 bucks,701.04,4.88,703.48,0.0,0.0,0.4
so when this drunk handed me a 10 spot,710.72,3.28,712.36,-0.4731,-0.5,-0.7
after a request i couldn't get very,712.56,4.0,714.56,0.0,0.2,-0.7
excited what was it i asked myself piece,714.0,4.72,716.36,0.34,0.375,0.8
of paper crawling with germs,716.56,4.56,718.8399999999999,0.0,0.0,-0.7
couldn't buy anything i wanted,718.72,5.04,721.24,0.0,0.0,-0.7
it couldn't,721.12,2.64,722.44,0.0,0.0,-0.7
then i thought of something,725.44,3.72,727.3000000000001,0.0,0.0,0.4
long distance i'd like to put a call,750.48,3.68,752.32,0.3612,-0.05,0.4
through to los angeles,752.32,3.28,753.96,0.0,0.0,0.2
miss harvey,754.16,4.239,756.2795,-0.1531,0.0,0.4
sue harvey h-a-r-v-e-y,755.6,6.27,758.735,0.0,0.0,0.2
the number is crestview 6-5-7-2-3,758.399,21.78,769.289,0.0772,0.0,0.4
this is al,790.959,3.761,792.8394999999999,0.0,0.0,-0.5
oh baby it's great to hear from you too,792.48,3.76,794.36,0.6249,0.8,0.8
what's that you do,794.72,3.359,796.3995,0.0,0.0,0.3
oh me too darling,796.24,3.36,797.92,0.5859,0.0,0.7
i thought i'd go batty without you i,798.079,2.721,799.4395,0.0,0.0,0.7
just had to,799.6,3.12,801.16,0.0,0.0,0.2
you're working as a hashlinger,802.72,4.16,804.8000000000001,0.0,0.0,-0.5
gee honey that's tough those guys out in,804.959,3.12,806.5189999999999,-0.128,-0.3888888888888889,0.3
hollywood don't know the real thing when,806.88,2.88,808.32,0.0,0.2,-0.7
it's right in front of them,808.079,3.601,809.8795,0.0,0.2857142857142857,0.7
you just stick it out sue baby keep,809.76,3.84,811.68,0.0,0.0,0.7
going around those casting offices i'm,811.68,3.52,813.4399999999999,0.0,0.0,-0.7
sure you'll click,813.6,3.039,815.1195,0.3182,0.5,0.7
look i'll tell you what you stay put out,815.2,3.12,816.76,0.0,0.0,0.4
there i'll come to you,816.639,4.401,818.8395,0.0,0.0,0.7
no don't try to stop me just expect me,818.32,5.44,821.0400000000001,-0.0803,0.0,0.7
train who knows train plane bus magic,821.04,4.72,823.4,0.0,0.5,0.5
carpet i'll be there if i have to crawl,823.76,4.0,825.76,0.0,0.0,-0.7
i have to travel by pogo stick,825.76,3.519,827.5195,0.0,0.0,0.8
let's get married right away huh,829.279,3.36,830.959,0.0,0.26785714285714285,0.3
that's the stuff,833.519,2.241,834.6395,0.0,0.0,0.7
that's what i've been wanting to hear,834.8,3.039,836.3195,0.0,0.0,0.8
goodbye for now,839.12,5.44,841.84,0.0,0.0,0.7
i'll be seeing you soon,841.6,2.96,843.08,0.0,0.0,0.2
the only way i could cross country was,852.639,4.0,854.639,0.0,0.0,-0.7
to thumb rides for even after hocking,854.24,3.839,856.1595,0.0,0.0,0.4
everything i only had enough money to,856.639,2.88,858.0790000000001,0.0,0.0,-0.7
you know what that is,860.88,3.92,862.84,0.0,0.0,0.4
it's a stuff you never have enough of,862.72,3.44,864.44,0.0,0.0,0.4
little green things with george,864.8,3.44,866.52,0.0,-0.19375,0.5
washington's picture that men slave for,866.16,5.119,868.7194999999999,0.0,0.0,0.5
commit crimes for die for,868.24,4.48,870.48,-0.4019,0.0,-0.8
it's the stuff that has caused more,871.279,2.8,872.679,0.0,0.5,-0.7
trouble in the world than anything else,872.72,2.88,874.1600000000001,-0.4019,-0.2,-0.7
we ever invented,874.079,4.401,876.2795,0.0,0.0,0.8
simply because there's too little of it,875.6,5.12,878.16,0.0,-0.09375,0.7
at least i had too little of it,878.48,6.2,881.58,0.0,-0.24375,-0.7
so it was me for the thumb,880.72,3.96,882.7,0.0,0.0,0.4
ever done any hitchhiking,898.8,4.96,901.28,0.0,0.0,0.2
it's not much fun believe me,901.279,4.161,903.3595,-0.4023,-0.15,-0.7
oh yeah i know all about how it's an,903.76,3.28,905.4,0.296,0.0,0.4
education how you get to meet a lot of,905.44,3.44,907.16,0.0,0.0,0.7
people and all that,907.04,3.12,908.6,0.0,0.0,0.5
from now on i'll take my education in,910.16,4.56,912.44,0.0,0.0,-0.7
college or in ps62 where i'll send a,912.079,5.861,915.0095,0.0,0.0,0.4
dollar 98 and stamps for 10 easy lessons,914.72,6.329,917.8845,0.4404,0.43333333333333335,0.4
plumbing rides may save your bus fare,926.639,4.801,929.0395,0.4939,0.0,0.6
but it's dangerous,929.199,4.161,931.2795,-0.631,-0.6,-0.7
you never know what's in store for you,931.44,4.72,933.8,0.0,0.0,0.4
you hear the squeal of brakes,933.36,4.56,935.64,0.0,0.0,-0.7
if only i had known what i was getting,936.16,5.679,938.9995,0.0,0.0,0.3
into that day in arizona,937.92,3.919,939.8795,0.0,0.0,-0.7
throw that in the back seat,942.399,2.961,943.8795,0.0,0.0,-0.5
okay let's go make sure that door is,946.32,3.01,947.825,0.4939,0.5,0.6
you know emily post ought to write a,962.72,4.4,964.92,0.0,0.0,0.4
book of rules for guys thumbing rides,964.24,4.32,966.4,0.0,0.0,0.2
because as it is now you never know,967.12,3.76,969.0,0.0,0.0,0.4
what's right and what's wrong,968.56,4.079,970.5995,-0.4767,-0.10714285714285715,-0.7
he rode along for a little while neither,970.88,3.92,972.84,0.0,-0.1875,0.2
one of us saying anything,972.639,4.081,974.6795,0.0,0.0,0.4
i was glad of that,974.8,3.36,976.48,0.4588,0.5,0.6
i never know what to say to strange,976.72,3.76,978.6,-0.2023,-0.05,-0.7
people driving cars,978.16,3.84,980.08,0.0,0.0,0.4
and two you can never tell if a guy,980.48,3.2,982.08,0.0,0.0,0.3
wants to talk,982.0,3.199,983.5995,0.0,0.2,0.7
a lot of rides have been cut short,983.68,4.48,985.92,-0.2732,0.0,-0.6
because of a big mouth,985.199,5.76,988.079,0.0,0.0,-0.7
so i kept my mouth shut until he started,988.16,4.56,990.44,0.0,0.0,-0.7
opening up,990.959,3.361,992.6395,0.0,0.0,0.7
have me that little box that compliment,992.72,4.84,995.14,0.4284,-0.1875,0.7
will it pal,994.32,3.24,995.94,0.0,0.0,0.3
all the way over,998.72,3.479,1000.4595,0.0,0.0,0.4
how far are you going l.a,1011.36,4.479,1013.5995,0.0,0.1,0.2
wow you're really traveling aren't you,1013.759,3.52,1015.519,0.5859,0.15000000000000002,0.7
yeah but i don't expect to make it for a,1015.839,2.56,1017.119,0.1531,0.0,-0.7
couple of years at the rate i've been,1017.279,2.401,1018.4795,0.0,0.0,0.2
promoting rides,1018.399,4.321,1020.5595,0.3612,0.0,0.7
not much luck huh sure all bad,1019.68,4.56,1021.96,-0.569,-0.09999999999999994,-0.7
not many people stop for a guy these,1022.72,3.76,1024.6,0.2235,-0.25,-0.7
days afraid of a stick-up maybe,1024.24,4.319,1026.3995,0.0,-0.6,-0.7
i can't blame him,1026.48,4.479,1028.7195,0.2584,0.0,0.4
where you coming from new york,1028.559,4.4,1030.759,0.0,0.13636363636363635,0.4
well new york,1030.959,3.921,1032.9195,0.2732,0.13636363636363635,0.6
you're in luck this time i'm going all,1032.959,3.521,1034.7195000000002,0.4588,0.0,0.7
right through to los angeles,1036.48,4.079,1038.5195,0.0,0.2857142857142857,0.3
you drive a car,1039.12,4.079,1041.1595,0.0,0.0,0.6
sure whenever you're tired let me know,1040.559,5.201,1043.1595,-0.1531,0.04999999999999999,0.4
i'll holla,1043.199,2.561,1044.4795,0.0,0.0,0.7
i guess at least an hour passed before i,1045.839,3.361,1047.5195,0.0,-0.3,0.2
noticed those deep scratches in his,1047.679,2.721,1049.0395,0.0,0.0,-0.7
right hand,1049.2,3.839,1051.1195,0.4939,0.2857142857142857,-0.7
they were wicked three puffy red lines,1050.4,5.279,1053.0395,-0.5267,0.0,0.4
about a quarter of an inch apart,1053.039,4.0,1055.039,0.0,0.0,0.3
you must have seen me looking at them,1055.679,3.521,1057.4395000000002,0.0,0.0,0.4
because he said,1057.039,4.241,1059.1595,0.0,0.0,0.3
beauties aren't they,1059.2,5.52,1061.96,0.5267,0.0,0.7
they're gonna be scars someday,1061.28,3.44,1063.0,0.0,0.0,-0.7
what an animal whatever it was it must,1064.88,3.52,1066.64,0.0,0.0,0.2
have been pretty big and vicious to have,1067.2,2.32,1068.36,0.1779,-0.25,0.4
i don't both count new york,1069.52,3.84,1071.44,0.0,0.13636363636363635,-0.7
i was tussling with the most dangerous,1071.6,3.199,1073.1995,-0.5256,-0.04999999999999999,0.4
animal in the world,1073.36,3.12,1074.9199999999998,0.0,0.0,0.7
she must have been tarzan's mate looks,1076.48,4.319,1078.6395,0.0,0.0,0.7
like you lost about certainly wasn't a,1078.4,4.159,1080.4795,0.3818,0.21428571428571427,-0.7
you know there ought to be a law against,1082.559,3.921,1084.5195,0.0,0.0,0.7
danes with claws yeah,1084.32,4.96,1086.8,0.296,0.0,-0.7
i tossed it out of the car in a rear,1086.48,4.4,1088.68,0.0,0.0,-0.7
was that wrong,1089.28,3.279,1090.9195,-0.4767,-0.5,-0.7
give a lift to a tomato you expect it to,1090.88,4.159,1092.9595000000002,0.0,0.0,0.4
be nice don't you yeah,1092.559,4.881,1094.9995,0.2292,0.6,0.7
after all what kind of dame song rides,1095.039,3.921,1096.9995,0.0,0.6,0.4
sunday school teachers,1097.44,3.68,1099.28,0.0,0.0,0.7
a little witch,1101.12,2.96,1102.6,-0.2975,-0.1875,0.4
she must have thought she was riding,1102.88,3.36,1104.5600000000002,0.0,0.0,0.4
with some fall guy,1104.08,3.92,1106.04,0.0,0.0,-0.5
me who's been poking horses around race,1106.24,3.84,1108.16,0.0,0.0,0.7
track since i was 20.,1108.0,4.559,1110.2795,0.0,0.0,0.7
i've known a million things like her,1110.08,5.68,1112.9199999999998,0.3612,0.0,0.7
two million yeah,1112.559,3.201,1114.1595,0.296,0.0,0.4
stopped the car opened the door,1116.4,4.72,1118.76,-0.2263,0.0,0.3
take it on the art that duffy's sister i,1119.44,3.76,1121.3200000000002,0.0,0.0,0.3
told her that's the stuff cause i was,1121.12,4.4,1123.32,0.0,0.0,0.7
but if you want to see a real scar,1125.52,5.2,1128.12,0.1154,0.2,0.2
brother get a load of this,1127.039,3.681,1128.8795,0.0,0.0,0.7
i got that one jordan,1132.24,3.12,1133.8,0.0,0.0,0.7
yeah we're just kidding of course my dad,1135.36,4.24,1137.4799999999998,0.3818,0.0,0.7
owned a couple of franco-prussian sabers,1137.52,4.88,1139.96,0.0,0.0,0.7
kept him on the wall for decorations,1139.6,4.56,1141.88,0.0,0.0,0.4
well one day another kid and i took him,1142.4,4.0,1144.4,0.2732,0.0,0.4
down the old man wasn't around had a,1144.16,4.399,1146.3595,0.0,-0.02777777777777779,0.3
get me in the arm here,1148.559,3.761,1150.4395,0.0,0.0,0.7
pretty me cut,1150.72,3.44,1152.44,0.2732,0.25,0.6
perfection set in lady,1152.32,3.68,1154.16,0.5719,0.0,0.6
yeah i can see that,1154.16,3.6,1155.96,0.296,0.0,0.7
i'll give me that box again will they,1156.0,4.76,1158.38,0.0,0.0,0.3
pain made me lose my head i guess i,1170.4,4.24,1172.52,-0.7184,0.0,-0.7
began slashing,1172.64,3.84,1174.5600000000002,-0.2732,0.0,-0.7
before i knew it i'd put the other kid's,1174.64,4.48,1176.88,0.0,-0.125,-0.7
eye out that was tough,1176.48,4.559,1178.7595,-0.128,-0.3888888888888889,-0.7
well it's just an accident of course,1179.12,3.52,1180.88,-0.25,0.0,0.2
do you know how kids are,1181.039,3.121,1182.5995,0.0,0.0,0.3
i got scared decided i was going to run,1182.64,3.279,1184.2795,-0.4404,0.0,-0.7
away from home,1184.16,3.36,1185.84,0.0,0.0,-0.7
old man almost caught me when i was,1185.919,4.0,1187.919,0.0,0.1,-0.7
packing my dad's,1187.52,4.0,1189.52,0.0,0.0,0.3
the bloody rag i had wrapped around my,1189.919,3.441,1191.6395,-0.4404,-0.8,-0.7
wrist hadn't caught his attention,1191.52,4.64,1193.84,0.0,0.0,-0.5
you've seen the bundle for sure,1193.36,4.319,1195.5195,0.3182,0.5,0.4
but i beat it when he was phoning for a,1196.16,3.12,1197.72,0.0,0.0,0.3
i was 15 16 years ago,1199.28,6.279,1202.4195,0.0,0.0,0.2
i haven't been home since,1201.76,3.799,1203.6595,0.0,0.0,-0.7
pull in there for a bite or something,1207.6,3.92,1209.56,0.0,0.0,0.3
huh a bite,1208.96,4.719,1211.3195,0.0,0.0,0.2
brother was i hungry i hadn't had,1211.52,5.36,1214.2,0.0,0.0,0.4
anything in my stomach for hours,1213.679,4.721,1216.0395,0.0,0.0,-0.7
yet even with that knowing in the pit of,1216.88,3.039,1218.3995000000002,0.0,0.0,-0.7
my belly i didn't want to be in too big,1218.4,4.08,1220.44,-0.0572,0.0,-0.7
a rush to put on the feed bag,1219.919,4.081,1221.9595000000002,0.0,0.0,0.4
first i had to make sure this guy knew,1222.48,4.16,1224.56,0.3182,0.375,-0.7
the score if i got him down on me it was,1224.0,5.2,1226.6,0.0,-0.15555555555555559,0.4
goodbye ticket to hollywood,1226.64,4.32,1228.8000000000002,0.0,0.0,-0.7
i'll wait out here for you mister if,1229.2,3.04,1230.72,0.0,0.0,0.4
it's the money don't worry about paying,1230.96,3.199,1232.5595,0.3412,0.0,-0.7
for it this time it's on me well that's,1232.24,3.76,1234.12,0.2732,0.0,0.7
part of your mr haskell make nothing,1234.159,3.281,1235.7995,0.0,0.0,-0.7
other you make your first million maybe,1236.0,2.799,1237.3995,0.0,0.0625,0.6
you can do the same for me come on new,1237.44,2.32,1238.6,0.0,0.06818181818181818,0.7
i gotta make the west coast by wednesday,1239.76,3.2,1241.36,0.0,0.0,0.6
the horse running at santa anita named,1241.52,2.8,1242.92,0.0,0.0,0.4
pirate bicycle,1242.96,3.04,1244.48,0.0,0.0,0.3
it means daughter of my money we'll make,1244.32,3.839,1246.2395,0.0,0.0,0.5
it all right,1246.0,3.679,1247.8395,0.0,0.2857142857142857,0.5
he did most of the talking during the,1248.159,3.76,1250.0390000000002,0.0,0.5,0.2
half hour we were in the place,1249.679,4.161,1251.7595,0.0,-0.16666666666666666,0.2
he rambled on about his old man whom he,1253.84,3.36,1255.52,0.0,0.1,-0.7
hadn't heard from since he ran away as a,1255.76,2.24,1256.88,0.0,0.0,0.2
now he happened to become a bookie,1258.0,3.52,1259.76,0.0,0.0,-0.7
and then all about how he got rooked in,1260.0,2.72,1261.36,0.0,0.0,0.3
one race 38 grand they cleaned out my,1262.72,4.4,1264.92,0.4588,0.5,0.4
book how do you like that,1265.12,3.679,1266.9595,0.3612,0.0,-0.7
it was tough luck yeah and i'm supposed,1267.12,3.76,1269.0,0.5719,-0.3888888888888889,-0.7
to be the smart guy will you just wait,1268.799,3.441,1270.5195,0.4019,0.21428571428571427,-0.7
i'm going back to florida next season,1270.88,3.039,1272.3995000000002,0.0,0.0,0.7
with all kinds of jack and you'll watch,1272.24,4.16,1274.32,0.0,0.0,0.4
those stinkers run for cover,1273.919,4.161,1275.9995,-0.296,0.0,-0.7
well anything else oh thanks i've had,1276.4,4.0,1278.4,0.6124,0.2,0.4
let's check that assistant,1284.559,2.961,1286.0395,0.0,0.0,-0.7
oh just a miniature change sir keep it,1289.52,4.8,1291.92,0.0,0.0,0.3
sister oh thank you say call again i'll,1291.84,3.6,1293.64,0.3612,0.0,0.7
be waiting outside for it when you,1294.32,3.2,1295.9199999999998,0.0,0.0,0.2
finish work,1295.44,5.479,1298.1795,0.0,0.0,0.4
sharp check,1297.52,3.399,1299.2195,0.0,-0.125,0.2
i drove all at night while haskell slept,1306.799,3.681,1308.6395,0.0,0.0,0.4
like a log,1308.72,3.6,1310.52,0.3612,0.0,0.2
after a while i began to get sleepy,1310.48,4.24,1312.6,0.0,0.0,0.4
i was happy though,1314.72,4.079,1316.7595,0.5719,0.8,0.7
soon i'd be with sue again,1316.559,3.841,1318.4795,0.0,0.0,0.7
the long trip was practically over and,1318.799,2.88,1320.239,0.0,-0.05,0.6
it'd be no more hoofing it down the,1320.4,3.2,1322.0,-0.296,-0.20277777777777778,0.4
i began to think of the future,1323.6,3.84,1325.52,0.0,0.0,0.4
which couldn't have been brighter if i'd,1326.0,3.84,1327.92,-0.2924,0.0,0.8
