text,start,duration,time_midpoint
wonderful especially after please Kirk,1004.04,6.359,1007.2194999999999
you're my husband I'll always stand by,1007.36,6.599,1010.6595
you you know,1010.399,3.56,1012.179
that the jury they did seem to believe,1014.079,5.481,1016.8195
you didn't they I'm not so sure well the,1016.519,4.76,1018.899
foreman seemed for us he'll win the,1019.56,4.479,1021.7995
others over I'm sure even if they jury's,1021.279,5.04,1023.799
in he we had in for him that time in a,1027.48,5.079,1030.0195
tight Corner yes he just eats up those,1030.439,3.211,1032.0445
cases give me the city desk Clancy this,1038.12,5.559,1040.8995
is Kelly city desk Ben it's guilty the,1041.039,4.88,1043.479
jury just brought in the Verdi guilty,1043.679,4.161,1045.7595000000001
I know how you feel believe me we've,1062.6,4.48,1064.84
checked everything you've overlooked,1065.12,3.88,1067.06
something because Kirk didn't kill Mavis,1067.08,3.959,1069.0594999999998
Marlo you've got to keep,1069.0,4.88,1071.44
trying we're 3 months behind on unsolved,1071.039,5.12,1073.599
now you know Mrs Bennett you think the,1076.159,4.721,1078.5195
people in this town would have something,1079.679,2.801,1081.0795
better to do than figuring out ways to,1080.88,4.159,1082.9595000000002
get rid of each other the whole thing,1082.48,6.679,1085.8195
may seem very humorous to you I'm,1085.039,7.321,1088.6995
sorry your husband's been convicted the,1089.159,5.281,1091.7995
case is closed out of my,1092.36,4.24,1094.4799999999998
hands and unless new evidence is,1094.44,5.239,1097.0595
discovered it's going to stay,1096.6,3.079,1098.1395
closed thank,1100.48,3.28,1102.1200000000001
hello um I've been trying to get some,1114.88,4.039,1116.8995000000002
information about a woman who used to do,1117.28,4.08,1119.32
extra work they told me that you might,1118.919,5.561,1121.6995000000002
be able to help me that Mavis Mara was,1121.36,4.64,1123.6799999999998
poison you're telling,1126.0,6.36,1129.18
me treated that poor Mar Blair like,1128.919,6.081,1131.9595000000002
dirt and after he wrote that beautiful,1132.36,4.04,1134.3799999999999
her heartbreak the married her didn't,1136.4,5.639,1139.2195000000002
they you know what I said to myself when,1139.799,5.561,1142.5795
I heard she'd been cooled off I said to,1142.039,6.721,1145.3995
myself Marty Blair finally caught up,1145.36,5.08,1147.8999999999999
her and rung her,1150.44,5.359,1153.1195
neck pardon me but I couldn't help over,1152.72,5.4,1155.42
hearing well that's all right honey sit,1155.799,6.481,1159.0395
H thank you you see I'm Mrs Kirk Bernett,1158.12,5.6,1160.9199999999998
and I heard you talking about a man,1162.28,3.72,1164.1399999999999
named Marty Blair do you know where I,1163.72,5.16,1166.3
could find him look I got to get get,1166.0,5.48,1168.74
back on the set me,1168.88,6.44,1172.1000000000001
stuck you really want to know where you,1176.799,6.201,1179.8995
can find Miley Blair oh please so very,1178.72,5.959,1181.6995
well you might try our place on Iris Way,1184.679,4.88,1187.1190000000001
Western if he's there you can tell him,1189.559,4.12,1191.619
by the song Hard,1191.84,5.8,1194.74
break he's always playing it oh thank,1193.679,6.48,1196.919
well I have to get back on late see you,1200.159,5.121,1202.7195000000002
later excuse,1201.88,3.4,1203.5800000000002
me you'll find him right across the,1205.679,4.761,1208.0595
street at the palace but if I was you I,1207.799,4.12,1209.859
wouldn't bother him this early in the,1210.44,3.68,1212.28
morning not unless it's important oh but,1211.919,5.88,1214.8590000000002
it is very thank,1214.12,7.72,1217.9799999999998
you right through that door there,1217.799,4.041,1219.8195
I'm looking for the clerk I haven't seen,1234.08,4.8,1236.48
him anything I can do does a man named,1236.28,4.72,1238.6399999999999
Marty Blair live,1238.88,5.88,1241.8200000000002
here oh heartbreak what do you want to,1241.0,6.08,1244.04
him I want to talk to him well I,1244.76,3.96,1246.74
wouldn't disturb him if I was you he he,1247.08,7.2,1250.6799999999998
likes to sleep late oh please um this is,1248.72,5.56,1251.5
important which is his room right,1254.559,6.041,1257.5795
he had a bad,1261.12,2.72,1262.4799999999998
Marty Marty,1292.4,3.36,1294.0800000000002
Blair what do you want I want to talk to,1296.96,4.76,1299.3400000000001
Mavis I don't know,1301.72,5.68,1304.56
anything about anything get out of here,1304.08,5.4,1306.78
will you no please you've got to help me,1307.4,4.24,1309.52
I have to know she's dead that's all,1309.48,4.12,1311.54
there is to know but wait what are you,1311.64,4.519,1313.8995
bothering me,1313.6,5.78,1316.49
for I'm Miss is Kirk,1316.159,12.201,1322.2595000000001
Bennett Mrs Kirk Bennett so you're the,1328.36,6.559,1331.6395
one he left sitting at home some guys,1331.96,4.839,1334.3795
satisfied I had to see you why because I,1336.799,5.801,1339.6995
had a wife who needed killing and you,1340.48,4.679,1342.8195
had a husband who took care of it she,1342.6,5.0,1345.1
didn't give you a very fair deal did she,1345.159,4.321,1347.3195
you weren't exactly still a handful of,1347.6,4.6,1349.8999999999999
Aces and stop feeling sorry for me I,1349.48,4.799,1351.8795
don't go for that stuff feeling pretty,1352.2,5.079,1354.7395000000001
sorry for yourself aren't,1354.279,3.0,1355.779
you I've been on one if that's what you,1358.919,7.561,1362.6995000000002
mean ever since ever since the night she,1362.44,7.599,1366.2395000000001
was killed when I saw your husband go,1366.48,9.559,1371.2595000000001
in you were there yeah,1370.039,9.681,1374.8795
outside and you didn't go in,1376.039,6.561,1379.3195
not a chance I was given a brush off by,1379.72,6.52,1382.98
a very large door man,1382.6,6.36,1385.78
so I found a,1386.24,5.439,1388.9595
saloon and then,1388.96,6.319,1392.1195
another and I kept on finding them,1391.679,5.081,1394.2195000000002
please you've got to tell me more about,1395.279,3.041,1396.7995
her who her friends were who might have,1396.76,3.12,1398.32
been in her apartment why don't you ask,1398.32,4.44,1400.54
the police Bo your husband you seem to,1399.88,4.399,1402.0795
password please no one else can help me,1404.279,4.88,1406.719
you're the only one,1407.08,5.24,1409.6999999999998
I don't know anything about anything I,1409.159,4.561,1411.4395000000002
suppose you don't even know why she was,1412.32,5.359,1414.9995
playing your song I don't know,1413.72,3.959,1415.6995
any my song Heartbreak that night she,1419.32,7.239,1422.9395
was playing,1423.799,2.76,1425.179
it no she wouldn't not a heartbreak,1427.12,4.679,1429.4595
maybe maybe someone else was playing it,1433.64,5.399,1436.3395
for her maybe you,1435.96,4.92,1438.42
don't give me that I told you I didn't,1439.039,3.24,1440.6589999999999
see her it was your song you were,1440.88,2.84,1442.3000000000002
playing it just before you you got it,1442.279,2.921,1443.7395
all figured out haven't you you were in,1443.72,3.04,1445.24
her apartment why don't you admit it you,1445.2,5.479,1447.9395
strangled up hey what's going on in,1446.76,7.64,1450.58
here she's Bennett's wife we were,1450.679,7.761,1454.5595
talking but we finished no we haven't,1454.4,6.36,1457.5800000000002
forget it I won't not until I I'll take,1458.44,4.88,1460.88
it easy Marty was right here in this,1460.76,4.68,1463.1
room when his wife was killed I'm the,1463.32,3.64,1465.1399999999999
one told him about it I'd heard it on,1465.44,3.959,1467.4195
the 2:00 news 2:00 he had plenty of time,1466.96,4.36,1469.14
to get back here she was killed between,1469.399,3.921,1471.3594999999998
midnight and,1471.32,5.239,1473.9395
12:30 come,1473.32,3.239,1474.9395
here see that Bol it was locked when you,1477.159,5.88,1480.0990000000002
came in wasn't it yes but what's that,1480.24,5.48,1482.98
got to do with Landy I always lock it,1483.039,5.441,1485.7595
when he's on a real tear was on one that,1485.72,4.8,1488.1200000000001
night and I locked him in a good two,1488.48,4.6,1490.78
hours before the murder he's in the,1490.52,4.72,1492.8799999999999
clear Mrs Bennett ask the police they'll,1493.08,5.52,1495.84
tell you the police you mean they were,1495.24,6.6,1498.54
here sure they're not stupid you,1498.6,8.799,1502.9995
know and I I see I've made a,1501.84,5.559,1504.6195
mistake please forgive me I I was,1508.039,5.081,1510.5795
grabbing at,1511.279,4.841,1513.6995
anything I'm dreadfully sorry I thought,1513.12,6.76,1516.5
I told you to stop feeling sorry for,1516.12,3.76,1518.0
me I seem youve said all the wrong,1521.6,5.72,1524.4599999999998
yeah most women,1527.32,4.56,1529.6
do I wish there was something I could do,1531.88,5.6,1534.68
to help him maybe maybe some clean linen,1534.12,5.4,1536.82
and a shave here will you give this to,1537.48,6.0,1540.48
him not me lady he has Pride I have a,1539.52,6.13,1542.585
did you have anything to do with this,1587.159,3.52,1588.919
not me pal it was all her idea she,1588.6,4.799,1590.9995
thought she might want a,1590.679,2.72,1592.039
shave I don't need this thanks anyway I,1612.84,8.6,1617.1399999999999
do all right they still buy my,1617.24,4.2,1619.34
songs won't you come,1623.96,3.64,1625.78
well you know it took a lot of Courage,1644.72,6.199,1647.8195
for you to come down there I guess I was,1647.96,4.88,1650.4
a little rough on you I'm afraid I asked,1650.919,5.681,1653.7595000000001
for it you see I needed help I still do,1652.84,6.839,1656.2595
yeah it's tough if I could do anything,1656.6,9.24,1661.2199999999998
but I don't know what you sit down,1659.679,6.161,1662.7595000000001
thanks I wish I knew more about her what,1673.519,6.201,1676.6195
like where'd you get this music store in,1679.72,5.0,1682.22
Hollywood Boulevard you see when I found,1682.88,3.399,1684.5795
out she was playing it that night I've,1684.72,3.04,1686.24
been thinking about that,1686.279,4.161,1688.3595
too ever since you told,1687.76,6.68,1691.1
me do you play no no Kirk played and I'd,1690.44,8.2,1694.54
sing at least we did when we were first,1694.44,4.2,1696.54
married he didn't do,1700.44,5.959,1703.4195
it knocking yourself out aren't you,1702.84,7.079,1706.3795
trying to help a guy who let you down,1706.399,5.961,1709.3794999999998
trouble he doesn't look like a murderer,1715.76,5.2,1718.36
does he they never,1717.96,3.0,1719.46
do this isn't the man I saw are you sure,1722.399,6.921,1725.8594999999998
yes there was someone else there that,1727.159,3.76,1729.0390000000002
night of course there was Kirk heard,1729.32,3.16,1730.8999999999999
someone but I took it for granted that,1730.919,4.041,1732.9395000000002
the man going in was your husband it,1732.48,4.6,1734.78
must have been the murderer the man who,1734.96,5.079,1737.4995000000001
stole the brooch,1737.08,2.959,1738.5594999999998
yes I brought him to see you dear,1753.24,4.039,1755.2595000000001
because he's interested in that brooch I,1755.48,4.12,1757.54
thought you ought to describe it to him,1757.279,4.801,1759.6795
well it was an odd sort of piece,1759.6,5.48,1762.34
heart-shaped made of rubies you've seen,1762.08,6.959,1765.5594999999998
it I gave it to her when we were married,1765.08,5.56,1767.86
it was the only thing she left behind,1769.039,3.88,1770.979
when she walked out but it was there,1770.64,3.879,1772.5795
that night Kirk saw it it was our,1772.919,3.401,1774.6195
anniversary I just sent it to her by,1774.519,4.4,1776.719
messenger hoping she'd,1776.32,4.959,1778.7994999999999
remember she'd have been alive today if,1778.919,5.24,1781.539
she hadn't brushed me off if you think I,1781.279,5.0,1783.779
did it you're,1784.159,5.041,1786.6795000000002
wrong you'd recognize this other man you,1786.279,5.88,1789.219
saw oh yes I'll recognize him and I'll,1789.2,6.28,1792.3400000000001
know that brooch,1792.159,3.321,1793.8195
and here's a last minute bulletin the,1800.48,4.36,1802.66
state supreme court has sustained the,1803.12,3.64,1804.9399999999998
sentence of Kirk Bennett convicted for,1804.84,4.36,1807.02
the murder of Mavis Marlo he moves to,1806.76,5.36,1809.44
the death house today this is George,1809.2,5.079,1811.7395000000001
Mitchell from,1812.12,5.64,1814.9399999999998
Hollywood they sent me his,1814.279,7.561,1818.0595
things as if he were already,1817.76,4.08,1819.8
I gave it to him for his,1829.96,3.079,1831.4995000000001
birthday would even,1835.76,3.6,1837.56
work they even included,1842.399,8.601,1846.6995
that it's her no it,1846.44,7.959,1850.4195
isn't she had a double M on,1851.0,5.32,1853.66
everything that looks like a phone,1854.399,4.12,1856.4589999999998
number it's in her handri,1856.32,4.479,1858.5594999999998
writing Chris F,1858.519,6.0,1861.519
2111 does that mean anything to you not,1860.799,7.72,1864.6589999999999
a thing there's one way to find out oh,1864.519,6.52,1867.779
R where is it on the Sunset,1880.039,8.161,1884.1195
Strip you know what he did Mr Marco he,1884.559,7.0,1888.059
hung up you know what I do in your place,1888.2,6.76,1891.5800000000002
no I'd hang up,1891.559,3.401,1893.2595
what'll it be a Coke,1938.639,6.061,1941.6695
please and yours make it,1940.72,6.12,1943.78
it's a pretty big hay stack for one,1953.72,4.76,1956.1000000000001
needle hey,1961.12,4.72,1963.4799999999998
you this goes to Mr Marco's private,1963.2,4.439,1965.4195
office sorry just looking for the phone,1965.84,4.839,1968.2595
it's right over there thanks a,1967.639,5.881,1970.5794999999998
lot could that be the man you,1970.679,5.641,1973.4995000000001
saw I can't tell from here should we,1976.32,5.67,1979.155
do you want to go back let's keep,2016.24,4.61,2018.545
looking I like,2018.84,14.54,2026.11
one coming down the,2041.48,22.859,2052.9095
please who was the gentleman you were,2079.72,3.72,2081.58
just talking,2081.839,3.52,2083.599
Marco what's the place would you happen,2085.359,5.081,2087.8995
to know how often Mr Marco changes the,2088.28,5.04,2090.8
talent in his floor,2090.44,2.88,2091.88
show he has auditions every Monday,2094.72,4.92,2097.18
professionals Mr Marco is going to have,2105.4,4.84,2107.82
company starting,2108.119,5.601,2110.9195
Monday professionals what do you,2110.24,7.48,2113.9799999999996
mean Carver and,2113.72,4.0,2115.72
Martin relax Kathy don't forget I put,2117.8,5.68,2120.6400000000003
mafis over youve worked hard and you're,2121.119,4.841,2123.5395000000003
going to do all right so relax suppose,2123.48,4.68,2125.82
somebody recognizes me,2125.96,3.34,2127.63
good no no then why do you waste your,2138.96,6.44,2142.18
time listening well I'm a dreamer,2142.88,4.36,2145.06
someday I hope I'll pick up something,2145.4,5.24,2148.02
good cheap but that's not it that's,2147.24,6.4,2150.4399999999996
enough thank you that's enough thank you,2150.64,9.0,2155.14
Carver and Martin you're next that's us,2153.64,6.0,2156.64
you I want to be about I don't what they,2169.319,11.52,2175.079
say go Bandy my name in the end is B to,2175.04,9.0,2179.54
pay you're in the swing when nothing,2180.839,5.681,2183.6794999999997
don'ts you once you're in demand the,2184.04,3.92,2186.0
whole world wants you,2186.52,4.559,2188.7995
a tell them you can't compete with bus,2191.079,5.52,2193.8390000000004
boys and make it strong I'm sorry but,2193.599,7.121,2197.1595
those bus boys I can't compete with,2196.599,4.121,2198.6595
them don't you he keep,2201.48,4.08,2203.52
quiet yeah keep,2205.839,3.681,2207.6794999999997
quiet hey that goes for you,2209.68,3.919,2211.6394999999998
too all right madam go ahead I want to,2215.079,10.481,2220.3195
be talked about I don't what they say go,2220.0,9.64,2224.82
Bandy my name AB in the end is bound to,2225.56,7.799,2229.4595
pay you're in the swing when nothing DS,2229.64,6.0,2232.64
you once you're in demand the whole,2233.359,5.521,2236.1195
world want you long as I'm a big,2235.64,6.719,2238.9995
sensation I can get along on,2238.88,6.92,2242.34
reputation I want to be talked about it,2242.359,6.321,2245.5195
suits me to a te,2245.8,6.279,2248.9395000000004
cuz I'll have nothing to about as long,2248.68,7.28,2252.3199999999997
as they talk about me sticks and stones,2252.079,7.601,2255.8795
won't break my bones names will bring me,2255.96,6.72,2259.32
Fame a man in the hand is worth two in,2259.68,3.98,2261.6699999999996
of don't you know it's not polite to,2266.72,6.119,2269.7794999999996
stay I've seen her somewhere but it's,2270.04,3.74,2271.91
polite talk talk about,2276.44,4.44,2278.66
me tell him to come,2282.76,5.839,2285.6795
over Mr Marco I think,2285.24,6.96,2288.72
look I don't Slug and you don't think is,2288.599,6.081,2291.6395
that a deal yeah now will you tell him,2292.2,4.879,2294.6394999999998
over Mr Marco wants to see,2298.48,4.24,2300.6
your name is Miss Carver K from Carver,2308.92,4.0,2310.92
and this is my partner Jack Martin how,2311.24,4.8,2313.64
are you doing nice to know,2312.92,3.12,2314.48
you all these artists I hate them make,2318.48,5.08,2321.02
so much noise let's go up to my,2321.72,10.74,2327.0899999999997
relief Joe I'll be right with you sit,2353.2,8.44,2357.4199999999996
down I like your performance very nice,2358.2,7.879,2362.1394999999998
thank you very nice too incidentally uh,2361.64,9.08,2366.18
I write all of Miss Cara's material well,2366.079,4.641,2368.3995
naturally thank you what was your last,2375.4,6.199,2378.4995
engagement,2378.599,3.0,2380.099
Seattle follow me,2389.16,3.56,2390.94
how much have you been getting 200 200,2399.2,5.56,2401.98
but of course we might take a little,2403.04,4.559,2405.3195
less for the opportunity of working here,2404.76,6.24,2407.88
huh take less no no that won't be,2407.599,5.76,2410.4790000000003
necessary I was just wondering why two,2411.0,4.04,2413.02
artist is telling that as you are should,2413.359,5.401,2416.0595
ask so little funny I haven't seen you,2415.04,7.96,2419.02
before well shall we say 200 a,2418.76,4.24,2420.88
right after that,2425.8,4.4,2428.0
knows hi professor good morning Mr,2430.48,4.48,2432.72
I brought you some flowers,2503.52,6.68,2506.86
Kathy thank you Marty where do you keep,2506.56,8.2,2510.66
uh something to put them in oh oh uh,2510.2,4.56,2512.48
V here we are,2515.64,3.6,2517.44
they're lovely well I thought they might,2526.72,4.639,2529.0395
kind of brighten up the place a little,2529.2,4.36,2531.3799999999997
like it Kathy love,2602.0,7.119,2605.5595
it read the words,2605.04,4.079,2607.0795
tell how much you,2610.72,5.16,2613.2999999999997
mean will love keep,2613.319,5.76,2616.199
growing time will,2615.88,8.88,2620.32
tell there seems to be no way of,2619.079,5.681,2621.9195
knowing I wrote it for you,2634.88,7.16,2638.46
heart it's,2645.079,4.451,2647.3045
keep till stars of evening cease to,2650.92,9.05,2655.445
burn they're beautiful,2656.76,4.44,2658.98
Marty thanks for everything you've done,2663.2,5.32,2665.8599999999997
for me you haven't exactly kicked me in,2665.52,5.52,2668.28
the face you,2668.52,2.52,2669.78
know Kathy yes if we find the brooch and,2672.8,10.88,2678.2400000000002
Kirk is cleared we'll find it,2678.359,9.0,2682.859
sure you stuck by him and when he gets,2683.68,8.0,2687.68
out of all this you won't do him a,2687.359,4.321,2689.5195
thing let's go through it once shall we,2692.839,6.201,2695.9395
sure time will,2707.96,7.92,2711.92
tell how much you,2711.599,7.881,2715.5395000000003
mean will love keep,2715.88,7.36,2719.56
growing time will,2719.48,6.2,2722.58
tell there,2723.24,5.599,2726.0395
knowing though I,2731.359,3.521,2733.1195
know by and,2740.52,4.039,2742.5395
by time will,2745.28,4.319,2747.4395000000004
tell here my,2750.319,8.081,2754.3595
heart it's yours to,2754.28,10.4,2759.48
keep till stars of evening cease to,2758.4,8.36,2762.58
hold will you give your heart in,2769.079,6.48,2772.319
return while in your,2778.24,10.16,2783.3199999999997
spell will I love wise,2783.0,7.23,2786.615
to who can,2793.68,3.96,2795.66
wonderful thank,2825.839,8.121,2829.8995
you marus please ready how about a drink,2828.4,7.28,2832.04
two cokes Hing,2833.96,4.639,2836.2795
up he I see you made Mitchell's column,2835.68,5.84,2838.6
this morning,2838.599,2.921,2840.0595000000003
no what Sunset Strip Cafe operator here,2845.839,7.801,2849.7395
to for build as a woman hater is belying,2849.96,8.399,2854.1595
his billing and cooing at the spot's new,2853.64,8.919,2858.0995
thrush where does he get such,2858.359,4.2,2860.459
driel Freddy do you mind this is kind of,2868.92,6.199,2872.0195
private oh not at,2871.559,3.56,2873.3390000000004
I phoned it to,2878.0,5.52,2880.76
him you what I was hoping to get closer,2879.64,4.82,2882.0499999999997
safe that's the hard way isn't,2887.96,5.399,2890.6595
it I have to get into what,2890.8,6.12,2893.86
Mar no matter,2893.359,3.561,2895.1394999999998
how Mr Marco wants to see you,2898.2,8.04,2902.22
me right now you would know what this is,2902.92,4.52,2905.1800000000003
about would you,2906.24,4.319,2908.3995
you better go up to his,2907.44,3.119,2908.9995
office no no no Mitchell I'm not,2924.4,4.919,2926.8595
complaining about the story you you know,2927.079,3.801,2928.9795000000004
I love to be in your column but why,2929.319,5.28,2931.959
didn't you use my name who wants to be a,2930.88,7.84,2934.8
puzzle hello Catherine can we,2934.599,4.121,2936.6595
no huh oh uh by the way uh who tipped,2942.88,5.28,2945.52
off oh Anonymous,2948.16,8.0,2952.16
lady another puzzle huh well thank you,2952.64,6.959,2956.1195
very much George for seeing,2956.16,6.72,2959.52
you you know sometimes I I find myself,2959.599,4.72,2961.9590000000003
surrounded by,2962.88,3.679,2964.7195
puzzles lucky said you wanted to talk to,2964.319,3.681,2966.1594999999998
here something that might interest,2988.28,4.24,2990.4
why don't you open,3003.04,2.72,3004.4
it it's lovely it is and it's,3011.76,6.0,3014.76
yours don't worry it's my business to,3018.0,5.72,3020.86
clip people so why shouldn't I give a,3021.559,3.641,3023.3795
clip to somebody I,3023.72,5.2,3026.3199999999997
like any reason why you shouldn't accept,3025.2,7.2,3028.7999999999997
it oh Martin well I thought your,3028.92,5.96,3031.9
Association was strictly,3032.4,5.28,3035.04
professional oh yes we're we're just,3034.88,5.439,3037.5995000000003
Partners all right it's,3037.68,7.28,3041.3199999999997
good look Isn't it nice thank you Mr,3040.319,7.961,3044.2995
Marco oh I,3044.96,3.32,3046.62
forgot I'm so,3055.119,3.521,3056.8795
careless and now here is really,3065.76,5.28,3068.4
something I've been saving it for a very,3068.48,4.96,3070.96
occasion good evening Mr Mitchell hello,3078.04,4.0,3080.04
Freddy haven't been in lately well I've,3080.2,3.96,3082.18
been taking in some of the new spots MH,3082.04,3.519,3083.7995
uh this is Jack,3084.16,4.959,3086.6394999999998
Martin of Carver and Martin uh this is,3085.559,5.441,3088.2795
Mr George Mitchell jack happy to know,3089.119,7.321,3092.7795
you hi what it be the usual,3091.0,5.44,3093.72
yeah say um who's the doll with Marco M,3103.24,7.0,3106.74
oh so that's the girl you are Miss,3111.88,8.6,3116.1800000000003
Mitchell house thanks well cheers,3114.799,5.681,3117.6394999999998
Freddie nice meeting,3121.359,3.521,3123.1195
you hello Mr Mitch how are you,3126.52,4.559,3128.7995
Charles hi Marco why hello would you,3132.599,7.361,3136.2795
join us thanks Miss Carver may I present,3136.839,5.28,3139.479
the most harmless man in town George,3139.96,4.839,3142.3795
Mitchell oh the columnist how do you do,3142.119,4.72,3144.4790000000003
I do all right tell me how haven't I,3144.799,5.601,3147.5995
