text,start,duration,time_midpoint
not brood over the past shall we um have,728.519,3.841,730.4395
dinner before the theater or just a,730.56,3.719,732.4195
snack first and a hot supper everyone,732.36,4.02,734.37
tonight I'm going to be in New York five,734.279,3.901,736.2295
days let's see days Wednesday that gives,736.38,3.36,738.06
us tonight Thursday Friday Saturday and,738.18,4.08,740.2199999999999
Sunday Friday to yourself I could go to,739.74,5.719,742.5995
a ball game if I like baseball,742.26,7.259,745.8895
no baseball no about tonight um 21 star,745.459,7.12,749.0189999999999
El Morocco no good we'll get off the,749.519,4.921,751.9795
Beaten Track some new place half past,752.579,3.661,754.4095
seven long dress,754.44,3.06,755.97
oh you really ought to wear something,757.5,3.38,759.19
I tell you I'll wear a New Dress if,762.06,2.76,763.4399999999999
you'll come and have dinner with us with,763.56,2.88,765.0
us you can call us anytime we're in the,764.82,5.459,767.5495000000001
book oh fine Richard Corton who's that,766.44,5.76,769.32
father uncle,770.279,5.281,772.9195
no don't tell me your husband what,772.2,5.579,774.9895
didn't Barbie when she introduced no no,775.56,4.38,777.75
just Alison Cortland that's awesome well,777.779,3.901,779.7295
I might have known you Stonehaven girls,779.94,3.78,781.83
there's always somebody he's meeting you,781.68,4.08,783.7199999999999
at LaGuardia oh yeah well I can see my,783.72,4.559,785.9995
future closing in on me a bachelor in,785.76,3.38,787.45
the bleachers,788.279,4.791,790.6745
Mrs Scotland your home oh it's nice to,796.92,7.02,800.43
see you Madden thank you Helen,800.639,6.181,803.7295
Mr cut Dr Reinhardt returned your call,803.94,4.98,806.4300000000001
Dr Reinhardt yes darling,808.92,5.159,811.4995
I saw him this morning he's supposed to,812.279,5.841,815.1995
be a very fine psychiatrist the best,814.079,4.041,816.0994999999999
look Alison we can't pretend anymore we,818.639,5.101,821.1895000000001
have to do something,822.18,4.98,824.67
a psychiatrist I had to see him I want,823.74,4.62,826.05
you to let him help you and I think he,827.16,3.06,828.6899999999999
can he even said he'd come here to the,828.36,3.96,830.34
house you don't understand it's not,830.22,3.359,831.8995
you know very well that Psychiatry can,833.579,4.801,835.9794999999999
happen oh yes I know I know I know great,835.5,5.519,838.2595
many of our friends but I'm not neurotic,838.38,7.5,842.13
or maladjusted or unbalanced,841.019,6.721,844.3795
Jake if you force me to accept the idea,845.88,3.48,847.62
that I need a doctor,847.74,3.599,849.5395
that I can't work this out by myself,849.36,3.36,851.04
it's not going to get better don't you,852.72,3.9,854.6700000000001
what's the matter,856.62,4.32,858.78
you've been hurt,860.94,5.3,863.59
I said it was nothing,863.399,2.841,864.8195
why can't you tell me,867.24,8.069,871.2745
was it last night,876.48,8.1,880.53
I'll put it away I want a note,888.72,5.34,891.39
it all happens so quickly,894.06,5.219,896.6695
I was awakened,897.3,4.06,899.3299999999999
I thought I heard someone in the hole,899.279,3.721,901.1395
as I came out of my room I saw you,903.0,6.36,906.18
walking down the stairs,906.36,5.279,908.9995
I called you but you didn't answer,909.36,5.099,911.9095
so I ran after you,911.639,5.281,914.2795
you saw me coming,914.459,5.041,916.9794999999999
and took the gun out of your purse,916.92,4.06,918.9499999999999
then there was a shot,919.5,2.639,920.8195
I don't remember much after that,922.139,4.44,924.359
I must have passed out,924.6,6.479,927.8395
oh no oh Alison darling it's nothing,926.579,7.56,930.3589999999999
serious it's only a surface wound I,931.079,4.451,933.3045
might have killed you,934.139,4.2,936.239
Dr Reinhardt,946.22,6.54,949.49
I want to see him,949.38,3.38,951.07
what do you think that is your arm come,979.16,4.919,981.6195
hello hello,993.24,4.74,995.61
too late probably something important,995.639,3.14,997.2090000000001
why didn't you answer the phone or shut,998.779,4.62,1001.0889999999999
oh where is she well maybe she's in her,1006.199,5.101,1008.7495
room just you sure she could be done,1008.48,4.5,1010.73
here shouldn't leave the place,1011.3,3.539,1013.0695
unattended certainly expect to do,1012.98,2.94,1014.45
everything myself how can I get into,1014.839,4.201,1016.9395000000001
people like this around me,1015.92,4.919,1018.3795
definitely definitely,1019.04,4.02,1021.05
ah there you are,1020.839,4.561,1023.1195
calm down four eyes curing business,1023.06,3.6,1024.86
hours why aren't you here in the studio,1025.4,2.46,1026.63
you can't hear the phone from upstairs,1026.66,2.88,1028.1000000000001
I'm not your switchboard operator,1029.54,3.72,1031.3999999999999
is that clear,1031.819,2.88,1033.259
with no one here what kind of a place,1033.26,3.24,1034.8799999999999
will the customers think this is what,1034.699,4.62,1037.009
kind of a place is it four eyes it,1036.5,4.14,1038.57
happens to be one of the oldest Daphne,1039.319,3.12,1040.879
do we had the most interesting trip that,1040.64,4.5,1042.89
scenery was just lovely just lovely,1042.439,5.701,1045.2895
really then there was this sick lady uh,1045.14,5.039,1047.6595000000002
on the way up and Charles told me to,1048.14,4.2,1050.24
help her and I did and Charles said I,1050.179,4.321,1052.3395
handled it very well isn't that nice,1052.34,4.02,1054.35
yes Grace that's nice where are the,1056.36,5.22,1058.9699999999998
cigarettes goodly oh no there they are,1058.64,5.58,1061.43
there in the Box,1061.58,6.18,1064.6699999999998
Daphne you shouldn't smoke so much,1064.22,5.72,1067.08
like a good girl get us back for you,1069.94,4.68,1072.28
you see on the train everything went,1077.36,4.5,1079.61
exactly according to my plan your plan,1079.64,4.8,1082.0400000000002
it's more like a five-year plan to me,1081.86,4.02,1083.87
you know we've got to be very careful,1084.44,3.0,1085.94
about every detail did you see you,1085.88,4.08,1087.92
subtly not good because tomorrow she's,1087.44,4.859,1089.8695
going to tomorrow what 12 o'clock it's,1089.96,5.04,1092.48
all set perfect,1092.299,5.901,1095.2495
your husband made the appointment for,1175.96,6.12,1179.02
this time oh it's quite all right doctor,1177.98,4.1,1180.03
and then I started walking in my sleep,1182.36,5.1,1184.9099999999999
about two months ago,1185.0,4.08,1187.04
but I've always been perfectly healthy,1189.08,3.479,1190.8194999999998
in fact they're almost monotonously,1192.559,4.101,1194.6095
Dr Reinhardt I'm sorry but,1198.74,4.5,1200.99
would you mind,1201.5,4.82,1203.91
not doing that,1203.24,3.08,1204.78
you're silly,1207.559,5.701,1210.4095
I'm usually not so go on,1210.2,7.7,1214.05
well on the train I found that I'd taken,1213.26,4.64,1215.58
I had a gun,1218.419,3.021,1219.9295000000002
my husband keeps wanting I must have,1222.38,5.78,1225.2700000000002
taken it I am,1224.419,3.741,1226.2895
you shot someone,1229.16,3.139,1230.7295000000001
yes I shot him,1233.9,4.2,1236.0
who knows what you may do the next time,1236.0,4.559,1238.2795
oh doctor there won't be a next time,1238.1,5.579,1240.8895
this is Scotland how can you be sure the,1240.559,6.86,1243.989
doctor and you'll be sure of anything,1243.679,3.74,1245.549
light body alright,1248.539,6.201,1251.6395
the life no,1251.059,3.681,1252.8995
why did you do that,1261.86,3.08,1263.3999999999999
thank you I told you the light didn't,1267.44,4.46,1269.67
Mrs Cortland you are frightened,1275.36,7.1,1278.9099999999999
do you know why you're frightened,1278.419,4.041,1280.4395000000002
yeah yeah very nervous aren't we,1285.2,5.64,1288.02
this is Cortland please try to control,1288.559,4.5,1290.809
why aren't you going to tell me I'll,1293.059,4.5,1295.309
show you I'm quite capable of accepting,1295.28,4.259,1297.4095
may I use your phone,1297.559,6.381,1300.7495
oh yes yes it's right over there,1299.539,4.401,1301.7395
is this Mr coughlin's office I wish to,1315.679,5.341,1318.3495
speak to him please this is Dr Reinhardt,1318.2,7.14,1321.77
ah Mr Cortland I must see you right away,1321.02,7.2,1324.62
oh no it won't wait,1325.34,5.459,1328.0694999999998
yes it's serious,1328.22,4.8,1330.6200000000001
yes it's very serious,1330.799,3.901,1332.7495
and that's fine,1333.02,4.279,1335.1595
right away,1380.559,3.12,1382.119
but he must be there,1384.26,3.2,1385.86
Bismillah someone just talked to him I,1387.799,3.961,1389.7794999999999
heard him your husband left some time,1389.72,4.8,1392.1200000000001
ago Mrs Cortland,1391.76,5.46,1394.49
how long ago oh I should say at least,1394.52,4.139,1396.5895
half an hour,1397.22,4.459,1399.4495
that's impossible,1398.659,3.02,1400.169
no thank you,1404.12,3.08,1405.6599999999999
who knows what you may do the next time,1422.98,4.92,1425.44
hello around here,1492.02,5.779,1494.9095
anybody home,1494.659,3.14,1496.229
the door is open it's very observing,1499.58,9.54,1504.35
ah let's see one two three four,1504.2,7.44,1507.92
five more in the car six,1509.12,4.98,1511.61
it's funny nobody here but the family,1511.64,4.38,1513.8300000000002
Hmm this place is certainly uh crawling,1516.02,5.82,1518.93
with cortlands isn't it Penningtons this,1519.26,4.74,1521.6299999999999
is Allison's house she was a Pennington,1521.84,3.78,1523.73
they're all Pennington you can always,1524.0,4.02,1526.01
fight a Pennington to buy that that open,1525.62,4.62,1527.9299999999998
Frank look they're also completely,1528.02,4.019,1530.0294999999999
unsophisticated like really,1530.24,4.62,1532.55
sophisticated people are,1532.039,5.481,1534.7795
it's good oh it's Alice in the pool,1546.039,4.541,1548.3095
which is her bedroom that one over there,1548.659,4.38,1550.8490000000002
call her husband yes,1550.58,4.86,1553.01
I don't know his office number I think,1553.039,4.38,1555.229
Manhattan has a phone book oh that's,1555.44,5.3,1558.0900000000001
right like Boston,1557.419,3.321,1559.0795
well hello,1569.36,2.72,1570.7199999999998
you had a forced Landing damage was,1572.179,3.301,1573.8295
negligible,1574.4,2.7,1575.75
you feel all right,1575.48,4.199,1577.5795
how did you get here I was delivering,1577.1,3.959,1579.0794999999998
Bobby and her equipment for the weekend,1579.679,4.201,1581.7795
we found the front door open,1581.059,5.521,1583.8195
did you see anybody no why,1583.88,5.34,1586.5500000000002
a man in a dog suit with thick hard Rim,1586.58,6.14,1589.6499999999999
glasses no I didn't see anyone,1589.22,3.5,1590.97
well if Mr Cortland isn't there give me,1594.14,3.48,1595.88
the name of a doctor,1596.12,3.179,1597.7095
I don't care what kind of a doctor a,1597.62,3.179,1599.2095
doctor with a little Black Satchel New,1599.299,3.24,1600.9189999999999
York must have lots of doctors you live,1600.799,4.281,1602.9395
here I don't,1602.539,7.161,1606.1195
Plaza 5036 thank you,1605.08,4.62,1607.3899999999999
hello Barbie oh dick you're here that's,1614.36,5.52,1617.12
wonderful Allison is oh hello may I,1617.24,4.58,1619.53
speak to the oh what is his name,1619.88,4.2,1621.98
Allison's painted Bruce and I found her,1621.82,4.0,1623.82
on The Landings he's upstairs dear,1624.08,5.06,1626.61
doctor quickly please,1625.82,3.32,1627.48
oh hello what is your name,1630.08,7.32,1633.74
Ferguson oh Henderson well never mind Dr,1633.799,5.641,1636.6195
Henderson it's all right,1637.4,3.779,1639.2895
well why don't you just go back to what,1641.179,3.921,1643.1395
you were doing,1642.679,2.421,1643.8895
oh Bruce Blues let's wait downstairs,1645.679,5.221,1648.2895
what downstairs well don't you think I,1648.08,4.02,1650.09
have to go in don't you think that,1650.9,2.46,1652.13
perhaps I could do some good Mrs,1652.1,2.88,1653.54
Coughlin that man you have mentioned,1653.36,4.74,1655.7299999999998
whoever he is is gone he can't harm you,1654.98,5.819,1657.8895
they're just the three of us here your,1658.1,4.559,1660.3795
husband and I want to help you but,1660.799,4.321,1662.9595
doctor he talked to my husband on the,1662.659,5.461,1665.3895
phone I heard him,1665.12,6.9,1668.57
12 30. I remember the clock striking I,1668.12,5.46,1670.85
haven't talked to anybody all morning,1672.02,4.139,1674.0895
and at 12 30 I was on my way over to,1673.58,4.92,1676.04
pick up Dr Reinhardt at his office but I,1676.159,4.5,1678.409
think he was here I'd tell you he was,1678.5,3.9,1680.45
downstairs,1680.659,5.361,1683.3395
he was terrifying,1682.4,3.62,1684.21
what is it,1686.9,5.34,1689.5700000000002
don't you believe me of course we,1689.6,4.5,1691.85
believe you darling,1692.24,4.86,1694.67
Mrs cotland there is no question here a,1694.1,5.34,1696.77
believing or not believing,1697.1,4.02,1699.11
I think you'd better tell me all about,1699.44,6.26,1702.5700000000002
this than about what went on before this,1701.12,4.58,1703.4099999999999
I bet you psychoanalyze him here he's,1708.5,4.44,1710.72
been up there almost a half an hour he,1710.96,4.02,1712.97
must be very thorough I've heard of,1712.94,4.5,1715.19
Reinhardt good reputation,1714.98,5.52,1717.74
tell me Bobby has um has Alison ever,1717.44,5.339,1720.1095
needed or I've ever been to a,1720.5,4.14,1722.57
psychiatrist before Oh gracious no all,1722.779,3.301,1724.4295
the Penningtons are desperately healthy,1724.64,4.639,1726.9595000000002
real rocks of Gibraltar,1726.08,3.199,1727.6795
after such a brief interview I can't,1733.24,4.12,1735.3
tell her precisely what's your wife is,1735.679,2.701,1737.0295
suffering from,1737.36,3.54,1739.1299999999999
physically she,1738.38,4.74,1740.75
she seems to be in perfect health yes,1740.9,4.2,1743.0
but mentally Mrs cotton does had a,1743.12,4.86,1745.55
profound shock and there is a certain,1745.1,5.28,1747.74
amount of tension also a fairly,1747.98,4.679,1750.3195
well-defined anxiety,1750.38,4.56,1752.66
of course we must realize that her,1754.94,4.2,1757.04
recent experiences whether imagined or,1756.679,3.36,1758.3590000000002
have been of a peculiarly varied nature,1760.039,4.52,1762.299
oh uh when you go back to see her just,1765.26,5.7,1768.11
let her talk reassure,1768.38,4.32,1770.5400000000002
I think that's what she needs most right,1770.96,5.839,1773.8795
now goodbye goodbye doctor,1772.7,4.099,1774.7495000000001
how could you've been very helpful,1778.22,4.679,1780.5595
sorry we met him in such circumstances,1781.1,4.439,1783.3194999999998
I'm indebted to both we did what we,1782.899,3.9,1784.849
could we happened along the door was,1785.539,3.661,1787.3695
open what I can't understand is Haskins,1786.799,4.561,1789.0795
absence especially since it's the mains,1789.2,4.68,1791.54
day off yes it is Thursday isn't it I,1791.36,4.439,1793.5794999999998
came because Ali asked me to stay but of,1793.88,3.24,1795.5
course I won't now under the,1795.799,2.88,1797.239
circumstances well I'm sure the Vince,1797.12,3.659,1798.9495
items can find a room for you if I'm not,1798.679,3.801,1800.5795
mistaken they have 16 guests from them,1800.779,4.201,1802.8795
yes that would be convenient wouldn't it,1802.48,5.38,1805.17
I'd be right there the party yes oh I do,1804.98,5.699,1807.8295
hope Ally will be well enough to come,1807.86,5.16,1810.4399999999998
well I think of course we'll find a way,1810.679,4.98,1813.169
out and thank you both again a great big,1813.02,4.86,1815.45
kiss for me,1815.659,6.681,1818.9995000000001
poor man I adore him too,1817.88,4.46,1820.1100000000001
oh hello has Mr Cortland come in yet no,1830.48,5.419,1833.1895
Madam not yet,1833.059,2.84,1834.479
excuse me Mrs cotton but I just wanted,1842.179,4.74,1844.549
to say that you looked lovely oh thank,1844.1,6.059,1847.1295
you Helen that's very sweet,1846.919,5.041,1849.4395000000002
it's Mr Compton,1850.159,4.221,1852.2695
good evening,1851.96,2.42,1853.17
his items one cocktail and boat right,1855.919,4.62,1858.229
into dinner bye,1858.32,4.62,1860.6299999999999
Allison I have no idea you'd feel up to,1860.539,4.441,1862.7595
going out tonight after all you've been,1862.94,4.739,1865.3095
through but I had a good rest you know,1864.98,4.38,1867.17
Dr Reinhardt said diversions would be,1867.679,3.5,1869.429
good for me,1869.36,4.62,1871.6699999999998
oh you look fine dude,1871.179,5.62,1873.989
you see I was so sure you wouldn't,1873.98,4.26,1876.1100000000001
I'm about to wind up that deal with,1876.799,3.6,1878.599
natwick you know oh yes I know the one,1878.24,3.78,1880.13
you've been working on so long your,1880.399,3.241,1882.0194999999999
dinner clothes are all laid out for you,1882.02,4.32,1884.18
I've simply got to see him tonight he's,1883.64,4.2,1885.74
right on the verge,1886.34,3.719,1888.1995
it's very important to me Allison you,1887.84,3.9,1889.79
would you mind terribly,1892.94,4.08,1894.98
would it be all right if if you dropped,1894.679,3.901,1896.6295
me off at the Vance items and then went,1897.02,5.7,1899.87
a lot oh no dick no not again honestly,1898.58,8.099,1902.6295
but you know everybody there oh dick,1902.72,5.699,1905.5695
I'll try to come by after dinner no no,1908.419,8.341,1912.5895
you call up that old boy and put him off,1912.62,7.38,1916.31
it'll be a nice pot here we both need a,1916.76,6.0,1919.76
little fun I'll call him but if he's in,1920.0,4.98,1922.49
a bad humor I'm afraid how you talk to,1922.76,3.72,1924.62
him and you're practically have to,1924.98,4.46,1927.21
change like a fireman,1926.48,2.96,1927.96
well hello there,1941.059,5.641,1943.8795
go to the Vance items he had to rush off,1944.12,4.679,1946.4595
to a conference you know that housing,1946.7,3.0,1948.2
so we were wondering if maybe you could,1949.7,3.54,1951.47
stop by here and take me along with you,1951.44,3.54,1953.21
I'd like to but you see I'm not going to,1953.24,3.179,1954.8295
Vince items,1954.98,3.24,1956.6
oh that's all right I could come for you,1956.419,4.081,1958.4595000000002
and drop you there no no I just thought,1958.22,4.14,1960.29
of something better I've got a proposed,1960.5,5.039,1963.0195
to make very honorable I um I have a,1962.36,4.5,1964.61
feeling you don't like those big dull,1965.539,3.181,1967.1295
dead parties anymore than I do,1966.86,3.48,1968.6
why don't you come with me,1968.72,3.0,1970.22
I'm going to a wedding I think it'll be,1970.34,3.059,1971.8695
fun it's a little off the Beaten Track,1971.72,3.839,1973.6395
you see it's my brother,1973.399,4.561,1975.6795
I didn't know you had a brother oh yes,1975.559,4.081,1977.5995
I've had him for years,1977.96,3.24,1979.58
how about it,1979.64,3.419,1981.3495
all right just keep right on thinking,1981.2,3.06,1982.73
about it I'll hold on this end the line,1983.059,3.921,1985.0194999999999
As Long as You Lie,1984.26,2.72,1985.62
Mr elk Madam oh,1988.82,3.8,1990.72
hello hello,1992.659,4.02,1994.669
long dress I see,1994.519,5.101,1997.0695
oh what's all this about your brother,1996.679,4.921,1999.1395
well we run an airline together in China,1999.62,3.539,2001.3895
we're going back there again on Monday,2001.6,4.199,2003.6995
no I mean the wedding oh oh well it's,2003.159,4.14,2005.229
just the usual conventional wedding you,2005.799,2.821,2007.2095
know people meet fall in love and call,2007.299,4.62,2009.609
the clergy shall we go I think I left my,2008.62,6.24,2011.7399999999998
bag in the jungle there the jungle yeah,2011.919,4.98,2014.409
I can't call a conservatory a,2014.86,5.22,2017.4699999999998
conservatory no no of course you can Mr,2016.899,4.981,2019.3895
cotton should call Helen we'll be back,2020.08,3.719,2021.9395
around around midnight evening good,2021.88,3.84,2023.8000000000002
night good night Mrs Courtland good,2023.799,4.341,2025.9695
in evidence of your sincerity do you,2035.32,5.88,2038.26
