text,start,duration,time_midpoint
they'll be given the barrier they,1006.62,3.48,1008.36
or perhaps you would suggest we hoarding,1010.1,4.08,1012.14
21 cannons from the east on the front,1012.38,5.6,1015.18
and give them a 21 gun salute,1014.18,3.8,1016.0799999999999
for the last time gentlemen,1022.82,4.619,1025.1295
let me remind you any prisoners found,1025.22,4.199,1027.3195
outside the barracks after lights out,1027.439,4.081,1029.4795000000001
will be shut on sight,1029.419,6.121,1032.4795000000001
furthermore the iron stove in Barrack IV,1031.52,6.419,1034.7295
the one camouflaging the trapdoor will,1035.54,5.279,1038.1795
be removed and so that the men from this,1037.939,5.461,1040.6695
parag do not suffer from the cold they,1040.819,4.681,1043.1595
will keep warm by filling in the Escape,1043.4,3.659,1045.2295000000001
is that clear,1047.059,2.9,1048.509
all right then gentlemen we are all,1051.44,5.52,1054.2
friends again and with Christmas coming,1054.44,4.979,1056.9295
on I have a special treat for you I'll,1056.96,5.76,1059.8400000000001
have you all the loused for the holidays,1059.419,5.461,1062.1495
and I'll have a little Christmas tree,1062.72,7.339,1066.3895
for every Barrack you will like that,1064.88,5.179,1067.4695000000002
who did this,1075.679,3.141,1077.2495000000001
I will give the funny man exactly five,1079.88,6.32,1083.0400000000002
seconds to step forward,1082.7,3.5,1084.45
then you'll all stand here if it takes,1087.08,6.2,1090.1799999999998
all day and all night,1089.66,3.62,1091.47
that is better,1094.58,3.2,1096.1799999999998
600 funny men,1109.96,6.579,1113.2495000000001
there will be no Christmas trees but,1113.539,5.341,1116.2095
there will be delousing with ice water,1116.539,5.281,1119.1795
from the horses,1118.88,9.699,1123.7295000000001
but Morgan sergeants we will remove the,1155.48,5.939,1158.4495
iron stove the one that was camouflaging,1158.96,4.38,1161.15
the trapped on the animal these Nazis,1161.419,4.081,1163.4595000000002
and kosher yeah you can say that again,1163.34,4.68,1165.6799999999998
tell an animal these Nazis ain't coats I,1165.5,4.02,1167.51
said you could say it again that doesn't,1168.02,4.76,1170.4
mean you have to repeat it,1169.52,3.26,1171.15
private property Pub,1174.5,3.08,1176.04
how come the cross knew about that stone,1177.919,4.861,1180.3495
security and the tunnel how come you,1179.78,4.2,1181.8799999999999
can't lay down a belt around here,1182.78,3.12,1184.34
without them knowing it look if you,1183.98,3.3,1185.63
don't like the way I'm handling this job,1185.9,3.12,1187.46
go get it tell it Duke it's got us all,1187.28,3.66,1189.11
spinning I just want to know what makes,1189.02,4.14,1191.09
them crowds so smart maybe they do a,1190.94,4.26,1193.0700000000002
radar maybe they got a mic hidden,1193.16,6.66,1196.49
somewhere yeah right up Joey's Ocarina,1195.2,6.66,1198.53
or maybe it's not that they're so smart,1199.82,4.32,1201.98
maybe it's that we're so stupid maybe,1201.86,3.66,1203.6899999999998
there's somebody in our marriage tipping,1204.14,3.36,1205.8200000000002
them off like one of us you don't see,1205.52,3.899,1207.4695
yes I do say,1207.5,4.2,1209.6
one of us is a stoolie a dirty stinking,1209.419,4.321,1211.5795
stoolie is that Einstein's theory or do,1211.7,4.44,1213.92
you figure it out for yourself hey hey,1213.74,6.98,1217.23
new games in the Russian compound,1216.14,4.58,1218.43
welcome welcome wait for me,1275.919,5.581,1278.7095000000002
let me go go shoot you let me go let me,1281.5,5.919,1284.4595
go they'll shoot your animals I don't,1285.32,5.06,1287.85
care let me go,1287.419,2.961,1288.8995
show animals,1290.62,5.07,1293.155
you don't want to talk to any broads,1296.62,4.24,1298.7399999999998
with boots on I don't care if they wear,1298.7,4.56,1300.98
galoshes you want a pretty Grable let me,1300.86,4.14,1302.9299999999998
remember animal I told you that when the,1305.0,2.76,1306.38
war was over I'd get you a date with,1306.62,4.5,1308.87
Betty Grable how are you gonna get me,1307.76,4.74,1310.1299999999999
we go to California I got a cousin that,1312.5,3.78,1314.39
works for the Los Angeles gas company,1314.84,3.839,1316.7595
that's how we get the address see and we,1316.28,3.66,1318.11
go to the house and I ring the bell when,1318.679,2.421,1319.8895
she comes to the door I say,1319.94,3.599,1321.7395000000001
congratulations Miss Grable we have,1321.1,4.18,1323.1899999999998
voted you the girl we'd most like to be,1323.539,3.781,1325.4295
behind barb wire with and I'm here to,1325.28,5.16,1327.86
present the award what's the award what,1327.32,7.62,1331.1299999999999
do you think Jericho your the award me,1330.44,7.56,1334.22
well supposing she don't want me well if,1334.94,4.32,1337.1000000000001
she don't want you,1338.0,3.96,1339.98
she don't get nothing you're teasing me,1339.26,4.94,1341.73
are you supposed to drink this stuff or,1351.52,5.92,1354.48
Shea drink shave anyone else want potato,1353.72,5.699,1356.5695
you sure yeah,1359.419,4.531,1361.6845
have to put your socks in my breakfast,1380.62,4.919,1383.0794999999998
tough luck,1383.14,6.18,1386.23
I hate this life,1385.539,3.781,1387.4295
shut up Cookie I'm starved I'm all ready,1390.76,5.399,1393.4595
easy animal easy,1429.08,4.14,1431.1499999999999
where'd it come from from a chicken bug,1433.28,5.58,1436.07
wit a chicken a chicken lays those,1435.86,6.62,1439.1699999999998
things don't you remember animal,1438.86,3.62,1440.6699999999998
are you gonna eat it all by yourself,1447.44,6.14,1450.51
the yellow and the white,1449.799,3.781,1451.6895
is it all right if we smell it just,1455.0,4.74,1457.37
don't drool on it,1457.1,4.86,1459.53
you're not gonna eat the shells help,1459.74,4.4,1461.94
what are we gonna do with it,1472.159,4.861,1474.5895
we're gonna plant that animal,1475.039,3.661,1476.8695
we're gonna grow us a chicken for,1477.02,3.92,1478.98
if I were yourself to not eat that egg,1485.679,4.36,1487.8590000000002
someplace else like for instance under,1488.12,3.84,1490.04
the barracks coffee looks a little weak,1490.039,4.801,1492.4395
today come on Trader Horn let's hear it,1491.96,5.4,1494.66
why'd you give the cross for that egg 45,1494.84,4.56,1497.12
cigarettes price has gone up that,1497.36,3.36,1499.04
wouldn't be the cigarette you took us,1499.4,3.06,1500.93
for last night what was I going to do,1500.72,4.74,1503.09
with them I only smoked cigars nice guy,1502.46,4.8,1504.8600000000001
the crowd shoot man Freddy and Johnson,1505.46,3.66,1507.29
last night and the days out trading with,1507.26,3.779,1509.1495
him look this may be my last hot,1509.12,3.059,1510.6495
breakfast on account they're going to,1511.039,2.701,1512.3895
take that stove out of here so would you,1512.179,3.781,1514.0695
let me eat it in peace no ain't that too,1513.74,4.679,1516.0795
bad tomorrow you'll have to suck a raw,1515.96,4.8,1518.3600000000001
egg oh you don't have to worry he could,1518.419,4.26,1520.5490000000002
always trade the crowds for a six burner,1520.76,4.5,1523.01
gas range maybe a deep freeze too watch,1522.679,4.62,1524.989
The Beef Boy so I'm trading everybody,1525.26,3.899,1527.2095
here is trading so maybe I trade a,1527.299,3.24,1528.9189999999999
little sharper does that make me a,1529.159,3.661,1530.9895000000001
collaborator a lot sharper Sefton I'd,1530.539,3.541,1532.3095
like to have some of that loot you got,1532.82,2.88,1534.26
in those Foot Lockers oh you would would,1534.08,4.02,1536.09
you listen stoop the first week I was in,1535.7,3.9,1537.65
this joint somebody stole my Red Cross,1538.1,3.6,1539.8999999999999
package my blanket and my left shoe well,1539.6,3.9,1541.55
since then I've wised up this ain't no,1541.7,3.719,1543.5595
Salvation Army this is everybody for,1543.5,6.44,1546.72
himself Dog Eat Dog you stinks,1545.419,4.521,1547.6795000000002
now you've done it you've given me,1553.58,4.219,1555.6895
nervous indigestion,1554.84,2.959,1556.3194999999998
anything else bothering you boys,1564.02,3.96,1566.0
yeah just one little thing,1566.059,3.781,1567.9495
how come you were so sure Manfredi and,1567.98,3.48,1569.72
Johnson wouldn't get out of the forest I,1569.84,2.88,1571.28
wasn't so sure,1571.46,4.579,1573.7495000000001
I just like the odds,1572.72,3.319,1574.3795
what's that crack supposed to mean,1577.159,3.301,1578.8095
they're lying dead out there in the mud,1578.6,3.48,1580.34
and I'm trying to find out how come I'll,1580.46,3.599,1582.2595000000001
tell you how come because you are a,1582.08,3.36,1583.76
security officer said it to be safe and,1584.059,2.521,1585.3195
you were the marriage Chief gave him the,1585.44,3.06,1586.97
green light that's how come,1586.58,3.66,1588.4099999999999
what are you guys trying to prove anyway,1588.5,4.14,1590.57
cutting trap doors digging Pleasant set,1590.24,4.5,1592.49
you listen to me,1592.64,3.6,1594.44
what do you think the chances are of,1594.74,3.24,1596.36
getting out of here and let's say you,1596.24,3.48,1597.98
make it to Switzerland let's say to the,1597.98,3.78,1599.8700000000001
states so what,1599.72,3.66,1601.55
they ship you out the Pacific slap you,1601.76,2.88,1603.2
in another plane you get shut down again,1603.38,2.88,1604.8200000000002
only this time you wind up in a Japanese,1604.64,3.06,1606.17
prison camp,1606.26,4.019,1608.2694999999999
that is if you're lucky,1607.7,5.16,1610.28
well I'm no escape artist,1610.279,4.38,1612.469
cigar cookie,1612.86,3.84,1614.78
you can be the heroes the guys with,1614.659,4.681,1616.9995000000001
fruit salad on your chest me I'm staying,1616.7,3.54,1618.47
and I'm gonna make myself as comfortable,1620.24,3.24,1621.86
and if it takes a little trading with,1623.48,3.24,1625.1
the Enemy to get me some food or a,1625.039,3.301,1626.6895
better mattress,1626.72,4.62,1629.03
that's okay by Sefton,1628.34,5.699,1631.1895
why you crud this war is going to be,1631.34,4.079,1633.3795
over someday then what do you think,1634.039,3.781,1635.9295
we'll do the crowd kisses like you oh,1635.419,5.181,1638.0095000000001
yeah that's enough,1637.82,2.78,1639.21
all right break it off down there ready,1641.98,4.9,1644.43
for the news,1644.48,5.52,1647.24
today's Camp news father Mary announces,1646.88,4.98,1649.3700000000001
that do the local regulations the,1650.0,3.72,1651.86
Christmas midnight mass will be held at,1651.86,4.62,1654.1699999999998
seven in the morning he also says quote,1653.72,4.92,1656.18
all you sack rats better show up for,1656.48,3.96,1658.46
services and no bull from anybody,1658.64,3.36,1660.3200000000002
Monday afternoon a sailboat race will be,1667.82,4.979,1670.3094999999998
held at the Cesspool see Oscar Rudolph,1670.34,4.079,1672.3795
for barracks seven if you wish to enter,1672.799,4.921,1675.2595
next Jack cushingham and Larry Blake,1679.279,5.88,1682.219
will play Frank Donata and Mike comb for,1682.64,4.32,1684.8000000000002
the pinochle championship of the camp,1685.159,5.061,1687.6895000000002
that's a fix,1686.96,3.26,1688.5900000000001
next Tuesday afternoon at two o'clock,1693.679,5.701,1696.5295
all men from Texas will meet behind the,1696.62,5.6,1699.4199999999998
north latrine,1699.38,2.84,1700.8000000000002
next I want him from the commandant,1704.9,6.06,1707.93
anybody found throwing rocks at,1708.58,4.3,1710.73
low-flying German aircraft will be,1710.96,5.0,1713.46
thrown in the booze,1712.88,3.08,1714.42
and a doors covered yeah there was a,1717.02,4.92,1719.48
cover okay Steve give him a radio,1719.539,5.061,1722.0695
you can keep it for two days two days,1735.62,3.72,1737.4799999999998
we're supposed to have it for a week,1738.2,3.0,1739.7
you're lucky to get it at all the boys,1739.34,3.48,1741.08
are afraid the Jerry's will find it here,1741.2,3.479,1742.9395
this Barracks is jinxed don't worry,1742.82,3.719,1744.6795
we'll take care of it Jess Amanda got,1744.679,3.0,1746.179
the antenna gone we'll see if we can,1746.539,2.52,1747.799
catch the BBC,1747.679,4.5,1749.929
get the antenna get the antenna I get,1749.059,7.22,1752.6689999999999
the antenna get the antenna,1752.179,4.1,1754.229
getting anything getting too much trying,1777.58,5.56,1780.36
to unscramble if you can't get BBC how,1780.74,4.2,1782.84
about a little Guy Lombardo are we,1783.14,5.48,1785.88
boring you septon hold it quiet,1784.94,3.68,1786.78
five Panzer divisions,1788.659,4.26,1790.7890000000002
and nine infantry divisions,1790.7,4.92,1793.16
of unrunstead's army,1792.919,5.341,1795.5895
are pouring into the wide breach crowds,1795.62,4.38,1797.81
have busted through,1798.26,4.2,1800.36
a second German wedge,1800.0,6.419,1803.2095
is reported 14 miles west of Melody,1802.46,6.0,1805.46
where tank columns,1806.419,5.36,1809.0990000000002
cut the road to Bast Stone,1808.46,3.319,1810.1195
has driven across Luxembourg,1869.799,6.221,1872.9095
the Allied Air Force is grounded by poor,1872.84,4.38,1875.03
visibility,1876.02,3.0,1877.52
two of Patton's tank units,1879.02,4.8,1881.42
have been diverted toward Bastone,1881.48,4.559,1883.7595000000001
and are trying to,1883.82,4.739,1886.1895
come on come on static static is right,1886.039,4.681,1888.3795
the radio static patent static and wear,1888.559,3.48,1890.299
static looks like it's going to be a,1890.72,4.579,1893.0095000000001
longer one you figure down dude,1892.039,3.26,1893.669
whoa very gentlemen am I interrupting,1933.7,5.62,1936.51
someday yeah sure we're just passing out,1936.86,3.539,1938.6295
ah you're joking always with the device,1941.74,5.799,1944.6395
crackers Vice crackers where did he pick,1944.24,5.28,1946.88
up his English in a pretzel factory you,1947.539,4.201,1949.6395
always think I'm a square I've been to,1949.52,4.32,1951.68
America I've been wrestling there I,1951.74,3.96,1953.72
wrestled in Milwaukee in Saint Louis,1953.84,5.28,1956.48
it's Cincinnati and I will go back the,1955.7,5.16,1958.28
way the war is going I will be there,1959.12,6.14,1962.1899999999998
before you you should live so long,1960.86,4.4,1963.06
that's me in Cincinnati who's the other,1965.36,4.199,1967.4595
wrestler the one with the mustache,1967.94,4.979,1970.4295
that's my wife hey look at all that meat,1969.559,6.24,1972.6789999999999
ain't she The Bitter End oh give it back,1972.919,6.36,1976.0990000000002
you must not arouse yourself it should I,1975.799,5.76,1978.679
got a deal for you suppose you help us,1979.279,4.081,1981.3195
Escape we'll go home and have everything,1981.559,3.72,1983.4189999999999
waiting for you in Madison Square Garden,1983.36,3.72,1985.2199999999998
for the heavyweight wrestling,1985.279,4.321,1987.4395
championship for the wild in this corner,1987.08,5.939,1990.0494999999999
Schultz the Beast of Bavaria versus The,1989.6,6.27,1992.735
Hunchback of Stalag 17.,1993.019,7.221,1996.6295
we're on to you,2025.08,3.76,2026.96
you know everything that's happening in,2027.159,3.541,2028.9295000000002
Miss Barracks who's tipping you off,2028.84,4.559,2031.1195
tipping me off I do not understand,2030.7,5.219,2033.3095
you're wasting your time though come on,2033.399,4.441,2035.6194999999998
everybody outside let's get it over with,2035.919,4.081,2037.9595000000002
just a second hoffy Schultz says he's,2037.84,3.42,2039.55
our best friend here maybe he can give,2040.0,4.019,2042.0095
us a little hint come on shell spill it,2041.26,4.56,2043.54
how'd you get the information about,2044.019,4.261,2046.1495
Manfredi and Johnson about the stove in,2045.82,4.319,2047.9795
the tunnel,2048.28,3.54,2050.05
all right Schultz who's giving it to you,2050.139,3.361,2051.8195
which one of us is it which one of yours,2051.82,3.359,2053.4995000000004
what which one of us is the Informer are,2053.5,3.419,2055.2095
you trying to say that one-american with,2055.179,3.121,2056.7395
the torment another man that's the,2056.919,3.901,2058.8695
general idea only it's not so General as,2058.3,4.079,2060.3395
far as I'm concerned ah you're talking,2060.82,4.079,2062.8595
crazy it's no usual you might as well,2062.379,4.201,2064.4795
come clean why don't you just tell him,2064.899,2.821,2066.3095
it's me because I'm really the,2066.58,3.0,2068.08
illegitimate son of Hitler and after the,2067.72,3.179,2069.3095
Germans win the war you're going to make,2069.58,4.799,2071.9795
me the collider of zinzonati you are,2070.899,6.061,2073.9294999999997
American you are the craziest people,2074.379,5.821,2077.2895
that's why I like you oh I wish I could,2076.96,5.699,2079.8095
invite you all to my house for a nice,2080.2,6.36,2083.3799999999997
German Christmas songs,2082.659,3.901,2084.6095
those poor suckers man Freddy and,2153.579,5.52,2156.3390000000004
Johnson they got out of Stalag 17 all,2156.16,5.28,2158.7999999999997
right only not quite the way they wanted,2159.099,5.041,2161.6195000000002
to go somebody in our outfit was tipping,2161.44,4.98,2163.93
off the Crouch sure enough only who was,2164.14,6.3,2167.29
it the animal or Harry or hoffy or Price,2166.42,8.22,2170.53
or Blondie or goofy Joey or Duke it sure,2170.44,7.74,2174.31
wasn't me maybe it was Sefton,2174.64,7.439,2178.3595
Sergeant J.J Sefton I guess it's about,2178.18,5.52,2180.94
time I told you a few more things about,2182.079,4.201,2184.1795
that Sefton guy if I was anything of a,2183.7,4.02,2185.71
writer I'd send it into the Reader's,2186.28,2.64,2187.6000000000004
Digest for one of those most,2187.72,4.32,2189.8799999999997
unforgettable characters you've ever met,2188.92,5.34,2191.59
he was a big time operator always,2192.04,4.92,2194.5
hustling always scrounging take for,2194.26,4.74,2196.63
instance the horse races every Saturday,2196.96,4.56,2199.2400000000002
and Sunday he'd put on horse races he,2199.0,4.14,2201.07
was a sole owner and operator of the,2201.52,4.68,2203.86
Stalag 17 Turf Club he was the presiding,2203.14,5.16,2205.72
Steward the chief handicapper the,2206.2,4.26,2208.33
starter the judge the breeder and his,2208.3,4.92,2210.76
own bookie he was the whole works except,2210.46,5.28,2213.1
that I was a stable boy for five smokes,2213.22,6.8,2216.62
a day give me Aqua Poise 10 on the nose,2215.74,4.28,2217.8799999999997
come on come on,2225.54,3.48,2227.2799999999997
private Seabiscuit I'll pay you when the,2240.76,3.66,2242.59
Red Cross Parcels no credit I have a,2242.5,3.66,2244.33
hard certain sorry it's against the,2244.42,4.58,2246.71
rules of racing commission any more bets,2246.16,5.939,2249.1295
ready cookie,2249.0,6.76,2252.38
ready let him go and they're up and,2252.099,7.401,2255.7995
running at stalak 17.,2255.76,3.74,2257.63
come on you beauty,2263.82,7.33,2267.485
you made me bet on Aqua boys I clocked,2301.32,5.74,2304.19
them this morning he was running like a,2305.2,2.78,2306.5899999999997
why don't I clock you,2307.98,3.96,2309.96
another one of his Enterprises was The,2312.64,4.8,2315.04
Distillery he ran a bar right in our,2314.74,4.32,2316.8999999999996
Barracks selling schnapps at two,2317.44,4.2,2319.54
cigarettes a shot the boys called it the,2319.06,4.5,2321.31
flamethrower but it wasn't really that,2321.64,4.02,2323.65
bad we brewed the stuff out of old,2323.56,3.96,2325.54
potato peels and once in a while a,2325.66,3.419,2327.3695
couple of strings off the Red Cross,2327.52,6.079,2330.5595
Parcels just to give it a little flavor,2329.079,4.52,2331.3390000000004
it ain't fairy I'm tired,2333.82,5.48,2336.56
ain't you beautiful,2341.2,5.34,2343.87
she married an orchestral leader so what,2343.42,5.159,2345.9995
