text,start,duration,time_midpoint,vader,textblob,llama3
is no common criminal you send me after,300.6,5.22,303.21000000000004,0.1471,-0.125,0.6
blood is a learned intelligent man a,302.46,4.08,304.5,0.4588,0.8,0.4
a doctor are the English so hated that,306.54,4.02,308.55,-0.7481,-0.45,-0.7
the Physicians must turn to piracy for a,308.94,3.78,310.83,0.0,0.0,-0.7
living blood is not English your majesty,310.56,3.54,312.33,0.0,0.0,-0.7
uh prepare The Dorsey on the man wish I,314.1,5.96,317.08000000000004,0.4019,0.0,0.3
should be pleased to read read,316.38,3.68,318.22,0.4404,0.5,0.4
Peter blood,321.0,4.74,323.37,0.0,0.0,0.2
born in Ireland 1658 Bachelor of,322.56,6.66,325.89,0.0,0.0,0.2
medicine Dublin University 1680.,325.74,5.64,328.56,0.0,0.0,0.4
arrested by the English was saving the,329.22,4.08,331.26000000000005,-0.4767,0.0,0.4
life of a wounded Rebel during the,331.38,5.659,334.2095,-0.1531,0.0,0.4
Monmouth Rebellion Rebellion yes yes,333.3,6.48,336.54,0.5267,0.0,-0.7
sentenced to death sentence later,337.039,5.16,339.619,-0.5719,0.0,0.5
changed to a life of slavery at Barbados,339.78,6.12,342.84,-0.7003,0.0,-0.7
there he and a group of fellow slaves,342.199,6.301,345.34950000000003,0.0,0.0,0.6
manager is somewhat incredible Escape,345.9,6.06,348.92999999999995,0.1815,0.9,-0.7
that's enough kantaraka,348.5,5.199,351.0995,0.0,0.0,0.2
we offer a reward of 50 000 Pieces Of,353.699,3.541,355.46950000000004,0.5719,0.0,0.8
for the head of this Buccaneer even an,357.24,5.04,359.76,0.0,0.0,0.7
Englishman may find that tempting if not,358.919,7.021,362.4295,0.0,0.0,0.3
I'm sure you my lord Naki will,362.28,4.979,364.7695,0.3182,0.5,0.7
this Captain Blood has captured your,367.259,4.261,369.3895,0.0,0.0,0.6
wealth and position,369.78,3.24,371.4,0.4939,0.0,0.7
Captain Alvarado,374.3,3.94,376.27,0.0,0.0,0.6
you would accompany the Marquee to the,376.68,3.78,378.57,0.0,0.0,0.7
Indies and we'll assume the posts of,378.24,4.739,380.6095,0.0,0.0,0.2
military deposition that is I mean of,380.46,5.34,383.13,0.0,-0.20625,0.4
military utter change and you will act,382.979,4.44,385.199,0.0,-0.05,0.7
as our representative,385.8,3.6,387.6,0.0,0.0,0.7
and we will charge you with a direct,387.419,4.021,389.4295,0.0,0.1,-0.7
responsibility,389.4,4.68,391.74,0.0,0.0,0.6
of seeing that our orders,391.44,5.599,394.2395,0.0,0.0,0.2
are carried out,394.08,2.959,395.5595,0.0,0.0,0.2
no sign yet Peter no the beat seems,442.86,4.619,445.1695,-0.5267,0.0,0.3
what time do you make it Tom I don't,447.479,4.021,449.4895,0.0,0.0,-0.7
know I left before Dawn we'll have to,449.759,4.081,451.7995,0.0,0.0,0.2
work fast Faith yes there'll be the,451.5,3.72,453.36,0.6705,0.2,0.5
devil to pay if the mark he finds US,453.84,2.94,455.31,-0.7003,0.0,0.4
lying off his Island in broad daylight,455.22,4.08,457.2600000000001,-0.5267,0.0625,0.6
you still think the signal will come of,456.78,4.44,459.0,0.0,0.0,0.4
course the Jacob's a man of his word,459.3,4.26,461.43,0.0,0.0,0.7
besides we can't leave we must get,461.22,3.96,463.2000000000001,0.0382,0.0,0.7
supplies and ammunition there's very,463.56,3.84,465.48,0.0,0.2,0.4
little left we can get what we need in,465.18,6.0,468.18,0.0,-0.09375,0.4
Tortuga it's too far besides I have a,467.4,5.1,469.95,0.0,0.1,0.5
taste for shooting at the spanners with,471.18,4.079,473.2195,0.0,0.0,0.3
their own cannonballs,472.5,4.74,474.87,0.0,0.6,0.4
over there,477.24,2.78,478.63,0.0,0.0,0.7
you stay here Scotty hi,517.38,4.159,519.4595,0.0,0.0,0.2
where is Pacheco,523.86,7.299,527.5095,0.0,0.0,0.2
Captain Blood,624.12,4.82,626.53,0.0,0.0,0.7
Captain Blood,625.98,2.96,627.46,0.0,0.0,0.3
Captain what is it man,634.74,3.38,636.4300000000001,0.0,0.0,0.7
it was your top captain,638.22,5.04,640.74,0.2023,0.5,0.8
we were ambushed,641.04,4.919,643.4995,0.0,0.0,-0.7
Pacheco wasn't there,643.26,4.139,645.3294999999999,0.0,0.0,-0.7
all the other men would have taken,645.959,2.94,647.429,0.0,-0.125,0.7
fighting they won't we'll give them a,648.899,2.88,650.339,-0.3612,0.0,0.5
taste of it but we've little enough,650.279,3.721,652.1395,0.0,-0.09375,-0.7
powderland ball left as it is no matter,651.779,4.381,653.9695,-0.0191,0.0,0.2
our men are there but the Marquis ships,654.0,4.56,656.28,0.0,0.0,0.2
within sound of our guns it's suicide,656.16,5.58,658.9499999999999,-0.6705,0.4,0.3
for us and those men are sure too,658.56,5.76,661.4399999999999,0.3182,0.5,-0.8
sure you're right Tom let's try to get,661.74,5.46,664.47,0.3182,0.39285714285714285,0.5
to Tortuga for supplies,664.32,6.98,667.8100000000001,0.0,0.0,0.7
you win take Scotty below,667.2,4.1,669.25,0.5859,0.8,0.4
one cup make Sail,671.399,4.461,673.6295,0.0,0.0,0.5
your excellent,683.06,3.42,684.77,0.5719,1.0,0.2
my new slaves are Captain Bloods many,694.86,4.5,697.11,0.0,0.3181818181818182,0.8
I've been anxious to meet your captain,697.86,4.52,700.12,-0.25,-0.25,0.4
for a long time,699.36,3.02,700.87,0.0,-0.05,0.2
where was your captain bowed for,718.7,4.139,720.7695,0.0,0.0,0.2
perhaps you'll be more talkative after a,750.06,4.44,752.28,0.0,0.5,0.3
short while in the pearl Fisheries,752.579,4.581,754.8694999999999,0.0,0.0,0.4
take them away,754.5,2.66,755.83,0.0,0.0,-0.7
well actually,764.94,4.199,767.0395000000001,0.2732,0.0,0.2
can I make you a good price for such,767.1,5.239,769.7195,0.4404,0.35,0.4
interesting slaves,769.139,3.2,770.739,0.4019,0.5,-0.5
Senora Fairfax,775.44,3.54,777.21,0.0,0.0,0.5
your greediness for the sale of a few,777.24,4.2,779.34,-0.4019,-0.2,0.3
slaves has caused me a chance to capture,778.98,5.22,781.59,0.25,0.0,0.7
your countrymen Captain Blood Excellency,781.44,4.8,783.84,0.5423,0.0,-0.8
I didn't know it was the Avenger I'm,784.2,4.02,786.21,0.0,0.0,0.4
trying to warn you by now blood is 20,786.24,4.92,788.7,-0.1027,0.0,0.6
weeks away in a fast ship impossible to,788.22,6.6,791.52,0.0,-0.2333333333333333,-0.7
capture you will have other chances not,791.16,5.04,793.68,0.2023,-0.125,0.4
like this one,794.82,4.34,796.99,0.3612,0.0,0.4
who can be,824.16,2.9,825.61,0.0,0.0,0.2
Peter why don't we go ashore I'm staying,828.54,5.039,831.0595,0.0,0.0,-0.7
abroad but Peter there's nothing we can,831.66,4.02,833.67,0.0,0.0,-0.7
do to help those men now why must you,833.579,3.601,835.3795,0.4019,0.0,-0.7
keep thinking about it why would you,835.68,4.44,837.9,0.0,0.0,-0.7
have me do then try and forget them,837.18,4.68,839.52,-0.2263,0.0,-0.7
forget our own men,840.12,3.48,841.86,-0.2263,0.6,-0.7
slaves of Spain Running Away in the,841.86,3.599,843.6595,0.0,0.0,0.6
Marquis dungeons,843.6,2.94,845.07,0.0,0.0,0.3
do you remember what it was like before,845.459,2.82,846.8689999999999,0.3612,0.0,0.3
we escaped from slavery,846.54,3.599,848.3394999999999,-0.7003,0.0,0.8
the stench of those filthy holes the,848.279,4.141,850.3495,-0.5106,-0.8,-0.9
swill the chains rotting away the flesh,850.139,4.38,852.3290000000001,0.0,-0.1,-0.5
from your bones the whips and The,852.42,6.02,855.43,0.0,0.0,-0.7
Branding irons yes I remember,854.519,3.921,856.4795,0.4019,0.0,0.3
don't ask me to forget then,858.899,5.781,861.7895,-0.2263,0.0,0.7
Captain Blood,861.779,2.901,863.2295,0.0,0.0,-0.7
Captain Blood Scotty if you're in,865.5,3.92,867.46,0.0,0.0,0.7
trouble with a father,867.66,5.88,870.6,-0.4019,-0.2,-0.7
this time it's the Marquee,869.42,6.039,872.4395,0.0,0.0,0.6
what are you talking about a friendship,873.54,4.739,875.9095,0.4404,0.0,0.5
just arrived from lahata hermit tells me,875.459,4.261,877.5894999999999,0.0,0.0,0.3
that that hurricane that's been blown,878.279,4.021,880.2895,0.0,0.0,-0.7
about hit the Marquee ship and just,879.72,6.119,882.7795,0.0,0.0,0.3
about ruined it was Santa Paula I she's,882.3,5.58,885.0899999999999,-0.4767,0.0,-0.7
no fit to go to see again until she's,885.839,3.721,887.6995000000001,-0.2755,-0.2,-0.7
been repaired,887.88,3.959,889.8595,0.0,0.0,0.4
hear that Tom we can sail right to the,889.56,3.48,891.3,0.0,0.2857142857142857,0.6
island of the mark he couldn't give us a,891.839,3.661,893.6695000000001,0.0,0.0,0.2
Chase but he's still got a fort on 50,893.04,4.5,895.29,0.0,0.0,0.4
Cannon mounted on the bridge there's no,895.5,3.3,897.15,-0.296,0.0,-0.7
cannon in The Cove at the back of the,897.54,4.2,899.64,0.0,0.0,0.4
island all the men aboard hi sir but,898.8,4.74,901.17,0.0129,0.0,0.2
you can't take the Avenger right into,901.74,4.38,903.93,0.0,0.2857142857142857,-0.7
the Marquis grasp we'd surely be caught,903.54,4.26,905.67,0.4404,0.5,-0.7
you're right Tom we wouldn't stand a,906.12,4.38,908.31,0.0,0.2857142857142857,0.4
chance wait a car this is the most,907.8,4.14,909.87,0.25,0.5,0.3
fool-hearted thing you've ever done,910.5,4.26,912.63,0.0,0.0,-0.7
beyond the dark standby to make sail,911.94,5.82,914.85,0.0,-0.15,0.7
we'll end up slaves ourselves I will,914.76,5.65,917.585,0.0,0.0,-0.8
probably hang all of us,917.76,6.0,920.76,0.0,0.0,-0.8
I'm still dead set against it Peter it's,952.019,4.5,954.269,-0.6486,-0.2,-0.7
too dangerous this cove's right on the,954.54,4.08,956.58,-0.4767,-0.15714285714285714,-0.7
Marquis back doorstep where would he be,956.519,3.601,958.3195,0.0,0.0,0.2
less likely to look for us what if,958.62,3.779,960.5095,0.0,-0.08333333333333333,-0.7
somebody recognizes you what ifacheco,960.12,4.38,962.31,0.0,0.0,0.7
sees you he's betrayed us once already,962.399,4.62,964.709,-0.6124,0.0,-0.8
you won't betray anybody else I'll make,964.5,4.32,966.66,0.5216,0.0,0.7
sure that while I'm here how do you,967.019,3.661,968.8495,0.3182,0.5,0.2
propose to get into the town you can't,968.82,4.139,970.8895,0.0,0.0,-0.7
just walk in have yourself announced to,970.68,4.14,972.75,0.0,0.0,0.2
the Marquee I'll leave that a lady,972.959,4.021,974.9695,-0.0516,0.0,0.4
chance she's obliged me more than once,974.82,3.84,976.74,0.25,0.5,0.6
perhaps she'll oblige me again,976.98,4.02,978.99,0.0,0.0,0.4
our great faith in the lady you'll need,978.66,4.52,980.92,0.7845,0.8,0.7
no no move on move on,989.339,5.961,992.3195,0.2235,0.0,0.2
where did you say you were going across,998.399,4.261,1000.5295,0.0,0.0,0.2
the island what else,1000.62,4.68,1002.96,0.0,0.0,0.5
there he is Tom who a messenger from,1002.66,4.2,1004.76,0.0,0.0,0.4
Lady chance will you buy some of my,1005.3,4.08,1007.34,0.25,0.0,0.4
fruits in your I may buy all of it thank,1006.86,4.7,1009.21,0.3612,0.0,0.7
created me I have been looking for,1166.72,4.12,1168.78,0.25,0.0,0.4
oh my God you kiss me so good you are,1170.84,4.8,1173.24,0.796,0.7,0.8
not Miguel who are you it's a little,1173.36,4.38,1175.55,0.0,-0.1875,-0.7
late for introduction why are you,1175.64,4.46,1177.87,0.0,-0.3,-0.7
wearing the gifts close,1177.74,6.9,1181.19,0.0,0.0,-0.7
Miguel is sick sick see he asked you to,1180.1,8.14,1184.1699999999998,-0.765,-0.7142857142857143,0.6
take his place sir I'm his friend,1184.64,5.88,1187.5800000000002,0.4939,0.0,0.5
his friend,1188.24,6.54,1191.51,0.4939,0.0,0.4
what is your name Pedro Pedro Morales,1190.52,5.76,1193.4,0.0,0.0,0.5
that is strange,1196.28,4.1,1198.33,-0.2023,-0.05,-0.5
he's never mentioned it to me,1198.2,4.74,1200.57,0.0,0.0,-0.7
well he has never mentioned you to me,1200.38,5.74,1203.25,0.2732,0.0,-0.7
either but that is not so strange,1202.94,4.979,1205.4295,0.3646,-0.05,0.3
what do you mean Senor something is,1206.12,5.58,1208.91,0.0,-0.3125,0.2
wrong oh no no no nothing nothing,1207.919,6.0,1210.919,-0.0834,-0.5,-0.8
I can see why Miguel never told me about,1211.7,6.14,1214.77,0.0,0.0,-0.7
your senorita simulator pepita,1213.919,5.481,1216.6595000000002,0.0,0.0,0.7
Maria rosadas,1219.4,4.84,1221.8200000000002,0.0,0.0,0.3
the woman is even more lovely than the,1221.919,3.101,1223.4695000000002,0.624,0.5,0.8
Miguel Nua would be helpless before us,1225.02,3.48,1226.76,-0.4588,0.0,-0.7
at Beauty that's why he kept you a,1226.7,3.12,1228.26,0.5859,0.0,0.2
secret from me,1228.5,3.6,1230.3,0.0,-0.4,0.8
the Senor is very kind,1229.82,3.9,1231.77,0.5709,0.78,-0.7
but it's true that Miguel is very fond,1232.1,4.319,1234.2595,0.8397,0.275,0.7
of me oh but Peter fond of you it's only,1233.72,4.319,1235.8795,0.5927,0.0,0.7
because I'm his closest friend that he,1236.419,4.861,1238.8495,0.4939,0.0,0.4
is so helpless see completely it is only,1238.039,4.561,1240.3195,-0.5095,0.0,-0.7
because of that that he trusts me alone,1241.28,4.44,1243.5,0.2732,0.0,0.7
in the city with you but I am only human,1242.6,5.4,1245.3,0.0,0.0,0.4
and you must help me to resist,1245.72,5.28,1248.36,0.4019,0.0,0.5
I uh I was seeking early today an old,1268.72,5.92,1271.68,0.0,0.1,0.2
friend of mine but his shop was deserted,1271.76,5.279,1274.3995,0.2732,0.0,-0.7
perhaps you know him,1274.64,4.2,1276.74,0.0,0.0,0.4
I know all the men in large,1277.039,3.781,1278.9295,0.0,0.21428571428571427,0.2
what is your friend's name Pacheco,1278.84,4.199,1280.9395,0.0,0.0,0.4
Fernando Pacheco oh yes yes I remember,1280.82,4.56,1283.1,0.6597,0.0,-0.7
him he's the thin one but he left the,1283.039,4.741,1285.4095,0.0,-0.2,0.7
island yesterday left,1285.38,4.74,1287.75,0.0,0.0,0.2
oh no I'm sure you're mistaken I'm,1287.78,4.74,1290.15,-0.687,-0.25,-0.7
certain he is still here I was told he,1290.12,4.799,1292.5195,0.2732,0.21428571428571427,0.4
had gone to Portobello,1292.52,3.899,1294.4695,0.0,0.0,0.3
who told you this,1294.919,4.521,1297.1795000000002,0.0,0.0,-0.5
they overseer,1296.419,3.021,1297.9295000000002,0.0,0.0,-0.5
when it is so easy to find new ones,1303.44,4.28,1305.5800000000002,0.5777,0.28484848484848485,0.2
what is that,1314.96,4.68,1317.3,0.0,0.0,0.8
all just the slaves they're on their way,1317.059,4.261,1319.1895,0.0,0.0,-0.7
back from the Marquis Pearl Fisheries,1319.64,3.419,1321.3495,0.0,0.0,0.4
the ones that are left,1321.32,3.719,1323.1795,0.0,0.0,0.4
the ones that are left there are few,1323.059,6.24,1326.179,0.0,-0.1,-0.7
every day last week 34. yesterday 32,1325.039,6.901,1328.4895,0.0,0.0,-0.7
today who knows what happens to them,1329.299,4.441,1331.5195,0.0,0.0,0.2
what happens to anyone who has to die,1331.94,4.5,1334.19,-0.5994,0.0,-0.7
for pearls in water filled with sharks,1333.74,5.64,1336.56,0.0,0.4,-0.7
oh please excuse me I forgot the,1336.44,5.78,1339.3300000000002,0.3818,-0.05,0.2
overseers wine,1339.38,2.84,1340.8000000000002,0.0,0.0,0.4
the senior overseer is here,1345.82,4.08,1347.86,0.0,0.0,0.3
must I run this in all by myself,1349.96,4.14,1352.03,0.0,0.0,-0.7
ah my beautiful bamita have you not,1374.2,5.56,1376.98,0.5994,0.85,0.8
welcome for your friend today Pablo is,1377.6,4.579,1379.8895,0.7351,0.8,0.7
bringing it,1379.76,2.419,1380.9695,0.0,0.0,0.5
now I feel better my beautiful Pepito,1398.96,4.86,1401.39,0.7783,0.675,0.7
don't touch,1401.72,4.459,1403.9495,0.0,0.0,-0.7
don't touch,1403.82,4.16,1405.9,0.0,0.0,0.5
women women,1406.179,4.48,1408.419,0.0,0.0,-0.7
they're all the same the senior would,1407.98,3.939,1409.9495,0.0,0.0,0.2
care for a little more wine I should be,1410.659,2.88,1412.0990000000002,0.4939,0.15625,0.4
most happy to buy it for him huh another,1411.919,4.561,1414.1995000000002,0.6115,0.65,-0.7
time I must take those slaves back to,1413.539,5.221,1416.1495,0.0,0.0,0.8
the dungeons that's the day for the,1416.48,5.179,1419.0695,0.0,0.0,0.4
Marquis inspection,1418.76,2.899,1420.2095,0.0,0.0,0.7
I'll be back say I know,1440.44,4.68,1442.78,0.0,0.0,0.4
how long come on hurry up,1462.34,7.81,1466.245,0.0,-0.05,0.3
you don't seem too anxious to inspect,1503.36,4.319,1505.5195,0.1877,-0.25,0.3
the dungeons Captain well I hardly find,1505.28,4.379,1507.4695,0.2732,-0.2916666666666667,-0.7
them attractive excellencies,1507.679,3.781,1509.5695,0.743,0.8,0.8
I'm afraid the captain still judges Us,1509.659,3.9,1511.6090000000002,0.0,-0.6,-0.7
by Spanish standards as a burrito he,1511.46,4.02,1513.47,0.0,0.0,0.3
forgets we are in a new world where men,1513.559,4.86,1515.989,0.0,0.13636363636363635,0.3
live by new laws or uh or die by them,1515.48,5.819,1518.3895,-0.5994,0.13636363636363635,0.4
come now Captain these slaves die for,1518.419,4.981,1520.9095000000002,-0.5994,0.0,-0.7
pearls and pearls are one of the few,1521.299,3.721,1523.1595,0.0,-0.2,0.7
things that make this dull Little Colony,1523.4,3.659,1525.2295,-0.481,-0.23958333333333334,0.2
everything is ready for the inspection,1527.059,4.86,1529.489,0.3612,0.2,0.7
branded Splendid at the day's catch,1529.159,4.981,1531.6495000000002,0.5859,0.8333333333333334,0.5
three pearls Excellency,1531.919,4.801,1534.3195,0.5423,0.0,0.8
to a fine quality,1534.14,5.159,1536.7195000000002,0.2023,0.4166666666666667,0.7
Uncle don't you think I deserve some,1536.72,4.68,1539.06,0.0,0.0,-0.7
reward for waiting in this heat well of,1539.299,4.76,1541.679,0.7003,0.0,0.4
course my dear,1541.4,2.659,1542.7295,0.3818,0.0,0.7
small Pearl like this for a marquis,1545.659,3.241,1547.2795,0.3612,-0.25,0.7
it's fit only for her,1548.9,5.399,1551.5995,0.3612,0.2,0.7
for a peddler,1552.14,5.36,1554.8200000000002,0.0,0.0,-0.5
excuse me my dear,1554.299,3.201,1555.8995,0.4404,-0.05,0.7
how clumsy are you Peddler forget my,1568.48,5.439,1571.1995,-0.2263,-0.3,-0.7
hands they are not accustomed to pearls,1571.22,4.5,1573.47,0.0,0.0,-0.7
perhaps you would appreciate them more,1573.919,4.38,1576.1090000000002,0.4019,0.5,0.4
if you were to die for one yourself,1575.72,5.3,1578.37,-0.5994,0.0,0.8
I thought I'd never get away from your,1611.539,2.341,1612.7095,0.0,0.0,-0.7
don't tell me business bores you,1613.88,5.899,1616.8295,-0.3182,0.0,0.6
by contrast yes,1616.279,3.5,1618.029,0.4019,0.0,-0.7
look I'm over half finished how do you,1620.12,3.96,1622.1,0.0,-0.16666666666666666,0.4
very Charming my sweet,1624.08,3.44,1625.8,0.8104,0.6299999999999999,0.8
why don't you take me,1629.539,2.901,1630.9895,0.0,0.0,-0.7
take me you know I will isabelita as,1634.34,4.38,1636.53,0.0,0.0,0.4
soon as I can,1636.62,5.36,1639.3,0.0,0.0,0.7
I'm sick to death of my,1638.72,3.26,1640.35,-0.802,-0.7142857142857143,-0.8
dull official parties,1648.38,6.299,1651.5295,0.0,-0.2916666666666667,-0.7
ah see Senora second assistant clerk,1651.98,4.92,1654.44,0.0,0.0,0.2
your new gun is quite quite quite,1654.679,3.901,1656.6295,-0.34,0.13636363636363635,0.8
it's only three years behind the fashion,1658.58,6.12,1661.64,0.0,-0.2,0.3
oh it's in your Plantation Foreman you,1661.7,7.8,1665.6,0.0,0.0,0.2
little Rahman is so so unspoiled,1664.7,7.079,1668.2395,0.0,-0.1875,0.7
he thinks nothing of wiping his Filthy,1669.5,5.96,1672.48,0.0,-0.8,-0.7
Hands All Over the draperies,1671.779,3.681,1673.6195,0.0,0.0,0.4
don't let's wait any longer darling even,1678.08,5.459,1680.8094999999998,0.5859,0.0,0.7
if we could get off the island it would,1681.5,4.5,1683.75,0.0,0.0,0.4
take gold but I have my Jewels the,1683.539,4.38,1685.729,0.6124,0.0,0.2
pearls alone are worth a fortune but I,1686.0,3.96,1687.98,-0.0129,0.3,0.6
can't take your money,1687.919,4.441,1690.1395,0.0,0.0,-0.7
you see that it means my happiness our,1689.96,3.719,1691.8195,0.5574,0.7,0.7
you must take some kid either,1693.679,6.86,1697.1090000000002,0.0,0.0,-0.7
that's what you really want,1697.22,3.319,1698.8795,0.1513,0.2,0.7
more than anything in the world,1701.179,3.441,1702.8995,0.0,0.5,0.9
must understand your Excellency,1728.44,4.66,1730.77,0.5423,0.0,0.6
I it is bad enough that I should have,1731.059,4.021,1733.0695,-0.5423,-0.3499999999999999,-0.7
business dealings with Furman,1733.1,6.14,1736.1699999999998,0.0,0.0,0.4
I don't wish him to infest my family,1735.08,4.16,1737.16,-0.3089,0.0,0.2
said your Fairfax,1741.159,4.781,1743.5495,0.0,0.0,-0.8
if your temper see my niece again,1743.419,3.841,1745.3395,-0.4215,0.0,-0.7
I shall have a distinct pleasure of,1745.94,3.0,1747.44,0.5719,0.3,0.7
watching you being torn apart by the,1747.26,4.1,1749.31,-0.25,0.0,-0.8
be careful you'll make me break the wine,1771.94,3.4,1773.64,0.1531,-0.1,-0.7
so I must be careful the bottles must,1775.34,3.62,1777.15,0.1531,-0.1,0.3
not be broken,1777.44,6.22,1780.55,0.3724,-0.4,0.8
but you you break men's cards my heart,1778.96,9.59,1783.755,0.7783,0.0,-0.7
you hold this carmill,1795.86,6.419,1799.0694999999998,0.0,0.0,0.2
whatever you wish is yours would you not,1803.419,4.021,1805.4295,0.4019,0.0,0.7
like a table in the other room,1805.76,3.659,1807.5895,0.3612,-0.125,0.4
it is much cooler,1807.44,4.32,1809.6,0.0,0.2,0.7
much more private a little later perhaps,1809.419,6.38,1812.609,0.0,0.078125,0.3
senorita first I must talk with a friend,1811.76,6.0,1814.76,0.4939,0.25,0.4
now will you allow me the honor of,1815.799,4.24,1817.919,0.6249,0.0,0.7
buying you a glass of wine well hello,1817.76,4.68,1820.1,0.2732,0.0,0.7
Pepito bring us some of your father's,1820.039,5.061,1822.5695,0.0,0.0,0.4
best sharing,1822.44,2.66,1823.77,0.7906,1.0,0.8
delightful girl this one,1830.539,4.821,1832.9495,0.5859,1.0,0.8
to some people perhaps,1832.88,5.039,1835.3995,0.0,0.0,0.2
surely Madia Camelio a man of your,1835.36,4.66,1837.69,0.4404,0.5,0.5
intelligence is not taken in by this,1837.919,4.5,1840.169,0.4767,0.0,-0.7
little trick of the people you must see,1840.02,4.86,1842.45,0.024,-0.1875,0.7
what she's trying to do,1842.419,5.701,1845.2695,0.0,0.0,0.4
trying to do see,1844.88,7.519,1848.6395,0.0,0.0,0.2
using me as she would any stranger to me,1848.12,4.279,1850.2595,0.0,0.0,-0.7
asure of course,1852.74,3.08,1854.28,0.0,0.0,0.7
you know Carmelo you're quite a catch,1855.86,5.88,1858.8,0.0,0.0,0.7
certainly you have um,1861.74,5.35,1864.415,0.34,0.21428571428571427,0.2
Authority uh position,1864.559,5.581,1867.3495,0.0772,0.0,0.7
your wine cellar,1874.52,3.32,1876.18,0.0,0.0,0.4
and a strength,1890.36,3.199,1891.9595,0.4939,0.0,0.5
and such Charming manners,1895.179,5.921,1898.1395,0.5859,0.35,0.8
my friend what woman could resist you,1897.98,4.799,1900.3795,0.4939,0.0,0.7
you're right,1902.779,3.661,1904.6095,0.0,0.2857142857142857,0.7
it's impossible,1904.52,5.159,1907.0995,0.0,-0.6666666666666666,-0.8
she should fall at my feed I agree with,1906.44,5.099,1908.9895,0.3612,0.0,0.8
you now it's getting late and don't,1909.679,3.061,1911.2095,0.0,-0.3,-0.7
forget we are going to have our last,1911.539,3.061,1913.0695,-0.2263,0.0,-0.8
drink at your place,1912.74,5.78,1915.63,0.0,0.0,0.7
we are you promise,1914.6,3.92,1916.56,0.3182,0.0,0.7
I'll tell you bedroom,1920.659,4.581,1922.9495,0.0,0.0,0.3
the slaves they are nothing but trouble,1922.76,4.86,1925.19,0.438,-0.2,-0.8
they're lazy,1925.24,7.0,1928.74,-0.3612,-0.25,-0.7
they get sick they die they try to,1927.62,6.86,1931.05,-0.802,-0.7142857142857143,-0.7
how do they get away,1935.48,3.66,1937.31,0.0,0.0,-0.5
they don't,1937.46,4.199,1939.5595,0.0,0.0,-0.7
know from this person,1939.14,5.22,1941.75,0.0,0.0,-0.7
you should see the dungeons deepen the,1941.659,5.4,1944.359,0.0,0.0,0.2
ground seems very interesting I should,1944.36,5.28,1947.0,0.4576,0.65,0.7
like to see them without a pass with,1947.059,5.881,1949.9995,0.3612,0.0,0.4
Marquis seal not even the king of Spain,1949.64,5.7,1952.49,0.0,0.0,0.4
can come through that door,1952.94,4.979,1955.4295,0.0,0.0,-0.7
without the Seal of the Marquis not even,1955.34,4.38,1957.53,0.0,0.0,-0.7
the king of Spain,1957.919,4.88,1960.359,0.0,0.0,0.6
it's bad like you say,1959.72,3.079,1961.2595,-0.25,-0.6999999999999998,-0.7
medium huh,1966.22,4.0,1968.22,0.0,0.0,0.2
well it's almost midnight if you don't,1968.36,3.12,1969.92,0.2732,0.0,-0.7
want me to see the Jazz I think I'll,1970.22,3.199,1971.8195,0.0772,0.0,0.4
take my leave,1971.48,5.179,1974.0695,-0.0516,0.0,-0.5
what's this,1979.76,4.62,1982.07,0.0,0.0,0.3
it's nothing it's just a keepsake,1981.679,4.201,1983.7795,0.0,0.0,0.2
