text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
husband next,169.56,7.36,173.24,0.0,0.0,0.4,-0.15991708363227009,-0.043478428171219434,0.12327271512244525
pleas Stan pki you take care of himo,176.92,6.92,180.38,0.4939,0.0,0.4,-0.16190440986382593,-0.04313575545474954,0.12289076454859403
your business in this country seor I'm,181.84,5.759,184.7195,0.0,0.0,0.3,-0.16299243956975307,-0.04292052865722131,0.1226822787793046
traveling for my health,183.84,7.56,187.62,0.0,0.0,0.7,-0.16366982827506807,-0.042773781169447536,0.12255293435266326
how I am traveling for my health oh you,187.599,6.881,191.0395,0.0,0.0,0.4,-0.1644176341128032,-0.04259783295075348,0.12241077049252924
are a native of what country,191.4,6.08,194.44,0.0,0.0,0.2,-0.16510727454597132,-0.042419736656565454,0.12228050257965917
fore Hotel naal see,236.84,4.84,239.26,0.0,0.0,0.4,-0.16940859218896478,-0.03979688710654225,0.1216115449883415
yes you haven't lost him you sure you,252.64,4.36,254.82,0.7151,0.5,0.3,-0.1689517651275184,-0.03877506933852684,0.12184189387673912
know where he's going my wife is,255.28,3.72,257.14,0.0,0.0,0.5,-0.16880325738936244,-0.03861817274388941,0.12189696714988794
following him he's gone to the,257.0,3.919,258.9595,0.0,0.0,-0.7,-0.1686725159003559,-0.03849431999183217,0.12194394027027386
photographers probably to get a new,259.0,5.16,261.58,0.0,0.1363636363636363,0.4,-0.16846234382938904,-0.03831471275180068,0.12201744234904706
passport and new,260.919,5.321,263.5795,0.0,0.1363636363636363,0.7,-0.1682847412620042,-0.03817669974017847,0.12207817762096067
instructions,264.16,4.36,266.34000000000003,0.0,0.0,0.4,-0.16801523894132775,-0.037984795517252465,0.12216865627666662
it I wish to know the whereabouts of,266.24,5.36,268.92,0.4019,0.0,0.2,-0.1677380942542811,-0.03780402320185515,0.12226018054681546
France Kindler,268.52,3.08,270.06,0.0,0.0,0.5,-0.16760791934338984,-0.03772371511274207,0.12230276741959081
Kindler there is no France Kindler,274.28,8.759,278.6595,-0.296,0.0,0.2,-0.16647583714030006,-0.03710953275946479,0.1226665200377178
France kler is dead and cremated it's a,277.199,5.84,280.119,-0.6486,-0.2,-0.7,-0.16625774812650806,-0.037003847836928755,0.12273572505926988
command I have a message for friend,285.52,6.679,288.8595,0.4939,0.0,0.7,-0.1647977539611473,-0.036362387226739,0.12319572656734766
KRA from the all,288.52,3.679,290.3595,0.0,0.0,0.5,-0.16452107071933816,-0.036250856088982396,0.12328253942024693
highest it is forbidden I command you in,292.919,8.641,297.2395,-0.4215,0.0,-0.7,-0.163156120542684,-0.03573400898808382,0.12371037432401927
the name of that Authority,297.12,4.44,299.34000000000003,0.0772,0.0,0.2,-0.16270845221692423,-0.03557450978386547,0.12385071970794405
you you know the the name he is,310.56,16.12,318.62,0.0,0.0,0.2,-0.15794881025095006,-0.03407493875216775,0.12535279742227823
Con in the United,335.36,6.88,338.8,0.4215,0.0,0.3,-0.15178279749574075,-0.03244135591053815,0.1273420247393632
States the town of,337.88,4.36,340.06,0.0,0.0,0.4,-0.1513600438598936,-0.03233734256481815,0.1274805044650516
me Lake Arrowhead and is that place the,388.4,5.6,391.2,0.0,0.0,0.2,-0.1308827137799728,-0.02794335479031405,0.1345399002410701
hotel gave me a room that was so small,391.8,3.72,393.66,0.0,-0.25,-0.7,-0.1297502529352427,-0.027724533980750265,0.13495112496630707
every time I closed the door the knock,394.0,3.44,395.72,0.0,-0.1,0.5,-0.12879265785769758,-0.02754084076961709,0.13530060373826713
got in and bed with me and you know how,395.52,3.64,397.34,0.0,0.0,0.5,-0.12803374004882526,-0.027396098139420313,0.13557871888045903
cold those brass door knobs are on a,397.44,6.4,400.64,0.0,-0.6,-0.7,-0.12647209224477707,-0.027100492305516893,0.13615420213888224
winter night I had so many blankets I to,399.16,6.64,402.48,0.0,0.5,0.4,-0.1255923477876416,-0.026935236170943525,0.136480299974635
find a place to get have a nice trip you,403.84,3.88,405.78,0.4215,0.6,0.7,-0.1239987045778941,-0.026638095731547955,0.13707453220074592
in quite a story you have here,407.72,7.199,411.3195,0.0,0.0,0.4,-0.12127897523951774,-0.026137193347587358,0.13809917980410874
Mr that's me we about everything here,411.319,4.88,413.759,0.0,0.0,0.6,-0.12006401330073921,-0.025915796323291863,0.13856123412617488
the two of them,414.919,3.84,416.839,0.0,0.0,0.4,-0.11851541383198257,-0.025635591393092794,0.13915407204640728
started called the manager I said hey,416.199,4.4,418.399,0.0,0.0,0.3,-0.11772493519211619,-0.025493387454136728,0.13945837856906937
there's two rats fighting in this room,418.759,3.041,420.2795,-0.3612,0.0,-0.7,-0.1167666733443926,-0.02532172185526878,0.13982881863870492
he said what do you want for a bucking a,420.599,3.88,422.539,0.0772,0.0,0.3,-0.11560761920680272,-0.025115110226343856,0.14027914969395572
quarter a bull fight about 7:00 in the,421.8,4.44,424.02,-0.3818,0.0,0.2,-0.11484344243218882,-0.024979483875752218,0.14057742319839553
morning the house Detective knocked the,424.479,4.16,426.559,0.0,0.0,0.2,-0.11352525751223799,-0.0247466057923204,0.14109450062806234
door he said is there a m in your room I,426.24,5.28,428.88,0.0,0.0,0.2,-0.1123114646633441,-0.02453333207240819,0.1415735142571654
said no so he pushed one in she was a,428.639,6.761,432.0195,-0.296,0.0,0.4,-0.11065657308048314,-0.024244273124804285,0.14223109235705964
cute little chamber me did you ever hear,431.52,6.32,434.68,0.4588,0.15625,0.7,-0.10924269564139572,-0.023998817318769808,0.14279703456850698
I said no she said I,435.4,4.84,437.82,-0.296,0.0,0.2,-0.10756080777388867,-0.02370855707793159,0.14347525478811943
just there was another in the room with,437.84,5.56,440.62,0.0,0.0,-0.7,-0.10604930589158963,-0.023449229616449085,0.1440894399690245
me he was when I cheed,440.24,7.12,443.8,0.0,0.0,-0.5,-0.10431964133661134,-0.02315416442402063,0.1447977499437934
in I could live it here B I don't assume,443.4,4.919,445.8595,0.0,0.1363636363636363,0.4,-0.10319223515892674,-0.02296277196994928,0.14526260301604238
responsibility put it up front the Shelf,448.319,4.88,450.759,0.0,0.0,0.4,-0.10048816067473139,-0.022506567791656294,0.1463878616122136
it'll be there when you want,450.4,5.639,453.2195,0.0772,0.0,0.4,-0.09911887827604425,-0.022277018226674262,0.14696327552138339
it I'll buy this magazine that'll be in,453.199,5.84,456.119,0.0,0.0,0.7,-0.09749593165106725,-0.022006152058765598,0.14765022572504355
time mister what's the best hotel in,456.039,5.761,458.9195,0.6369,0.7047925733127844,0.2,-0.09591907240667308,-0.021744182389382895,0.14832284817732033
town best place stay down Miss P buddies,459.039,5.961,462.0195,0.5574,0.4222222222222222,0.7,-0.09416324208179638,-0.021453815901633,0.14907788204252567
it's just down the road here,461.8,3.2,463.4,0.0,-0.1555555555555555,0.7,-0.09337793568069219,-0.021324386892022193,0.1494176639847663
PE said is he he,467.199,7.161,470.7795,0.0,0.0,0.2,-0.08914625398069725,-0.020631351597728994,0.15127115139788108
said this way Mis yes thank,469.919,4.441,472.1395,0.6369,0.0,0.4,-0.0883604274378334,-0.020503431234823195,0.15161958757141888
h I may come,598.12,6.24,601.24,0.0,0.0,0.2,-0.01042448619873413,-0.008409080466367385,0.19467199853133754
course does Mr Charles Rankin live,609.12,5.56,611.9,0.0,0.1363636363636363,0.2,-0.004155074257735543,-0.007444551756139926,0.1991339508079233
here yes he does but he isn't here right,612.24,4.68,614.58,0.2144,0.2857142857142857,0.5,-0.0025940527445621267,-0.007203603050722371,0.2002780786461793
now you expect,614.68,5.56,617.4599999999999,0.0,0.0,-0.7,-0.0009238940690338426,-0.006945399988996527,0.2015176349948058
him yes in a few minutes how,616.92,4.88,619.36,0.4019,-0.2,0.4,0.00017362540267530646,-0.006775479568137207,0.20234110348880885
minutes few,623.6,3.239,625.2195,0.0,-0.2,0.2,0.003535622684748531,-0.006253634538097613,0.2049092573047286
may I may wait,632.399,3.961,634.3795,0.0,0.0,0.4,0.008717562868226086,-0.005444776468251359,0.20901085824407628
here well yes if you,637.44,4.44,639.6600000000001,0.5859,0.0,0.2,0.011660526422577543,-0.004982550480740086,0.21142365489117065
like would you like sit down thank,641.88,4.959,644.3595,0.7579,-0.1555555555555555,0.6,0.014250472596642555,-0.0045738061903837215,0.21360080961181557
you you a friend of Mr,648.44,6.44,651.6600000000001,0.4939,0.0,0.7,0.0182159747309809,-0.003943953253365539,0.2170388389440462
Rankin yes a friend I'm Mar Long Street,651.0,7.04,654.52,0.7096,-0.05,0.4,0.01974940213767822,-0.003698964140213744,0.21840414262574415
how do you do how do you,654.88,4.88,657.32,0.0,0.0,0.2,0.021239646503278534,-0.0034601027010570723,0.2197500987595606
Mr Ranken ought to be here,665.76,4.68,668.1,0.0,0.0,0.4,0.026877656116698193,-0.0025499541903286284,0.22500269070043422
now sometimes he stays after his last,667.959,4.281,670.0994999999999,0.0,0.0,0.2,0.027906432574873498,-0.0023828467560350185,0.22598677318234325
class but he'll be coming straight here,670.44,4.399,672.6395,0.3291,0.2,0.7,0.029205814528230418,-0.0021713634875772793,0.2272401855817298
today I'm sure cuz this is our wedding,672.24,6.52,675.5,0.3182,0.5,0.8,0.03065922710169799,-0.0019342780264337207,0.22865547442562714
day you're getting married yes at,674.839,6.8,678.239,0.4019,0.25,0.5,0.032041169767811774,-0.0017083557011164765,0.23001355298101708
6:00 I know it's most unconventional my,678.76,5.4,681.46,0.0,0.5,0.4,0.033654277437009196,-0.0014440683119962459,0.2316131872901804
being here today but I want to get these,681.639,4.921,684.0995,0.1154,0.0,0.3,0.034966602264188414,-0.0012286342829510954,0.2329252603779976
when he comes which way does he,692.36,6.479,695.5995,0.0,0.0,0.2,0.04058643651254228,-0.00030240172480379196,0.23863688222278573
come my um got from uh we Webster Hall,694.76,5.44,697.48,0.0,0.0,0.2,0.041490650696565046,-0.00015291682236268263,0.23956754748206674
it's it's the big dome building right,698.839,4.601,701.1395000000001,0.0,0.1428571428571428,0.2,0.04323871927883506,0.00013634485205814165,0.24137379708684262
over there you see I shall meet,700.2,6.1,703.25,0.0,0.0,0.4,0.044240010670013145,0.00030216920244152787,0.2424119933698812
him well who shall I say,703.44,8.72,707.8000000000001,0.2732,0.0,0.3,0.04638193042156576,0.0006571395744030186,0.24463954038552504
France it's hi France my Niki we mustn't,716.399,6.761,719.7795,0.0,0.0,0.4,0.0519153732158471,0.0015746830842739107,0.25041121029997954
be seen talking together go back to the,720.68,4.52,722.9399999999999,0.0,0.0,0.2,0.05335054169927796,0.0018125027181141065,0.251905466295142
church into the woods into the woods you,723.16,4.52,725.42,0.0,0.0,0.5,0.05446971433225378,0.001997838496915676,0.2530681115303388
understand me follow the,725.2,6.04,728.22,0.0,0.0,0.2,0.05572603451661276,0.0022057202473709445,0.2543695491512849
path I'll meet you,727.68,3.56,729.4599999999999,0.0,0.0,0.5,0.05627997542565652,0.002297313874809493,0.2549418897088864
there hello Professor Rankin hello man,733.399,5.641,736.2195,0.0,0.0,0.4,0.05927395872800817,0.0027914725174426292,0.2580148623050871
what are you up to Paper Chase oh paper,736.88,3.68,738.72,0.0,0.0,0.4,0.06037074691066401,0.0029720391815480553,0.2591299767234314
chase I go ahead and lay the trail you,739.04,3.239,740.6595,0.0,0.0,0.6,0.06121755644637801,0.003111250131057675,0.25998624805168125
ought to have Jerry's job Mr Rankin and,740.56,3.36,742.2399999999999,0.0,0.0,0.4,0.06190512905894754,0.003224142800518413,0.26067821692919513
take a little off that wasteline no you,742.279,4.601,744.5795,-0.296,-0.1875,-0.7,0.06291883478488829,0.003390334686590523,0.26169257615850144
ought to go with us Mr Rankin too,743.92,6.2,747.02,0.0,0.0,0.4,0.06397121242185771,0.0035625269443799066,0.2627376494734273
award well I'd like to I'm afraid I have,750.12,5.24,752.74,0.7964,-0.6,-0.5,0.06641785234740549,0.003961339390123608,0.26513165038839376
a couple of things to attend to well,753.72,4.04,755.74,0.2732,0.0,0.4,0.06769017945304787,0.004167792836374203,0.26635434013695924
join us later we'll be out till dark all,755.36,5.68,758.2,0.296,-0.075,0.3,0.06872804725980096,0.004335669936373437,0.2673391024145886
right oh we'll catch up with,757.76,3.28,759.4,0.0,0.2857142857142857,0.6,0.06923257324316223,0.004417094456305038,0.26781345491325204
my I thought I had been hanged the,786.48,7.08,790.02,0.0,0.0,-0.7,0.08174988597331784,0.006386497304561004,0.27837104381687194
others but not I a dead man could not,790.519,5.76,793.399,0.6871,0.1,-0.7,0.08309303599107426,0.006590485760088576,0.2793282365630204
stand face to face with you friends hey,793.56,6.16,796.64,0.4767,0.0,0.7,0.08437496657392118,0.006783538487503687,0.2802024694488633
no wait for me you're not much changed,796.279,5.12,798.8389999999999,-0.296,-0.1,-0.7,0.08524130145365658,0.006913056420056261,0.28077050652459307
put you back in your old,799.72,4.6,802.02,0.0,0.05,-0.7,0.08648972131524651,0.007098292768593967,0.2815553340558853
uniform look very much the same France I,801.399,7.521,805.1595,0.0,0.13,0.4,0.08771646026361171,0.007278630439209955,0.28228609757715256
am a different man than before I too I I,804.32,7.92,808.2800000000001,0.0,0.0,0.4,0.08893064161824973,0.007455407164518488,0.2829681308965841
two I'm Different Conrad I you know how,808.92,4.84,811.3399999999999,0.0,0.0,-0.7,0.09011648104362768,0.007626340645203941,0.28359293081567927
I gathered and destroyed every single,812.24,3.08,813.78,-0.4939,-0.0714285714285714,0.5,0.09105875588117028,0.007760909836461485,0.2840591773784881
item in Germany and Poland that might,813.76,3.199,815.3595,0.0,0.0,0.4,0.09166720783229979,0.007847196182911131,0.28434559194674636
have served as a clue to my identity,815.32,4.079,817.3595,0.0,0.0,0.7,0.09243597512103245,0.007955517427081206,0.28469061522999567
well guess what I'll be doing at 6:00,816.959,4.641,819.2795,0.2732,0.0,0.6,0.09317227678477848,0.008058515334799255,0.2850030292045302
tonight standing before a minister of,819.399,3.8,821.299,0.0,0.0,0.2,0.09394496815006513,0.008165797196040726,0.2853114534209458
the Gospel with a woman's hand in mind,821.6,3.08,823.14,0.4939,0.0,0.4,0.09464782293587787,0.008262649479080791,0.2855744269863194
the daughter of a Justice of the United,823.199,3.721,825.0595,0.7351,0.0,0.7,0.09537912341125394,0.008362663684325478,0.2858304079035224
States Supreme Court a famous liberal,824.68,5.279,827.3195,0.5574,0.5,0.6,0.09623820941062801,0.008479144840530244,0.2861085010936498
the girls even good to look at yes the,826.92,4.44,829.14,0.6808,0.7,0.6,0.09692874683058511,0.008571965319762304,0.28631460594830754
camouflage is,829.959,3.32,831.6189999999999,0.0,0.0,0.5,0.09786700027447978,0.008696903057115301,0.2865702162301569
perfect would think to look for the,831.36,4.279,833.4995,0.5719,0.7047925733127844,0.3,0.09857719635419583,0.008790549333701242,0.28674532102482586
notorious France Kindler in the sacred,833.279,3.721,835.1395,-0.4404,0.0,0.5,0.0991955152380021,0.00887141972488593,0.2868851166945285
precincts of the Harper School,835.639,3.88,837.5790000000001,0.0,0.0,0.8,0.10011351289417685,0.008990328239871205,0.28707135199006056
surrounded by the sons of America's his,837.0,5.399,839.6995,0.0,0.0,0.4,0.10090982439991798,0.009092332394327784,0.2872126958807387
families and I'll stay,839.519,8.081,843.5595,0.0,0.0,0.4,0.10235562991053206,0.00927474985838382,0.287422757740705
hidden till the day when we strike again,842.399,8.36,846.579,-0.128,-0.1666666666666666,0.7,0.10348342973721067,0.00941448367322066,0.2875463140481781
France there will be another,847.6,6.4,850.8000000000001,0.0,0.0,0.6,0.10505563162798537,0.0096054120667859,0.2876622052522262
course war is an Abomination sa the it,854.72,6.08,857.76,-0.5994,0.0,-0.9,0.10763797541468563,0.009908854437553705,0.28771884447563656
is to tell you this that I here he set,858.48,4.64,860.8000000000001,0.0,0.0,0.2,0.1087623801836942,0.010036885971930391,0.28769506995217703
me free that I might come here and tell,860.8,6.839,864.2194999999999,0.5106,0.4,0.4,0.11002487970427226,0.010177583990579941,0.2876358278350445
who set you free to you they're all,863.12,4.519,865.3795,0.5106,0.4,0.4,0.1104526510779127,0.010224509771822468,0.2876082903845725
you don't mean I mean,869.199,3.361,870.8795,0.0,-0.3125,0.4,0.11247773134215676,0.010441411044056579,0.2874298430646219
God France I'm a new man since I found,878.0,7.56,881.78,0.2732,0.1363636363636363,0.7,0.11647890348678966,0.010843554345985378,0.28687160974390385
you you Conrad religious France friends,881.68,7.0,885.18,0.4767,0.0,0.5,0.11772447914695698,0.01096130802822109,0.28665078368987884
all doors were open to me all,885.56,7.519,889.3195,0.0,0.0,0.8,0.11923995212358512,0.011099661986931948,0.2863572863048145
doors it was one of God's,888.68,4.399,890.8794999999999,0.0,0.0,0.8,0.11981085697435848,0.011150362583655886,0.28624041016943297
they freed you so youd lead them to,904.839,5.24,907.459,0.4019,0.0,0.4,0.1258776063410444,0.011639576269167985,0.2848483509473003
me have you been,907.759,4.681,910.0995,0.0,0.0,0.2,0.12684469454762728,0.011708965929432736,0.2846111324031062
followed we followed here yes who,910.079,3.241,911.6995,0.4019,0.0,0.2,0.1274309503154879,0.011749852715215893,0.2844666269678374
you the evil one he looked like any,913.32,6.16,916.4,-0.4404,-0.6378318744003639,-0.7,0.12915461599760214,0.011864871298391783,0.2840412192137746
other man he was he was dressed like any,917.12,5.279,919.7595,0.3612,-0.125,-0.7,0.130388029206027,0.011942377131865387,0.28373879926532536
other man he even smoked a pipe but I,919.48,5.359,922.1595,0.0,-0.125,-0.7,0.13127006865604923,0.011995327274172629,0.2835249229903541
recognized him through his disguise and,922.399,8.201,926.4995,-0.25,0.0,0.4,0.1328672746886148,0.012085916985402855,0.28314549623210816
I killed him striking from un High down,924.839,5.761,927.7195,-0.6705,0.0761111111111111,-0.7,0.13331681711111598,0.012110177663809531,0.2830410383864006
that's will be done you killed him the,932.04,4.0,934.04,-0.6705,-0.2,-0.7,0.13565024213807683,0.012227321682257555,0.2825205886800977
man with a,934.759,4.721,937.1195,0.0,0.0,0.2,0.1367901481178544,0.012279163964157633,0.2822824489340985
pipe the man who followed,936.04,7.279,939.6795,0.0,0.0,0.3,0.13773942009538045,0.01231962621895432,0.2820937826475112
you no one else followed,939.48,3.839,941.3995,-0.296,0.0,-0.7,0.1383781124036958,0.012345460798842842,0.28197226729000135
you you must be brought to Salvation,949.48,6.2,952.58,0.0,0.0,0.8,0.14254956757013854,0.012486607163601865,0.28130582774335366
France confess your sins as I,952.639,7.041,956.1595,-0.4588,0.0,-0.7,0.1438931565594497,0.012521860752461733,0.28114575871496666
have Proclaim your guilt only thus you,955.68,6.56,958.96,-0.2732,0.0,-0.7,0.14494737325473456,0.012546037797116879,0.28104145911034284
can attain,959.68,2.56,960.96,0.0,0.0,0.6,0.14570195611864736,0.012561463273823473,0.28097896793443794
salvation you really think so Conrad it,962.72,4.119,964.7795,0.0,0.2,0.8,0.14714715212325424,0.012586633317145168,0.2808891733232465
strength such strength as can come only,966.839,4.521,969.0995,0.7506,0.0,0.4,0.14878860033694588,0.012608266496764128,0.2808376624268201
God kneel by me friends and together we,971.36,8.36,975.54,0.6369,0.0,0.8,0.15125028320522785,0.012626903727973524,0.2808688855196092
will pray to him to give you,975.319,4.401,977.5195,0.3182,0.0,0.6,0.15201058103681392,0.012629327464495006,0.2809064302087653
strength I have sinned against heaven,982.72,4.799,985.1195,0.7579,0.0,0.5,0.15494478406805695,0.012624213859780681,0.28117748262073733
and before,986.12,2.959,987.5995,0.0,0.0,-0.7,0.15590635569110256,0.012617670998853503,0.2813083260444017
I am not worthy to be called thy,989.079,6.721,992.4395,-0.3412,-0.1666666666666666,-0.7,0.15778674689109062,0.012598136002503724,0.28162145157744684
son say these words after,992.48,6.599,995.7795,0.0,0.0,-0.7,0.1590861665642416,0.012579515970434168,0.28188080887127254
me I despair of my,995.8,7.279,999.4395,-0.3182,0.0,0.4,0.16051060049063104,0.012554374249589639,0.2822042671814173
sins I despair of my,999.079,4.0,1001.079,-0.6486,0.0,-0.7,0.16114856487097726,0.012541525459593143,0.2823621437191213
sins oh God of all,1003.519,6.281,1006.6595,-0.2263,0.0,-0.7,0.16331785546160796,0.012490551586921092,0.28295780858696173
goodness how could I ever have offended,1006.639,5.831,1009.5545,0.25,0.0,0.4,0.16444092754188394,0.012459765887881964,0.2833012317260189
thee of all,1009.8,6.809,1013.2045,0.0,0.0,0.8,0.16585354751896483,0.012416801907889501,0.2837664516129248
hey this way fell don't let him get,1022.92,4.919,1025.3795,0.0,0.0,-0.7,0.17052470743508436,0.012240993476771597,0.285562428679783
hey fell there's the TR Hurry,1086.64,4.8,1089.0400000000002,0.0,0.0,0.4,0.1924548661660479,0.010610586919832042,0.29939198064701805
Up This Way,1096.64,3.399,1098.3395,0.0,0.0,0.7,0.1950862691413858,0.010287999060278418,0.3017831766998756
fellas dearly beloved we are gathered,1105.799,5.36,1108.479,0.7269,0.7,0.5,0.19772631934383514,0.009916151359033194,0.30442643754207044
together here in the sight of God and in,1109.159,4.52,1111.419,0.2732,0.0,0.7,0.19844382933839239,0.009804637927069666,0.30519613560126513
the face of this company to join,1111.159,6.681,1114.4995,0.296,0.0,0.5,0.1991713351984823,0.009686094175545406,0.30600288256425356
together this man and this woman in holy,1113.679,4.161,1115.7595,0.0,0.0,0.4,0.1994615863869941,0.009637115917552681,0.3063327659092173
and forsaking all others keep the only,1139.44,5.0,1141.94,0.0,0.0,0.8,0.20444727042464106,0.008560838717174734,0.31307855939774376
unto her so long as you both shall,1141.32,7.2,1144.9199999999998,0.0,-0.05,0.7,0.20487819803458007,0.008431953733125974,0.3138216953815479
live I will Mary wil thou have this man,1144.44,6.119,1147.4995,0.0,0.1363636363636363,0.5,0.20522692680227778,0.008319460233860775,0.31445888739203115
for thy wedded husband to live together,1148.52,4.039,1150.5395,0.0,0.1363636363636363,0.6,0.2056084200973055,0.008185815527060714,0.31520195952576485
after God's ordinance in the holiest,1150.559,4.0,1152.559,0.0,0.0,0.8,0.20584391101923918,0.008096415996648277,0.3156905384477401
matrimony will thou love him comfort him,1154.559,6.081,1157.5995,0.7717,0.5,0.7,0.20636782125345582,0.007871226203811563,0.3168908259012146
honor and keep him in sickness and in,1157.84,5.36,1160.52,0.4939,0.0,0.7,0.20662876848433337,0.007739468668234855,0.3175727441150257
health and forsaking all others keep the,1160.64,5.48,1163.38,0.0,0.0,0.7,0.20685332552389177,0.0076095777611577655,0.31823012761360087
only unto him so long as you both shall,1163.2,7.04,1166.72,0.0,-0.025,0.6,0.20707603525429363,0.007456857000808773,0.3189839771575267
good afternoon,1176.64,3.6,1178.44,0.4404,0.7,0.6,0.207508410658649,0.006913033754505706,0.3214972073194389
afternoon wedding yeah judge long,1181.44,6.28,1184.5800000000002,0.296,-0.05,0.3,0.2075091104936797,0.006623828479417749,0.3227216694057185
Street's daughter he's Supreme Court,1184.919,5.361,1187.5995,0.5574,0.0,0.5,0.20745028663958076,0.006480674880426912,0.3232980493378662
Justice you,1187.72,2.56,1189.0,0.5267,0.0,0.6,0.20740950930799384,0.0064140870967941115,0.323559328761891
know bottle of aspirin please right back,1190.679,4.841,1193.0995,0.3182,0.1428571428571428,0.2,0.20724026062459724,0.00621853118240011,0.32430123757432255
there third shelf down from the top you,1193.52,4.039,1195.5395,0.2023,0.1148148148148148,0.2,0.20710373469166657,0.0061017169277950345,0.3247260569259831
see the big ones on the left economy,1195.52,5.92,1198.48,0.0,0.0,0.6,0.20690314159409182,0.00596056481645974,0.3252207410501909
size you have to get it yourself mister,1197.559,5.801,1200.4595,0.0,0.0,-0.7,0.20674563139046373,0.005865330815897922,0.3255428069176788
right back,1201.44,5.08,1203.98,0.0,0.1428571428571428,0.7,0.20642019444090293,0.005695580474086568,0.3260931129548315
there all your needs are on our shelves,1203.36,5.76,1206.24,0.0,0.0,0.7,0.20618032067740055,0.005586380304430028,0.32643077239562585
just look around help,1206.52,5.36,1209.2,0.4019,0.0,0.4,0.20582901631964745,0.005443123455777412,0.32685396071986855
yourselves right in there right this one,1209.12,5.24,1211.7399999999998,0.0,0.2857142857142857,0.7,0.20549356964971782,0.005320011507578513,0.3271993983821744
that's that's it that's it living down,1211.88,6.48,1215.12,0.0,-0.1555555555555555,0.2,0.20499782210162315,0.005155972324748828,0.3276329400593896
to Mrs PE buddies just a few days,1214.36,6.72,1217.7199999999998,0.0,-0.2,0.6,0.20457761113531087,0.0050296583993821925,0.3279455460376085
only uh some coffee too,1218.36,5.08,1220.9,0.0,0.0,0.4,0.20401706783264376,0.004875058395194566,0.3283024574720907
please what should I get it myself,1221.08,4.28,1223.22,0.3182,0.0,0.3,0.20357537584872273,0.004762221011484252,0.32854473950490093
cafeteria style around here Mr that's,1223.44,3.719,1225.2995,0.0,0.0,0.2,0.20315572960778727,0.004661065400417993,0.3287486202225087
self-service usual thing yes that's $3,1227.159,4.801,1229.5595,0.4019,-0.25,0.2,0.20222610008899697,0.004453858574809029,0.3291260429842299
